Model,150_EXP_TIME_SEC,150_RMSE_TOTAL,150_TRAIN_TIME_SEC,150_VIOL,150_VIOL_NL
NN,0.0045,0.1708132640580411,12.297844538930804,154.86236572265625,186.77388763427732
KKThPINN,0.0074,0.07329485271354126,16.878316270187497,9.42466504056938e-05,1.0719457566738129
