Iteration,KKThPINN_Experiment_RMSE,KKThPINN_Experiment_RMSE_MB_Cc,KKThPINN_Experiment_VIOL,KKThPINN_Experiment_VIOL_NL
1,0.006870874022413536,0.004670944595076199,4.55984456542475e-16,0.00018427858852979536
2,0.002866379007576196,0.0022816147136051727,6.225179102362485e-16,5.840123516209078e-05
3,0.003045003352019239,0.0019806635008683647,7.176798837755476e-16,5.738716049190946e-05
4,0.010097574194508902,0.004110508870475231,6.225179102362485e-16,0.0001283079406480457
5,0.0032711206745257584,0.002077143850158171,6.502734858518775e-16,5.8878424407820697e-05
6,0.003542497564581773,0.0015553176902639812,9.159339953157541e-16,4.491947536558857e-05
7,0.002753007779923676,0.0022503644484175426,5.907972523898154e-16,5.268148461010488e-05
8,0.0029134354998120323,0.0024348467997767397,6.819941436983104e-16,6.670244406641839e-05
9,0.005333250217667279,0.0023341618124042476,7.612957883143931e-16,5.1320047662214985e-05
10,0.002940625423351505,0.0024677895765609264,6.225179102362485e-16,3.899092318618291e-05
11,0.0043620109091168265,0.0026863207949381794,7.176798837755476e-16,8.541023192354292e-05
12,0.008305437143357026,0.003861906312659552,5.828670879282072e-16,0.00016196042560404474
13,0.002205016516953825,0.0019047171502438343,6.38378239159465e-16,3.037837502540612e-05
14,0.003939953234903671,0.0033486332769674053,6.423433213902691e-16,0.00013010493046981028
15,0.006551345520950104,0.004291091692768226,7.692259527760013e-16,0.00016247180095618267
16,0.010683680952916245,0.007980684806767896,6.70098897005898e-16,0.00047324379935806307
17,0.012650437417012507,0.006087898585422542,7.969815283916303e-16,0.00041463844965207143
18,0.006946564064646436,0.004048059437539587,5.828670879282072e-16,0.00014125119900318693
19,0.004126996092725647,0.0027140258393330606,6.70098897005898e-16,8.549086762733067e-05
20,0.0018080449175336558,0.0012257354202012255,5.392511833893618e-16,3.005402913162528e-05
21,0.009406793738593275,0.006300420348655254,6.938893903907228e-16,0.0003788666319311944
22,0.0033967655875264654,0.0031239256034249017,7.533656238527848e-16,0.00010860912539990434
23,0.003943665517407407,0.0027235663078917843,6.899243081599187e-16,8.30070556383729e-05
24,0.002043873720301558,0.0017198332241496865,8.643879263153004e-16,5.468016671403782e-05
25,0.0037182494768811056,0.002312223521727612,9.595498998545995e-16,5.0273598562348976e-05
26,0.004166756116776497,0.0034168400320346267,7.216449660063518e-16,9.280830970378224e-05
27,0.007821044798202975,0.0028717163323505996,6.185528280054443e-16,8.594638650693702e-05
28,0.007872064551748343,0.0025491048261801867,7.137148015447435e-16,6.580414612673835e-05
29,0.006164336949779107,0.003793970367691749,5.590765945433824e-16,0.00015569619132656056
30,0.003048626562369375,0.0017919087403055589,5.868321701590113e-16,4.2029698884330345e-05
31,0.006964838017574115,0.003196082987597006,5.868321701590113e-16,0.00010050518022712958
32,0.005084780183516486,0.0030756880423840715,5.947623346206196e-16,0.00011044544414373735
33,0.0038963106155618893,0.002625877722391977,6.145877457746402e-16,7.50997000025243e-05
34,0.005448028790868214,0.0036554003515011876,6.661338147750939e-16,0.00013408732173178408
35,0.0017191137578369815,0.001324438874363984,5.868321701590113e-16,2.3222131999883567e-05
36,0.004589012531129614,0.003525013650273824,6.38378239159465e-16,0.00013922379440807188
37,0.007303465345426783,0.0034689087931988475,4.718447854656915e-16,0.00010698618009898075
38,0.008163941178598127,0.0041053344429108065,6.463084036210732e-16,0.00017776015487874677
39,0.0032980499237827347,0.002575233661545806,6.819941436983104e-16,8.188198880715909e-05
40,0.00853425606766553,0.0033696976011175646,7.176798837755476e-16,0.00014021768499136722
41,0.007018728268443971,0.0038940568740226484,7.057846370831353e-16,0.00013417900751554093
42,0.007812685899282199,0.0032012463115249326,6.145877457746402e-16,7.844519970510701e-05
43,0.0026828516625206087,0.0018332593751464283,6.304480746978568e-16,4.324008322416758e-05
44,0.008072691081181879,0.006167746925831695,5.590765945433824e-16,0.00033979460703559977
45,0.009977594801909411,0.004914151007000253,4.916701966197122e-16,0.0001926139294373844
46,0.0050556013978995794,0.0029046576434500967,5.947623346206196e-16,9.112689393313972e-05
47,0.0053957022063290585,0.004114490271348472,6.899243081599187e-16,0.00016536445649239666
48,0.005512277788385753,0.003100257949843838,5.114956077737329e-16,0.00010119604007182861
49,0.007157553583385812,0.0031099302482190173,8.643879263153004e-16,7.467983239525404e-05
50,0.0029583925278757715,0.002261180346005057,8.20772021776455e-16,4.360845134234003e-05
