Iteration,NN_Experiment_RMSE,NN_Experiment_RMSE_MB_Cc,NN_Experiment_VIOL,NN_Experiment_VIOL_NL,KKThPINN_Experiment_RMSE,KKThPINN_Experiment_RMSE_MB_Cc,KKThPINN_Experiment_VIOL,KKThPINN_Experiment_VIOL_NL
1,0.01568876772026193,,0.15393600584743816,0.15329622279291302,0.006248389147562037,,7.692259527760013e-16,0.0004629843832106087
2,0.014663549631336006,,0.1563210361090121,0.15547168696929053,0.006887866385859743,,4.797749499272998e-16,0.001902118867350405
3,0.013029204278026568,,0.07094552302751145,0.0702535532903486,0.009184874373152019,,5.114956077737329e-16,0.0006563790937652035
4,0.010030974138576065,,0.1002419577517164,0.09960359791529964,0.006922453607640484,,6.740639792367022e-16,0.00033463350972769146
5,0.016337564970847,,0.16160303614668148,0.16091873803678047,0.006903559696190406,,8.961085841617335e-16,0.0003501382536988227
6,0.01472381259246621,,0.14337851886482317,0.14299208280240883,0.004020808346653354,,6.264829924670526e-16,0.0022468662898120664
7,0.006943921579512521,,0.025193500478235556,0.02472042961341453,0.006469307937534007,,6.70098897005898e-16,0.0005615288586237749
8,0.004648411955794621,,0.039328999711523066,0.03934480726821918,0.005277782697820271,,5.233908544661452e-16,0.00116875466304554
9,0.01091276293061468,,0.11372212209455716,0.11338126460799422,0.01090626595011516,,8.604228440844963e-16,0.0002992000741198615
10,0.004044917019163463,,0.029082937517958617,0.028987383241638524,0.008828120773242387,,7.573307060835889e-16,0.00028898967550843925
11,0.007811729547322139,,0.06915154532197895,0.06883930865247181,0.002473350675139889,,5.590765945433824e-16,0.0011481496662065433
12,0.004629309216272413,,0.041605436531777895,0.041303708132922196,0.009126356716081755,,9.75410228777816e-16,0.0002506943303231128
13,0.007808137301359452,,0.08210382278139171,0.08170142278575153,0.004239798193560145,,5.352861011585576e-16,0.0010115241991655996
14,0.010337656659290187,,0.06882252272572154,0.06854244738242746,0.004608816062380188,,5.313210189277535e-16,0.0013473735687828214
15,0.015773646894063187,,0.16100120446053007,0.16045101278887292,0.005720818739948095,,7.731910350068055e-16,0.0008714493533463605
16,0.014244042286766878,,0.1398226433211568,0.13915749940090377,0.003428266122385028,,5.868321701590113e-16,0.001266833470998399
17,0.005579660932446328,,0.03383712989701419,0.03353730401183559,0.006654250433699135,,6.225179102362485e-16,0.000603835256168386
18,0.015204788437291398,,0.14128288662456207,0.14082297705859226,0.014160602372674845,,7.89051363930022e-16,0.00034708617519240066
19,0.013478099138866512,,0.12245736250050944,0.12206082845937452,0.010004080556989378,,7.2957513046796e-16,0.0013354747482344645
20,0.008141790439697807,,0.07582991830873509,0.07542711260847701,0.007990246538758515,,6.621687325442898e-16,0.0007366118226039821
21,0.011986961602407314,,0.09561861376703779,0.09539651688786037,0.014375573790241628,,8.961085841617335e-16,0.0002470684271313304
22,0.006347494424032914,,0.04093274878154855,0.040373537645183,0.00667393869758732,,5.511464300817742e-16,0.0018797947239365528
23,0.013683599270277083,,0.15648110035828827,0.15592113028363197,0.008997828212898807,,6.502734858518775e-16,0.0003009851687986087
24,0.01622840678587644,,0.16334617258698286,0.16274362155472855,0.007962737960132677,,5.868321701590113e-16,0.0017106747196951213
25,0.007552348799241496,,0.05532209497311739,0.055313256165324357,0.0037515133720857265,,6.463084036210732e-16,0.0010213509210987035
26,0.003861508760179919,,0.017407966243581704,0.017267850297680888,0.004269595260297501,,5.828670879282072e-16,0.0021270550255671284
27,0.008581610648773587,,0.08325300735774932,0.0831177122446367,0.014475523697970843,,9.39724488700579e-16,0.0006218955531164587
28,0.010584588715691364,,0.0786814634316377,0.07829319761048095,0.007796830427611865,,6.145877457746402e-16,0.003357086136045546
29,0.007728979114975863,,0.04597751925248873,0.045228656529634356,0.008154805212392114,,5.313210189277535e-16,0.0033082378391026184
30,0.015266020895700633,,0.151451400580485,0.1509180427764646,0.00720461046706297,,5.868321701590113e-16,0.00047655892822461216
31,0.01196642639531293,,0.06801326350110534,0.06882715800572003,0.010741878317120453,,5.511464300817742e-16,0.00037777213916616813
32,0.0036532028457488363,,0.016065860221445658,0.016349096868080344,0.008261951728763687,,6.225179102362485e-16,0.002179830679099005
33,0.0054068684139621575,,0.024804503141538006,0.02480832708321063,0.003082892107320552,,5.551115123125783e-16,0.0014196275722522383
34,0.015456456281580966,,0.1672329181953593,0.16663895568880358,0.00555961636008468,,6.423433213902691e-16,0.0008552910183117282
35,0.01319008788075105,,0.13662152826482146,0.13583352197296705,0.0071121291671553235,,6.185528280054443e-16,0.0032114252100201727
36,0.015398828298453706,,0.15873134054682536,0.15818215870573105,0.0036572156940690406,,5.907972523898154e-16,0.001349341726334777
37,0.006528562660817245,,0.05328161925334521,0.05299380975623562,0.010154161442301534,,5.392511833893618e-16,0.0006523210497994943
38,0.01156058065319561,,0.10705407778455722,0.10685771957460881,0.007830148012264025,,6.819941436983104e-16,0.0006211202273072929
39,0.004676824985477839,,0.03129567334559897,0.03072704071106187,0.005082181929536699,,5.313210189277535e-16,0.0008501032413682963
40,0.012630959356542265,,0.13261787712929424,0.13240871391597606,0.00662922761326608,,6.185528280054443e-16,0.0005386365212029004
41,0.006407507388365769,,0.04834791600388194,0.04799134188318914,0.006971243536540941,,6.304480746978568e-16,0.0007962762507283632
42,0.005681398262507351,,0.03487930366822306,0.03430788725696296,0.00939439425346193,,5.947623346206196e-16,0.0009520952813693247
43,0.014869965071095788,,0.14795466630534382,0.1473577831326609,0.006813249629602376,,6.780290614675064e-16,0.000391618990140237
44,0.015942202755290315,,0.1563919281590221,0.15601279983964633,0.006717670130156942,,4.559844565424751e-16,0.001609096500051668
45,0.01580007883278138,,0.16751976638581084,0.1669616089458536,0.00714693858235266,,8.366323506996715e-16,0.0005391774442511436
46,0.008584329578224647,,0.09614770678921628,0.09582762306867715,0.005567626537659508,,6.502734858518775e-16,0.001312256248348861
47,0.014811008437512742,,0.16627138937351238,0.16583858623836253,0.004160621717971196,,4.87705114388908e-16,0.0021803319756908282
48,0.013930284592744565,,0.12210363364656825,0.12153017537045688,0.0029578382169696354,,7.216449660063518e-16,0.0009769446598176196
49,0.01482331039215082,,0.1496142620785254,0.1492411637388017,0.007641019697136963,,7.057846370831353e-16,0.00019106843569047436
50,0.008144217422062845,,0.07769789917449396,0.07753683005015038,0.0034572121347229,,5.114956077737329e-16,0.001804218714427776
