Iteration,NN_Experiment_RMSE,NN_Experiment_RMSE_MB_Cc,NN_Experiment_VIOL,NN_Experiment_VIOL_NL,KKThPINN_Experiment_RMSE,KKThPINN_Experiment_RMSE_MB_Cc,KKThPINN_Experiment_VIOL,KKThPINN_Experiment_VIOL_NL
1,0.013576787409158957,,0.12173814804269864,0.12145294105472067,0.006882026353373275,,4.599495387732791e-16,0.0001829268782927103
2,0.005915690389959694,,0.04859013426009246,0.04845641307666215,0.002869074398768594,,6.185528280054443e-16,5.980025468127184e-05
3,0.005377474308735008,,0.02181998083352588,0.021812449911730866,0.003130389639195979,,7.097497193139393e-16,5.785815446895045e-05
4,0.01513318048472683,,0.15199964424715356,0.15167679577791643,0.010116113198463629,,6.225179102362485e-16,0.00013099864879004077
5,0.00838498084418441,,0.051811606819258435,0.05169612575280771,0.0032705822532455913,,6.423433213902691e-16,6.0674611110437694e-05
6,0.006451959151249402,,0.0733155896083211,0.07310167013115534,0.0036369469786526843,,9.159339953157541e-16,4.34313551477074e-05
7,0.00654985405557547,,0.03892315178431595,0.03896289105107313,0.0027446332066623056,,5.947623346206196e-16,5.243736502922849e-05
8,0.012144465715493007,,0.1255445028510766,0.12511063731135172,0.002900568254649769,,6.780290614675064e-16,6.716810143760573e-05
9,0.009610718504329934,,0.06484110297257448,0.06466181785649036,0.0052232474097466865,,7.573307060835889e-16,5.0989164351835014e-05
10,0.006035276196999267,,0.03690388469643639,0.03681846706962415,0.002930215656090445,,6.185528280054443e-16,3.869982104645223e-05
11,0.014513905141943869,,0.09235798720581115,0.09198125982524133,0.004224207636984874,,7.097497193139393e-16,8.071639960632969e-05
12,0.012414780145071356,,0.10925221520905332,0.10899394114724811,0.008112940615248443,,5.9872741685142365e-16,0.00015337392742139792
13,0.010267234666442889,,0.07410812068252763,0.07402911234324,0.002146790759158942,,6.582036503134857e-16,2.9715841791863994e-05
14,0.015437445935122014,,0.1453605542852584,0.1450707302723463,0.003837268272283482,,6.463084036210732e-16,0.0001243097393983065
15,0.010697898191856094,,0.10645756145582477,0.10617556600261538,0.006584021948248502,,7.692259527760013e-16,0.0001651068554589251
16,0.013801301511219326,,0.12097287550956617,0.12055203427381075,0.010696759817943186,,6.899243081599187e-16,0.0004640300240617756
17,0.008738505249966716,,0.07333574050200949,0.07315850713319526,0.012876323677676554,,8.009466106224344e-16,0.0004483804416054756
18,0.01613142164296897,,0.16279055229393743,0.1621659929678651,0.006944365549105797,,5.907972523898154e-16,0.00014410957485574575
19,0.015370424601851555,,0.1409341761133109,0.14047417793251044,0.0041168831484284345,,6.740639792367022e-16,8.523452853942305e-05
20,0.015791737027038233,,0.14017443451597747,0.1397491447824149,0.0018349385552031288,,5.233908544661452e-16,3.050137317802939e-05
21,0.01208992316029641,,0.0915860442802284,0.09174710922595866,0.009256970180221175,,6.740639792367022e-16,0.0003594052271870253
22,0.011397748955781498,,0.07286388382344679,0.07275832693341766,0.0033958829401697544,,7.414703771603724e-16,0.00010722271954413269
23,0.013621390223604821,,0.1125239692250575,0.112044824806168,0.00409690226364403,,6.780290614675064e-16,8.825293732476045e-05
24,0.006309322284816173,,0.020833355653790877,0.020744570338590174,0.0020880423888449294,,8.564577618536922e-16,5.431475624979072e-05
25,0.005146626069335757,,0.03575756887858297,0.03576588851115181,0.0035882132206699335,,9.595498998545995e-16,4.680358506118999e-05
26,0.014946394755942541,,0.11500303504378687,0.11470692962123984,0.004146169861769384,,7.018195548523311e-16,9.24079481574709e-05
27,0.006759086804379241,,0.04895363276740862,0.04886672730069641,0.007754169923132633,,6.344131569286609e-16,8.373309622949611e-05
28,0.011765469373157,,0.09997222690367565,0.09983551213959685,0.0076949647360353155,,7.018195548523311e-16,6.516846150979007e-05
29,0.004810870919803706,,0.01688787710481969,0.016911176417984668,0.005996207365924623,,5.630416767741865e-16,0.0001487532677140429
