Iteration,NN_Experiment_RMSE,NN_Experiment_RMSE_MB_Cc,NN_Experiment_VIOL,NN_Experiment_VIOL_NL,KKThPINN_Experiment_RMSE,KKThPINN_Experiment_RMSE_MB_Cc,KKThPINN_Experiment_VIOL,KKThPINN_Experiment_VIOL_NL
34,0.012067724173449066,,0.10169939770282044,0.10144429215143339,0.008157019602486871,,8.683530085461046e-16,0.0001804520732672252
35,0.014410113639196212,,0.15110222905363657,0.1507607728969094,0.009362201713945102,,7.335402126987642e-16,0.00020330702033930642
36,0.012244180688752753,,0.10557516244946444,0.10544758599735926,0.0074588885465074785,,9.75410228777816e-16,0.00016678172676852412
37,0.008907522550913151,,0.038431124255518936,0.03830374951663955,0.0029972620008840442,,6.423433213902691e-16,0.00030689561480421097
38,0.007199928816820839,,0.07612409098522523,0.07587657228930611,0.00610857188735557,,6.819941436983104e-16,0.0004496741820655116
39,0.005483100900672857,,0.038854057941497946,0.03879977882113517,0.006937496745458377,,7.494005416219807e-16,0.00021695205715705827
40,0.0032578074601963152,,0.010944988028568137,0.010948652181638567,0.0036382828686185842,,4.996003610813204e-16,0.0003263396753899006
41,0.005237377176917277,,0.01673710784564946,0.016896624647504608,0.00879928819421301,,6.304480746978568e-16,0.00024293509344942745
42,0.014411245582825685,,0.12039686153867449,0.12016683947210409,0.005111229320474599,,6.661338147750939e-16,0.0002004399490403351
43,0.009075532880901356,,0.079187986085347,0.07903948622498122,0.0060498470375977215,,8.445625151612798e-16,0.0001587917255865456
44,0.005695341238441962,,0.03454505147421568,0.03454309227725379,0.004617828144953734,,6.661338147750939e-16,0.00042427530279687167
45,0.008301090167961886,,0.05679175019917108,0.05669466869409978,0.0043590939349433,,6.423433213902691e-16,0.0001403326015462344
46,0.01268041707245964,,0.1055285901621898,0.10521003128636847,0.005157018401235202,,5.352861011585576e-16,0.0003367997712694429
47,0.007354525001521041,,0.037197600413699905,0.037413056559476895,0.005937979029849397,,7.612957883143931e-16,0.0002645853094348971
48,0.006174546574844713,,0.04276770947683142,0.0427644388302971,0.0046407559633576565,,6.938893903907228e-16,0.00016368742133741402
49,0.010572308412151968,,0.09751658299892724,0.09724982319471293,0.008344997546767685,,7.573307060835889e-16,0.00013939325020135226
50,0.006485116100715314,,0.06465275291556888,0.06455567582833788,0.009115142587141032,,7.097497193139393e-16,0.0001947991842977204
