Iteration,NN_Experiment_RMSE,NN_Experiment_RMSE_MB_Cc,NN_Experiment_VIOL,NN_Experiment_VIOL_NL,KKThPINN_Experiment_RMSE,KKThPINN_Experiment_RMSE_MB_Cc,KKThPINN_Experiment_VIOL,KKThPINN_Experiment_VIOL_NL
1,0.01010306131294701,,0.1038167650878949,0.10355449487631142,0.0036400181811596048,,6.661338147750939e-16,0.00037861879754178977
2,0.009679848075479499,,0.056463372220268954,0.056403265635822694,0.004557508901193361,,5.114956077737329e-16,0.00042939871821521
3,0.005852716237800758,,0.04110116865541652,0.04095271463668001,0.0035210513579531496,,7.573307060835889e-16,0.00021954366534528147
4,0.007446552535877997,,0.05908482904420674,0.05896332379886916,0.006949895148516237,,6.06657581313032e-16,0.00033586769071664913
5,0.015507622260872173,,0.14984683463936804,0.14955951244990962,0.004345023863069828,,5.630416767741865e-16,0.00033330479140006503
6,0.008675246449838761,,0.06901936899561278,0.06887293965023078,0.00305608571803627,,8.009466106224344e-16,9.327313529441543e-05
7,0.01076419996908658,,0.10522210701846542,0.10519724206987287,0.010544924307785938,,5.194257722353411e-16,0.00047891837817306805
8,0.012704782973587816,,0.12653285616912424,0.12618538811753938,0.0045925831945262275,,7.057846370831353e-16,0.00021695688253420078
9,0.008537619435042682,,0.08430387869483699,0.08416561603732836,0.0034630186912795783,,6.938893903907228e-16,0.00014079260587522072
10,0.00782128865812397,,0.06066693934234376,0.06038694704419931,0.009407077590283325,,6.780290614675064e-16,0.00046767370032076844
11,0.013770697859235466,,0.08268257106836108,0.08212563785236245,0.006704924688486113,,5.4718134785097e-16,0.0005747708080133559
12,0.009594567130029949,,0.09319719194339487,0.09304014825428997,0.010054910657117071,,7.573307060835889e-16,0.0005363097712710457
13,0.012279779789384356,,0.13022023157051266,0.12986116026236139,0.0041160907458565165,,7.137148015447435e-16,0.00032814484634385356
14,0.0047175281393077055,,0.027843676489307363,0.02773643215022739,0.00439825694441659,,6.542385680826815e-16,0.0002848983790911451
15,0.007844616225250012,,0.07237339552906605,0.0722733023583294,0.004828942589205721,,4.480542920808667e-16,0.0002607208747482917
16,0.01439399139234101,,0.15877301105572822,0.1583146942023535,0.005691234230864245,,5.075305255429287e-16,0.0005101800349554997
17,0.003687145962332019,,0.01246383676487078,0.012482204490585708,0.0037462432412778946,,6.502734858518775e-16,8.442950049872971e-05
18,0.008728267470873897,,0.07403219595538266,0.07394184111640545,0.0088962651936984,,5.194257722353411e-16,0.0007233180955307218
19,0.015407642274593009,,0.16388645747283592,0.16347136802611606,0.004310384476257717,,6.819941436983104e-16,8.583883931587948e-05
20,0.009476418151386865,,0.08799732736240476,0.0878323140734279,0.005134320864015316,,6.106226635438361e-16,0.0003023845847607029
21,0.015979277218298345,,0.15695715631987656,0.15670738583759677,0.004224845815322904,,5.630416767741865e-16,0.0002315124400448222
22,0.015584856680834059,,0.14998551734839483,0.14966876663848505,0.0056051678401789476,,8.247371040072592e-16,0.00013353727088990876
23,0.013483326352512448,,0.0864786886548115,0.086614639753719,0.004887057746961148,,7.2957513046796e-16,0.00013500291695117485
24,0.0055030157173293305,,0.04147578127983522,0.041397309374567384,0.008416343132306187,,9.278292420081666e-16,0.00039054675864511946
25,0.005426004158196821,,0.015207250926161018,0.015223254490029243,0.004303003675744204,,9.992007221626409e-16,4.866811101038712e-05
26,0.0047244574210317716,,0.027267002458620307,0.02742697130106491,0.010416309777301062,,7.692259527760013e-16,0.00027718259391784823
27,0.015407517811434356,,0.1510452999400972,0.15057408157809282,0.0031780655411813327,,5.947623346206196e-16,0.00011823970656848145
28,0.011667247099796343,,0.05100932594823042,0.05083816410540881,0.004131657170184458,,9.000736663925377e-16,0.00023542943053909672
29,0.01239380383710469,,0.07824784404233472,0.07843941301340286,0.00707371529961873,,7.018195548523311e-16,0.0003370138460705867
30,0.008291015321975417,,0.0482060635528053,0.04807538440135167,0.006897811406897523,,6.344131569286609e-16,0.00014682437578324061
31,0.009854194217715577,,0.09712069774021438,0.09681708802386454,0.007836255173774202,,6.344131569286609e-16,0.00033499977963805897
32,0.010264137987460648,,0.04753462095232344,0.04750279264232761,0.011805515062882905,,7.335402126987642e-16,0.00018206558420952215
33,0.006963359632496238,,0.025537393000612377,0.025466286891507248,0.006669347089316503,,7.018195548523311e-16,0.00021810853481071514
