nC_regions,num_regions,NN_RMSE_mean,NN_RMSE_ci95,KKThPINN_RMSE_mean,KKThPINN_RMSE_ci95,NN_Experiment_Time_sec_mean,NN_Experiment_Time_sec_ci95,KKThPINN_Experiment_Time_sec_mean,KKThPINN_Experiment_Time_sec_ci95,NN_PL_Violation_mean,NN_PL_Violation_ci95,KKThPINN_PL_Violation_mean,KKThPINN_PL_Violation_ci95,NN_Original_Nonlinear_Violation_mean,NN_Original_Nonlinear_Violation_ci95,KKThPINN_Original_Nonlinear_Violation_mean,KKThPINN_Original_Nonlinear_Violation_ci95,NN_Experiment_Time_sec_pooled_mean,NN_Experiment_Time_sec_pooled_ci95,NN_Original_Nonlinear_Violation_pooled_mean,NN_Original_Nonlinear_Violation_pooled_ci95,NN_RMSE_pooled_mean,NN_RMSE_pooled_ci95
1,1,0.010085282275422637,0.001120009044053168,0.01704884014396231,0.00019003611945712413,0.00415,0.00012944191214971575,0.0047,0.0001340400179464314,0.19104393670694958,0.0014531680067917377,6.024545941483794e-16,1.7025031591100273e-17,0.08996385647753527,0.013328734633026092,0.18254022874363837,0.0006029918302315002,0.00525425,0.00013833211988834102,0.08801496254816862,0.00462024991450762,0.010218885766020157,0.00038227196962276793
2,2,0.01056726036050716,0.0010977864713345893,0.007231241023253848,0.0005420550246827037,0.00431,0.00012074527555709062,0.005234000000000001,0.00017637315898041812,0.09791994857505988,0.01144434958256008,6.39329858894858e-16,2.9143759343495846e-17,0.0925448527861485,0.013514868546166217,0.04466877363627826,0.0003258403148557622,0.00525425,0.00013833211988834102,0.08801496254816862,0.00462024991450762,0.010218885766020157,0.00038227196962276793
3,3,0.009818715364179541,0.0011223766768281326,0.006850136677590896,0.0007098311432448116,0.004402,0.000137138768200646,0.0053820000000000005,2.8529671504025884e-05,0.0938877053590407,0.013343679381999029,5.553494172464264e-16,2.548115269238204e-17,0.08168557785396936,0.013280826522667925,0.025814786119748304,0.0008434439928850964,0.00525425,0.00013833211988834102,0.08801496254816862,0.00462024991450762,0.010218885766020157,0.00038227196962276793
5,5,0.010695683223242373,0.0010409098907029626,0.008511775394227905,0.0013991822216256227,0.004424,0.00012494639554647689,0.0063159999999999996,0.0002320476550660517,0.09660803549460685,0.013191086095777413,5.984102102729593e-16,2.785088330313486e-17,0.09400014351060981,0.01330147007923325,0.006898609131486273,0.0008598331193883584,0.00525425,0.00013833211988834102,0.08801496254816862,0.00462024991450762,0.010218885766020157,0.00038227196962276793
11,11,0.01067893155518693,0.0011832237255866877,0.007068140993485254,0.000806065864361174,0.004708,0.00014306258606711414,0.007876000000000001,0.00027419338780446795,0.09746004467287142,0.014399909429849244,6.486081513149397e-16,3.4945827587901414e-17,0.09708295698063822,0.014363249176927762,0.001098792269109874,0.00023143534139074298,0.00525425,0.00013833211988834102,0.08801496254816862,0.00462024991450762,0.010218885766020157,0.00038227196962276793
30,30,0.0096392676271199,0.001004842305401501,0.00608683634091426,0.0006534320084759512,0.005538,0.00020160365023706803,0.012996,0.0004720371334005911,0.07828003953521888,0.012298902189441135,6.85404114416802e-16,3.474720489996074e-17,0.07813541655229037,0.012265155421232181,0.00027415954460619104,4.052455861801241e-05,0.00525425,0.00013833211988834102,0.08801496254816862,0.00462024991450762,0.010218885766020157,0.00038227196962276793
55,55,0.010073762959318788,0.0011378703032089684,0.00574961784280685,0.0006976359571642037,0.006518,8.587356858462107e-05,0.019566,0.00038880763456163584,0.085994750466996,0.013663258951091049,6.925412624322494e-16,3.372426262302801e-17,0.08579577497283188,0.013626508111584184,0.00012716458862489823,2.1635677742519646e-05,0.00525425,0.00013833211988834102,0.08801496254816862,0.00462024991450762,0.010218885766020157,0.00038227196962276793
90,90,0.010192182763183939,0.0011615758166390196,0.005467332114513954,0.0007490922003044926,0.007984,0.00031726724114206545,0.029911999999999998,0.0010122672245858751,0.08512536154744525,0.013189220400562272,6.620101292550577e-16,2.9708620583320086e-17,0.08491112125132559,0.013141725838236406,0.00011952841407791322,2.820112153196005e-05,0.00525425,0.00013833211988834102,0.08801496254816862,0.00462024991450762,0.010218885766020157,0.00038227196962276793
