Iteration,KKThPINN_Experiment_RMSE,KKThPINN_Experiment_RMSE_MB_Cc,KKThPINN_Experiment_VIOL,KKThPINN_Experiment_VIOL_NL
1,0.006213619725641141,0.00569700277272389,7.652608705451971e-16,0.0004666702095943214
2,0.006764090607878324,0.00360519273959349,4.718447854656915e-16,0.0018848758590771985
3,0.009258357063801384,0.006544801948357685,4.996003610813204e-16,0.0006583805877662663
4,0.0070529244906417776,0.006777008118180179,6.819941436983104e-16,0.0003405612635310989
5,0.006855918421697889,0.006155871252062206,8.881784197001252e-16,0.00035094123092243245
6,0.004020842233179644,0.003345647041044151,6.185528280054443e-16,0.0022356961809295375
7,0.006634013015692904,0.005239235885398518,6.780290614675064e-16,0.0005607381306581044
8,0.005328561801426062,0.003939714639118046,5.313210189277535e-16,0.001214029627905597
9,0.010917623671058531,0.0098474016847864,8.524926796228881e-16,0.0003077874352606478
10,0.008718598544642641,0.007246532585569823,7.771561172376096e-16,0.0002809978750025576
11,0.00237897420358271,0.002081579721511455,5.630416767741865e-16,0.0011226600523232483
12,0.009014333893412217,0.00843770206596008,9.952356399318369e-16,0.00025135609564338524
13,0.004177681423672573,0.0031269500132073036,5.4718134785097e-16,0.0009633612111602459
14,0.0046437852167466286,0.0032013751911967843,5.432162656201658e-16,0.0012993675456334716
15,0.00570367476632291,0.005120371324608064,7.573307060835889e-16,0.0008858540290127272
16,0.003400226164410428,0.002139205627174868,5.947623346206196e-16,0.0012704208451995525
17,0.006697423103684305,0.005561380253886831,6.225179102362485e-16,0.0005858520549285942
18,0.014171506402169002,0.010247355006801805,7.93016446160826e-16,0.00036403747106887103
19,0.010006459287735905,0.007317658144461143,7.533656238527848e-16,0.001310901401975015
20,0.007854092305488641,0.005114018420786969,6.582036503134857e-16,0.0007246853284388205
21,0.014265476717363794,0.0129927417468132,8.881784197001252e-16,0.0002451820548085075
22,0.006561332806357314,0.004778722129178658,5.590765945433824e-16,0.0019070257969661822
23,0.00911857069590922,0.008234070071576704,6.463084036210732e-16,0.00029167219306765093
24,0.008094577456094229,0.004581748809871743,5.907972523898154e-16,0.0018091519719596208
25,0.003659714878968386,0.0029634000256637595,6.463084036210732e-16,0.0010018318907556425
26,0.004308348796728436,0.003917535577728953,6.026924990822279e-16,0.002120363338610364
27,0.014274671453173087,0.010926270937228364,9.516197353929913e-16,0.0006055679244170581
28,0.007729441941791994,0.0069505963829070185,6.185528280054443e-16,0.0033123073649429275
29,0.008155914142766748,0.006413969343304301,5.273559366969494e-16,0.003345398429695253
30,0.006962829417615784,0.00636335714260609,5.789020056974031e-16,0.00047165314569770037
31,0.01076007300237107,0.007900525470134409,5.590765945433824e-16,0.00038155610845724234
32,0.008305816705355242,0.005766646541607727,6.185528280054443e-16,0.0021501730482835083
33,0.003075421259838426,0.00223547898000983,5.590765945433824e-16,0.0014266163563950271
34,0.005503363946026168,0.004712651850819498,6.502734858518775e-16,0.0008748253972367967
35,0.0071721502611330964,0.006562566711061851,6.145877457746402e-16,0.0032765019055318104
36,0.00378539034044982,0.0026024156230367774,5.828670879282072e-16,0.0013557921026575476
37,0.010280882183159985,0.006176707098355366,5.154606900045369e-16,0.0006708533963416451
38,0.007821771735697758,0.007207248684759634,6.859592259291146e-16,0.0005904028792763212
39,0.005108305336647841,0.003900217367406934,5.352861011585576e-16,0.0008168917913786859
40,0.0066563527043130575,0.005409268880504038,6.344131569286609e-16,0.0005496923071412801
41,0.00698479387134061,0.005848450208091091,6.304480746978568e-16,0.000785903165533966
42,0.009214588891218813,0.006574838191712055,6.06657581313032e-16,0.0009626068028984995
43,0.006817331441288512,0.006882155712767972,6.780290614675064e-16,0.00039402111572666375
44,0.006643952142304575,0.004323551621003374,4.440892098500626e-16,0.001573101780534004
45,0.007128622391498406,0.005327094299901765,8.168069395456509e-16,0.0005532908811915463
46,0.005521342212483457,0.0035332794980353164,6.502734858518775e-16,0.0012971433331849594
47,0.004167020666661649,0.0032287613904331517,4.956352788505163e-16,0.0022288072114468958
48,0.0029522848048276935,0.0027438418574052942,7.216449660063518e-16,0.0009827107044428343
49,0.007609180445467999,0.007513870394307489,7.137148015447435e-16,0.00019217245653296261
50,0.003430202358907007,0.0018200036442212351,5.035654433121246e-16,0.001768584320741781
