Iteration,KKThPINN_Experiment_RMSE,KKThPINN_Experiment_RMSE_MB_Cc,KKThPINN_Experiment_VIOL,KKThPINN_Experiment_VIOL_NL
1,0.006658598939604832,0.005374286947979395,5.352861011585576e-16,0.02281151293469836
2,0.005493114019592323,0.005069979057140346,6.542385680826815e-16,0.023113866784529764
3,0.00745751087574708,0.0075720507299711914,7.137148015447435e-16,0.03245677307028196
4,0.006920476004807399,0.0059542064483230055,4.797749499272998e-16,0.029069695468053727
5,0.008702659506325698,0.005742825448887224,6.463084036210732e-16,0.02719511997324701
6,0.007333127322984441,0.0057616804246144755,5.789020056974031e-16,0.022381320014266654
7,0.0051121959802927575,0.003963789057528445,5.630416767741865e-16,0.026847234070707972
8,0.005282919359430856,0.00512103383661565,5.907972523898154e-16,0.02886182973838905
9,0.003606701614955315,0.0037391325775979855,6.344131569286609e-16,0.02754305789678726
10,0.004106715732572353,0.004376168394237145,5.154606900045369e-16,0.027844346536559716
11,0.012643402829059047,0.008702339903642914,4.123685520036296e-16,0.01859723413366022
12,0.005630775211128792,0.005692051447892199,4.718447854656915e-16,0.02942873433723323
13,0.00445388053474208,0.0042258754783927426,3.925431408496089e-16,0.027444268184654945
14,0.004543610951178239,0.004684078140595623,5.194257722353411e-16,0.028581299205441165
15,0.011193542083494367,0.007302263835440527,5.947623346206196e-16,0.023261904081307645
16,0.003899555504405296,0.004129363921925306,4.996003610813204e-16,0.02514627495204187
17,0.007862982272879763,0.005102010654891198,6.582036503134857e-16,0.023808025406732145
18,0.009895570720444927,0.005909284944862129,6.225179102362485e-16,0.028643690241580366
19,0.008364387889413159,0.0054209007953285905,5.313210189277535e-16,0.02490669658841893
20,0.005656578863563313,0.0039107174215273505,7.137148015447435e-16,0.025311422532337
21,0.006059871585064238,0.005830928823992999,5.947623346206195e-16,0.023720943020122637
22,0.009221686016245985,0.008435916528285882,5.313210189277535e-16,0.030091825267747445
23,0.008013768597012248,0.006960345487280432,5.035654433121246e-16,0.030093686622886435
24,0.006579295700962147,0.0055812935346111585,5.590765945433824e-16,0.022677889715559195
25,0.012848039036776657,0.0067044528214246,5.670067590049907e-16,0.021036658031102353
26,0.007337172440795311,0.0055508868481794794,6.026924990822279e-16,0.02522323987182339
27,0.005050257807651697,0.004206488274069976,6.819941436983104e-16,0.024535785456318914
28,0.008064065197048689,0.005315689502125527,6.225179102362485e-16,0.023241071230110315
29,0.004972234506224179,0.004081929266229246,5.154606900045369e-16,0.027487498431314848
30,0.011077530257540947,0.004651593815861388,5.74936923466599e-16,0.02368476177929732
31,0.004608980381919296,0.0038653340235994585,4.797749499272998e-16,0.025076864873671004
32,0.0053385410602930835,0.00434993111942451,8.405974329304756e-16,0.025258904449136546
33,0.009082703201696771,0.00406866301594829,3.8064789415719656e-16,0.028754026714123634
34,0.003910593329632152,0.0038791250342978005,5.035654433121246e-16,0.0260607651027649
35,0.005093117664045385,0.004412556926343385,5.947623346206196e-16,0.023886367913851347
36,0.006517559161203344,0.0060757253604649085,5.670067590049907e-16,0.024175215141817315
37,0.005098902565673522,0.005135067204158764,4.639146210040833e-16,0.02901582231811973
38,0.00698666888935917,0.0038516078238733775,5.273559366969494e-16,0.024641101706055657
39,0.004659100500793109,0.00402008488944531,5.313210189277535e-16,0.026376536449574023
40,0.005813789983371914,0.0055455883995644,5.868321701590113e-16,0.029298521730929165
41,0.007723883438849655,0.004940895817571293,6.145877457746402e-16,0.02678856083667686
42,0.008039826032501961,0.006356941112346852,6.423433213902691e-16,0.030340713435329705
43,0.010728220561931259,0.006842946823195353,4.202987164652378e-16,0.021349602270477448
44,0.005411970186349949,0.005684428522961166,5.233908544661452e-16,0.028829440732319623
45,0.0043945317660056046,0.0041717185212468534,6.264829924670526e-16,0.028008648061431104
46,0.01328310954717896,0.00980863209801424,3.925431408496089e-16,0.01811565092305217
47,0.003808181692609824,0.003627152811241298,6.264829924670526e-16,0.026204556706769785
48,0.006591520037948263,0.005883779740932258,5.233908544661452e-16,0.027086231656503708
49,0.004257295367453965,0.003722166214817415,5.035654433121246e-16,0.02609997614013561
50,0.006366657791975073,0.005303601923038657,4.797749499272998e-16,0.023268774038182366
