Iteration,NN_Experiment_RMSE,NN_Experiment_RMSE_MB_Cc,NN_Experiment_VIOL,NN_Experiment_VIOL_NL,KKThPINN_Experiment_RMSE,KKThPINN_Experiment_RMSE_MB_Cc,KKThPINN_Experiment_VIOL,KKThPINN_Experiment_VIOL_NL
1,0.01587275655319878,0.015766139184344306,0.19602914671940058,0.15899746823304983,0.016522326424044376,0.02241699274563767,5.313210189277535e-16,0.17934951585446646
2,0.005821359974591238,0.005726732746610441,0.190015062401381,0.04644254122681417,0.018881995006274476,0.022883895078433542,6.264829924670526e-16,0.1822018405676874
3,0.014137654073055755,0.010294542658219224,0.19201342142571823,0.08883754945467462,0.01679482330241794,0.022790691796873635,5.828670879282072e-16,0.1826596611987018
4,0.007334481877135993,0.00693562229303331,0.19308445709308134,0.03598831711001502,0.017400367421723253,0.02270968206560233,4.758098676964956e-16,0.18116376419279476
5,0.0035577518567308634,0.003365501228376031,0.18392877328414187,0.02544842788453016,0.017028227152435658,0.02282533718977872,5.789020056974031e-16,0.18119213200105982
6,0.010829243348422269,0.01210327488880186,0.1938236906292694,0.11289715226855204,0.016760645824493638,0.02247899488565352,6.304480746978568e-16,0.178801004492457
7,0.009128578414864965,0.008149273030308685,0.1832654995407566,0.07015892762340317,0.017263481338351403,0.023172405634241472,5.9872741685142365e-16,0.18493081425327867
8,0.010901541735966459,0.012181065638246311,0.1939979746806596,0.10999107842346158,0.018218797373700652,0.02285558797675192,6.225179102362485e-16,0.1841163429830928
9,0.004518421881091259,0.004361690586702484,0.1900093638723365,0.025435773559490324,0.016624998346621258,0.022654148685324317,6.819941436983104e-16,0.18247917960367832
10,0.0145764304165886,0.014580136817874881,0.19346716048207702,0.13887364725937196,0.016452239861641595,0.022587626301749823,5.9872741685142365e-16,0.1814633295057298
11,0.014740403404529685,0.016266839719057506,0.20531399580871407,0.16115360142848656,0.016719716358448416,0.022766573624322325,5.630416767741865e-16,0.18211165614093414
12,0.013089437932593642,0.014008001787842504,0.19048129179799958,0.13634669333464344,0.016585197197095627,0.022422935202563266,5.630416767741865e-16,0.1778937595535896
13,0.005520026895013148,0.005504200244065253,0.1942827306216091,0.04446887072325714,0.01638990497336799,0.02245004006687592,4.956352788505163e-16,0.17999405943037972
14,0.015935048575122887,0.016015788636903217,0.19103903992296134,0.1581442409015393,0.018161171527519993,0.02300178325065441,5.907972523898154e-16,0.1848750123857224
15,0.007148180702328492,0.007648513178435962,0.18529428221503436,0.06316510618410505,0.016797151024717846,0.02305925361078719,5.392511833893618e-16,0.18522167653522661
16,0.00508873526095175,0.00470075642747817,0.1872919690019963,0.024179041161014006,0.016382878623361442,0.022655444303999208,6.344131569286609e-16,0.1828495634313715
17,0.006710520070719986,0.006686081312723583,0.18800951419308878,0.06115651897215033,0.0187457162806089,0.023343525165966907,6.542385680826815e-16,0.1802494351613807
18,0.015395524562868152,0.016458598431160588,0.19572122674665998,0.16146902908834337,0.01629525894653207,0.022483054483430534,6.145877457746402e-16,0.18047906223258892
19,0.008714795000176176,0.0107426118304204,0.1909090885079221,0.09177328391786937,0.016446652198846768,0.02272409307543029,6.899243081599187e-16,0.18325537856046742
20,0.011885467488031194,0.013368610500198512,0.1950585709225652,0.11872484733311936,0.016446778297614595,0.022718708058911716,5.670067590049907e-16,0.183274745299161
21,0.013295278667477567,0.013135897388002677,0.19567733788462255,0.10425514600174182,0.016521527102828084,0.02260014865784602,5.233908544661452e-16,0.1802869638643766
22,0.006799776575244999,0.006685745156711822,0.1849448746081251,0.02420144344312413,0.01867338935531008,0.022575897749979326,6.819941436983104e-16,0.1814292628434705
23,0.010779498955167773,0.012308015912542243,0.18912024009482747,0.11402549408999706,0.017317742906125054,0.022824792183070135,5.868321701590113e-16,0.18220312309912767
24,0.013359419957113754,0.015019684551229259,0.1878652588288137,0.1400468054283867,0.017701561220383823,0.02307386817526059,5.035654433121246e-16,0.18429893009457665
25,0.00848437723492662,0.00882637658158869,0.18877072446061735,0.056619072455474165,0.0168650927432567,0.02320325738471071,6.938893903907228e-16,0.18362206999415248
26,0.005161233889324946,0.0059214315737715064,0.18531124542400246,0.044454363593817395,0.017128759153306347,0.02304204228321577,6.542385680826815e-16,0.18283884668224237
27,0.013026275089408684,0.013231538102479925,0.19382135822665889,0.12619155847451957,0.016355631975164594,0.022542216083286437,5.947623346206196e-16,0.18084909384011005
28,0.011729603754922832,0.013276430617533735,0.19535011608754058,0.12949152155039043,0.016407411324500354,0.0226847308080443,6.225179102362485e-16,0.18311593108113536
29,0.012774116050248918,0.009118013468557524,0.1935036721489054,0.07216652010245832,0.016431225418801463,0.02268994339290509,6.264829924670526e-16,0.18210539178549762
30,0.004431920285431672,0.0030116042194363274,0.1899606558926732,0.020208382454738567,0.016476251727877412,0.02279991775804209,5.789020056974031e-16,0.18176703194834837
31,0.009504602698442924,0.010588210562928966,0.18523911105910912,0.09074940697621132,0.016815088514262465,0.02289834404640265,6.344131569286609e-16,0.1818110250785681
32,0.00838430188437047,0.010222406301640523,0.1880752316813723,0.09492596526966729,0.017265696995981895,0.02268031762357087,6.542385680826815e-16,0.180609881848622
33,0.01215780469483345,0.014843493062076985,0.18996769724528273,0.1341171609656387,0.017443208707262563,0.023002446917602615,7.137148015447435e-16,0.18288566540015194
