Iteration,NN_Experiment_RMSE,NN_Experiment_RMSE_MB_Cc,NN_Experiment_VIOL,NN_Experiment_VIOL_NL,KKThPINN_Experiment_RMSE,KKThPINN_Experiment_RMSE_MB_Cc,KKThPINN_Experiment_VIOL,KKThPINN_Experiment_VIOL_NL
34,0.01000933973304861,0.006551021271437314,0.18617762148934042,0.056880741092473146,0.016789589241570046,0.02300992502466844,7.256100482371559e-16,0.1837336890483558
35,0.01290075745809236,0.012935073842436664,0.18680427807203154,0.123354458828702,0.016458866977001333,0.022499693675808854,5.630416767741865e-16,0.17996264029625136
36,0.006008528367092185,0.006120311785730889,0.191596110089588,0.04609996364585725,0.017669694608220803,0.022723976019393327,5.828670879282072e-16,0.18084239431034416
37,0.014991205392090859,0.014792265697791445,0.19446786516937548,0.13009966505219075,0.016371941525292873,0.022445606294359703,7.097497193139393e-16,0.17906818703035077
38,0.009287683283943101,0.01026002669489091,0.19371624459826203,0.08516708212945737,0.016552253799602575,0.022846663208046177,6.264829924670526e-16,0.18168867243067552
39,0.0064388259631119535,0.006121489774524861,0.18905334428603315,0.04974421353562378,0.01669994798955159,0.02287464148810061,5.590765945433824e-16,0.1818604870102802
40,0.006906608558027215,0.0068062342692825255,0.18692439400446192,0.03489931127204405,0.01734520544480141,0.023038855778778077,6.225179102362485e-16,0.18396029034099037
41,0.01215140270343742,0.012370002236549202,0.1920376219599581,0.11877345419063859,0.016683158901445574,0.022536693631085868,5.947623346206196e-16,0.18219778099569034
42,0.016198945645304462,0.01644607199485689,0.19770832530075816,0.14617898369474955,0.016813683895167856,0.023010831102950043,5.670067590049907e-16,0.18486660613060873
43,0.004224107187929073,0.0041291163141963,0.1972681586540384,0.027924259110495758,0.016692660731097937,0.022670953599068754,5.907972523898154e-16,0.18425393659250153
44,0.011837113933276237,0.011922513384075484,0.19519244122875012,0.10994659514574923,0.01673453091953767,0.022992043668800307,5.075305255429287e-16,0.18413626707404088
45,0.014554830580175142,0.01502779227591416,0.20009061447416088,0.14854216310124002,0.0170248893053091,0.023217528510784336,5.789020056974031e-16,0.18574932861514382
46,0.013739888242386466,0.013694456957095466,0.20308568545771655,0.13188831808223916,0.016643881843038003,0.023016604618878857,5.590765945433824e-16,0.18385427357103126
47,0.0034529484274463226,0.0035240518845177826,0.18067613820239195,0.015461659034400586,0.016672045925088672,0.02262342803172255,5.590765945433824e-16,0.1825290037416874
48,0.016179969304151085,0.016292497740827954,0.19599660068782435,0.16218551054183705,0.016573252455704308,0.022993119945463242,6.97854472621527e-16,0.1844278210259028
49,0.009532706688725518,0.011047984504639065,0.18871803661922398,0.08578807905684815,0.017716025188226372,0.023138127134343562,6.423433213902691e-16,0.18132806844009036
50,0.004108059000578428,0.004371618832432573,0.1865200372971977,0.027905038812216777,0.018276388721020477,0.022936886073430376,5.789020056974031e-16,0.18109778576978774
