Iteration,NN_Experiment_RMSE,NN_Experiment_RMSE_MB_Cc,NN_Experiment_VIOL,NN_Experiment_VIOL_NL,KKThPINN_Experiment_RMSE,KKThPINN_Experiment_RMSE_MB_Cc,KKThPINN_Experiment_VIOL,KKThPINN_Experiment_VIOL_NL
28,0.016145989248211347,,0.16474301383085965,0.16411340988341144,0.006274521610317448,,7.335402126987642e-16,0.00015132793255920516
29,0.0027502600555728224,,0.014555356053138744,0.014514060008771855,0.005363772476139115,,6.463084036210732e-16,0.00014676436150247538
30,0.01567481666087365,,0.14057014583923372,0.14049599257756024,0.002005801073970006,,6.106226635438361e-16,6.819578950489208e-05
31,0.006339730300107316,,0.01914442450664463,0.01912299144864371,0.0062593891936031055,,6.899243081599187e-16,0.00014207805443263583
32,0.010896569995253541,,0.11507399398207713,0.11467773089727139,0.007029890398360876,,8.049116928532385e-16,0.00010651584665651224
33,0.0068266119286249025,,0.041857670373646266,0.04177569426713916,0.0026415675317978697,,7.414703771603724e-16,6.197106858334233e-05
34,0.007427484731332018,,0.040474541960636976,0.04048627179836138,0.004579286161938472,,6.225179102362485e-16,0.00010793227396199898
35,0.01591850460722432,,0.15688386415997113,0.1566076644848479,0.010104663387971653,,8.485275973920839e-16,0.00013442192838242415
36,0.009817057806134214,,0.08492323460115585,0.08485845770892567,0.008293816162598432,,7.137148015447435e-16,0.00014876622693117285
37,0.010299903960150335,,0.0804876857399332,0.08025132423979828,0.004515217459182897,,1.2331405737800846e-15,7.159075118576969e-05
38,0.008516827503606654,,0.05162752148639461,0.0514988566276372,0.0032144896490082053,,8.009466106224344e-16,0.000131437274290632
39,0.016267924835476674,,0.16395534593760885,0.16331896103675156,0.00350178797304395,,6.264829924670526e-16,9.063815401257752e-05
40,0.004961289486055913,,0.0343114502391472,0.03428695118779908,0.003568547173748034,,6.225179102362485e-16,7.610297892698563e-05
41,0.014347954535735336,,0.15092062336289233,0.15053911245989332,0.004542806370073353,,6.463084036210732e-16,0.00013895897749594484
42,0.0021533554759370697,,0.00930315861987946,0.009293195146198495,0.005287158886293944,,6.225179102362485e-16,7.537595492191391e-05
43,0.00681121188513011,,0.07274115025459064,0.07267482625319496,0.005671156882495897,,5.868321701590113e-16,0.0001427975628545864
44,0.012631039771990043,,0.13191338502534913,0.13152917771793687,0.007086356470783831,,5.670067590049907e-16,0.00011665938322350165
45,0.014995329520298167,,0.13754683751251273,0.1372477424215276,0.002627036691865389,,8.326672684688674e-16,9.698549906567056e-05
46,0.009619621104828866,,0.061151361883477064,0.06076255107154692,0.009207038706769588,,6.264829924670526e-16,0.00010499719884281476
47,0.012185069206653002,,0.11190110792312429,0.11156813413458475,0.0050942492434252334,,8.604228440844963e-16,0.00011541498692671416
48,0.014899730477225044,,0.1306898136542982,0.1304338965907723,0.008579622802025996,,6.621687325442898e-16,8.693567039147575e-05
49,0.01032434419176497,,0.08610747989633336,0.08582522173096757,0.002725000507875016,,5.670067590049907e-16,8.9320643467203e-05
50,0.010913150046346059,,0.09935494294654132,0.09909297254476437,0.0048080250674894945,,6.542385680826815e-16,8.725950856729566e-05
