Iteration,NN_Experiment_RMSE,NN_Experiment_RMSE_MB_Cc,NN_Experiment_VIOL,NN_Experiment_VIOL_NL,KKThPINN_Experiment_RMSE,KKThPINN_Experiment_RMSE_MB_Cc,KKThPINN_Experiment_VIOL,KKThPINN_Experiment_VIOL_NL
1,0.0047117610953295985,0.003922132989146372,0.049336270857111945,0.025336092083695177,0.00996403047813378,0.00715734723669675,7.454354593911765e-16,0.04203471044357017
2,0.009760314344457127,0.0111109817042574,0.09592748471659315,0.09679743831376542,0.005332393824592753,0.0065597201832173525,6.582036503134857e-16,0.04401773698899589
3,0.012182863274933725,0.012636366899690925,0.11861942027854067,0.11914165744317633,0.006193005424656283,0.006861094145094636,6.542385680826815e-16,0.04599466266556327
4,0.015177190744335451,0.016444319731172854,0.12602655815352196,0.12798491452474958,0.0060192159726856756,0.0063871414123613,6.661338147750939e-16,0.04589489103807851
5,0.005464883052062967,0.0043303826091413925,0.04182669931608746,0.025622599684184313,0.0072201590029686786,0.0065008859637745355,5.4718134785097e-16,0.04494836431644347
6,0.011423435199294998,0.011840126842567487,0.10762476190099592,0.10723233598823836,0.006593762388409262,0.006628887171159508,6.740639792367022e-16,0.04470389452190577
7,0.014379243985021998,0.014723868919754387,0.13867027456865266,0.13852945345578477,0.007428631384836472,0.007869533103342777,8.921435019309293e-16,0.04510771938096229
8,0.005695328494967865,0.005512890084027461,0.0437238030460849,0.029124202949300345,0.006435527288551185,0.006241116908026353,7.216449660063518e-16,0.04409894874618249
9,0.006567893670285991,0.004723328004244519,0.05263258196513287,0.03095234652129491,0.005433202706813585,0.006365411753000134,7.414703771603724e-16,0.04545645538416234
10,0.0060171308448419706,0.005641338091098632,0.05006901892170605,0.03418984488702205,0.011505744791766859,0.006703979256650113,5.9872741685142365e-16,0.0445226133853823
11,0.015883792312843835,0.015798508763410903,0.1544941892442041,0.15576184995996512,0.007814830028026238,0.007063664997355863,6.344131569286609e-16,0.044590019324719427
12,0.005677406925018176,0.0059129899818812495,0.06083139135183928,0.03968627089218636,0.00933223713325841,0.008166133587419936,6.502734858518775e-16,0.03996359151746205
13,0.005766226767030014,0.0058515947142360495,0.05095424231976962,0.02856897833788052,0.006074742336221801,0.006912532687049006,6.938893903907228e-16,0.044741899004720836
14,0.008882909896611762,0.00899628348449268,0.0833222009213076,0.08288753126361798,0.005988860073417884,0.006372564876973678,6.819941436983104e-16,0.04405920943542301
15,0.015890513851603803,0.016222215445735096,0.15390908244926715,0.15502561034300671,0.011002737996717138,0.006256026549881067,5.392511833893618e-16,0.04500921678625993
16,0.011027506173349225,0.010237814460340368,0.09216387634678977,0.09283888834844126,0.006738570283155377,0.00625360365487961,7.137148015447435e-16,0.04547060768524824
17,0.01482437236741893,0.015651400106323255,0.1547767069942139,0.15478298125561998,0.010331009482233679,0.007662598514099577,6.38378239159465e-16,0.04785464856883451
18,0.015638988812927627,0.016226028189396526,0.16329768286965002,0.16310715615580218,0.00887835145332143,0.006551251970748128,5.868321701590113e-16,0.045537791128758845
19,0.004219080666788164,0.003755906907758409,0.04527311577736283,0.02274828027667912,0.005986100499692681,0.0058906528392326865,4.599495387732791e-16,0.045180165687446136
20,0.005875301580567018,0.005537556515110431,0.05202713051029877,0.04006406021569707,0.004958608024320593,0.006090618218630571,5.432162656201658e-16,0.04617827045106061
21,0.012492859838107502,0.009204400169683552,0.06816693169899626,0.06844567787060796,0.009723360900554225,0.006688399581292312,6.344131569286609e-16,0.044277841878467145
22,0.005795047884248488,0.005688906596809254,0.053580238626376474,0.034056210760797304,0.005099632103744919,0.005974235093386552,6.264829924670526e-16,0.04349065802504518
23,0.00986156464271161,0.009126889716644975,0.08100023285845682,0.07839759899400703,0.007344617705922692,0.006051757960916972,6.06657581313032e-16,0.045977537886316144
24,0.009548275298686635,0.010733939967370256,0.09804813951405938,0.0971820471879494,0.008646154334769287,0.007008325354834372,6.463084036210732e-16,0.04628304767699534
25,0.010556623255652545,0.011971675191981076,0.11758655273280928,0.11643916875532209,0.006180822007672322,0.006445346547550536,6.423433213902691e-16,0.04663165377975888
26,0.004466681720447207,0.004860521439963129,0.0456478509415698,0.023524527120040547,0.007226833422370085,0.007292852800129974,5.709718412357947e-16,0.043808994381255614
27,0.007645479609363664,0.008655288473847838,0.08612932371398441,0.08441897456187149,0.009399590355941215,0.007591343933850317,5.352861011585576e-16,0.044596037492976685
28,0.013661499206870587,0.01376050744413849,0.12183568817891147,0.12215969082280947,0.006191691859051165,0.006785473156762663,8.168069395456509e-16,0.043965564688882505
29,0.010312647213993205,0.010575927282275877,0.10045078458543023,0.10160240290813452,0.00566360264270892,0.006169051842084354,7.533656238527848e-16,0.0447646645353867
30,0.016049088240909427,0.0164408815791134,0.15923847781775574,0.1594178159641858,0.005790279886761189,0.00621064813567135,5.947623346206196e-16,0.045106656773806764
31,0.006500443860370338,0.005336423961503856,0.05092067685071966,0.024009599264844354,0.0053502471899985445,0.006179499892533677,6.225179102362485e-16,0.044408876582411876
32,0.006870542924831438,0.0071507644922007875,0.0739472423248376,0.06495000163240924,0.005515041239364773,0.006132718435850978,8.326672684688674e-16,0.04478439434523385
33,0.0063300602575909,0.0061129114122625405,0.04212433722487959,0.024229455951080253,0.005254280435104664,0.006093964172479016,5.789020056974031e-16,0.046104729923671144
34,0.009399709104148762,0.008757339191316283,0.0784764948787427,0.07679299616595886,0.010848807625680504,0.008443368602449845,7.494005416219807e-16,0.042249714217441316
35,0.012229192359009032,0.012028247771383373,0.05880444221869885,0.06288496922128078,0.005864986768356122,0.006748481548460299,4.718447854656915e-16,0.046100714894391895
36,0.01292054934420757,0.011334369021831249,0.09057822732258691,0.08999122659435879,0.0055830039329547035,0.006502484638682491,8.247371040072592e-16,0.04401986087969546
37,0.015827459217622894,0.016123527829025885,0.14757182193353596,0.1472498126487058,0.007907097978184419,0.00739786342694407,5.868321701590113e-16,0.04438291279232693
38,0.01600465418275685,0.015777382310400108,0.1523393548011412,0.15403601753368795,0.010353469443499515,0.009297219382231192,6.185528280054443e-16,0.043085990709037965
39,0.013292066403349297,0.013573267612901807,0.12606188246950165,0.1268195152165294,0.010705710927401321,0.007522003015978837,6.859592259291146e-16,0.044155169278284445
40,0.015512525953387783,0.01623307528238481,0.14766920686305435,0.14910901509739816,0.004816823448962599,0.00589193894797994,5.114956077737329e-16,0.044901255204486984
41,0.008059857093429112,0.008288884812963686,0.06881409577250211,0.0646292319542433,0.0063684727403401364,0.006805203470881798,6.264829924670526e-16,0.045923294276062954
42,0.016415716100438352,0.01615838103455092,0.16087689374450037,0.16225515552987735,0.009131032591752618,0.008326805251561474,5.392511833893618e-16,0.0422081734569105
43,0.009564255837293766,0.007435882622460063,0.07210774148836654,0.06732538864207391,0.005621691168323208,0.006816513202548497,6.463084036210732e-16,0.04363471830294004
44,0.013236450660148736,0.015216342734123315,0.15005376700297401,0.15207140146613968,0.006584450423640213,0.007305287835331934,4.758098676964956e-16,0.04362575602969508
45,0.007798076089592682,0.009228444717947204,0.08315984939652223,0.08124751029214343,0.007141045487077581,0.0062958726710704415,6.780290614675064e-16,0.046309870122795985
46,0.016342827287970353,0.01614346900483694,0.1563223431158482,0.15589335531485907,0.006409788360193922,0.006210627150978267,7.771561172376096e-16,0.044927395286660315
47,0.010165068518744746,0.010275865923853659,0.08793534768776326,0.08785324353891213,0.010161857196666341,0.008042876223476785,6.463084036210732e-16,0.04328517243923756
48,0.012760630803117125,0.013847890148654512,0.13230811495599928,0.13170463781913472,0.006781256721866049,0.006662219092413765,6.542385680826815e-16,0.04532656039518438
