Iteration,NN_Experiment_RMSE,NN_Experiment_RMSE_MB_Cc,NN_Experiment_VIOL,NN_Experiment_VIOL_NL,KKThPINN_Experiment_RMSE,KKThPINN_Experiment_RMSE_MB_Cc,KKThPINN_Experiment_VIOL,KKThPINN_Experiment_VIOL_NL
20,0.004473232267887821,,0.026937288951101892,0.019873339708001404,0.005637905764927169,,7.137148015447435e-16,0.025066568503221243
21,0.00365413704797121,,0.03806204675361152,0.02527434171527121,0.0060438321648434235,,6.304480746978568e-16,0.024069450994531984
22,0.007530702702349765,,0.03665855293147856,0.025804007382396407,0.009266508916435701,,5.233908544661452e-16,0.030398795083085402
23,0.013546504211501647,,0.10495324298711153,0.09137727627666406,0.007973747655044265,,5.035654433121246e-16,0.029250062035775834
24,0.016148641695374433,,0.16484399203333677,0.15239213160243684,0.00671838016650031,,5.709718412357947e-16,0.022637766697773107
25,0.0042003737787402,,0.028156290354291673,0.01962813491431893,0.012715506651049417,,5.511464300817742e-16,0.020742292113120377
26,0.015795031157569854,,0.15785883296187864,0.1465367181363797,0.007447194368946794,,5.868321701590113e-16,0.025351914076180773
27,0.008819765032333865,,0.07104186511724732,0.0579423872652797,0.005004972038469759,,6.859592259291146e-16,0.023888149558246245
28,0.008718360982030417,,0.05932257081177544,0.04569979383240058,0.00811466394151987,,6.225179102362485e-16,0.02328614136119738
29,0.008787420094248932,,0.09998765435249783,0.08705246672886914,0.004810940480598357,,4.956352788505163e-16,0.026404338562800042
30,0.013687457908967707,,0.15081195859390556,0.13785695442790327,0.011222621712410372,,5.511464300817742e-16,0.024002612182101472
31,0.006733122221852806,,0.053988752705405166,0.04141217104707855,0.0046064260283912055,,4.83740032158104e-16,0.025053526764194894
32,0.005815912784956346,,0.06025812533814802,0.04777983366244034,0.005376386540123857,,8.287021862380633e-16,0.025972449720348824
33,0.005112351494515921,,0.047736940509949095,0.03447023778732393,0.009019709477862698,,3.8064789415719656e-16,0.028052926879116397
34,0.006456819333157377,,0.04975802384608152,0.035701113292519196,0.003943900068356453,,4.996003610813204e-16,0.02621652130940533
35,0.015492606488499837,,0.15140946289744925,0.1387543102415998,0.005276909980588883,,5.789020056974031e-16,0.024311956914253953
36,0.010842225451666231,,0.12983858372173246,0.11770539111211498,0.006566177099838846,,5.789020056974031e-16,0.023998262956572758
37,0.011622294416157987,,0.1059579586340246,0.09493013883930801,0.005019614559940186,,4.718447854656915e-16,0.028877407030346976
38,0.0130832733327886,,0.14613465835347303,0.13464514571550615,0.007088699935050591,,5.313210189277535e-16,0.024605806037592055
39,0.014446371064859851,,0.1656119456278144,0.1534626024551989,0.004652265902523688,,5.4718134785097e-16,0.026329914284263706
40,0.005449367361294174,,0.04751236615698335,0.03609969026490996,0.005876674873545254,,5.907972523898154e-16,0.029670180824402703
41,0.01104225598317476,,0.11065959666901864,0.09836664253908613,0.007786703281631893,,6.304480746978568e-16,0.02702330214819048
42,0.01066148661237428,,0.1315132930838752,0.11959349533000538,0.007889297878731083,,6.463084036210732e-16,0.029569468174591735
43,0.015228335967956594,,0.16285501128141974,0.14956204156962144,0.010683756038328829,,4.202987164652378e-16,0.021209114661780465
44,0.006066896654563796,,0.06398719248847083,0.051940904913580624,0.005428081014648297,,5.392511833893618e-16,0.0285899397858696
45,0.016151898232484255,,0.1377766532768337,0.1260329657889955,0.004297304310231023,,6.264829924670526e-16,0.027208909443494286
46,0.015450892635116497,,0.14598642019502595,0.13358777861400478,0.013364391691627476,,3.8461297638800067e-16,0.018288042556622423
47,0.013350226718846312,,0.1495058221371503,0.13824512195975203,0.0038276975408210153,,6.185528280054443e-16,0.02607687212914065
48,0.011792703342293471,,0.1282985141315222,0.11662183513771349,0.006788234553372332,,5.392511833893618e-16,0.02784442566503578
49,0.004795059405102087,,0.031820660704900985,0.02381422364139396,0.004233619508289639,,5.035654433121246e-16,0.0262424777385698
50,0.014892577256350237,,0.14837427483881505,0.13540831117297625,0.006690646482657071,,4.87705114388908e-16,0.024143313013658727
