region_id,C_low,C_high,Caoss,Cass,Cbss,fss,aCao,aCa,aCb
0,0.5,0.5181818181818182,0.509090909090909,0.1976041842684988,1.377026550354998,-1.9606538614880265e-13,2.148741995664915,-9.15740112723406,-3.160236066207924
1,0.5181818181818182,0.5363636363636364,0.5272727272727273,0.207647324281245,1.3607491940164895,-5.857536677922326e-13,2.148741995664915,-8.992686543492482,-3.237483666995111
2,0.5363636363636364,0.5545454545454546,0.5454545454545454,0.2178769030987616,1.3448447152875231,-9.758860386455126e-13,2.148741995664915,-8.833637023489715,-3.3147678715838103
3,0.5545454545454546,0.5727272727272728,0.5636363636363637,0.2282893725463853,1.3293060178207703,7.820410985459603e-13,2.148741995664915,-8.680051315112905,-3.3920606694003936
4,0.5727272727272728,0.5909090909090909,0.5818181818181818,0.2388810936903164,1.314125823744633,3.9102054927298013e-13,2.148741995664915,-8.531732669319151,-3.46933529896479
5,0.5909090909090909,0.6090909090909091,0.6000000000000001,0.2496483542712737,1.2992967085425475,2.220446049250313e-16,2.148741995664915,-8.38848908461532,-3.546566267186079
6,0.6090909090909091,0.6272727272727272,0.6181818181818182,0.2605873852303223,1.2848111340966446,-3.9102054927298013e-13,2.148741995664915,-8.250133508493187,-3.623729359021315
7,0.6272727272727272,0.6454545454545455,0.6363636363636364,0.2716943762490681,1.2706614797701363,-7.8026474170656e-13,2.148741995664915,-8.11648399815223,-3.7008016382921065
8,0.6454545454545455,0.6636363636363636,0.6545454545454545,0.282965490259069,1.256840071428138,9.767742170652127e-13,2.148741995664915,-7.9873638429512415,-3.7777614405611697
9,0.6636363636363636,0.6818181818181819,0.6727272727272727,0.2943968768950406,1.2433392083360817,5.850875339774575e-13,2.148741995664915,-7.862601651240644,-3.854588358974283
10,0.6818181818181819,0.7,0.6909090909090909,0.3059846848711819,1.2301511879243638,1.9584334154387761e-13,2.148741995664915,-7.742031404493925,-3.93126322387527
11,0.7,0.7181818181818181,0.709090909090909,0.3177250732967066,1.2172683284114132,-1.9562129693895258e-13,2.148741995664915,-7.625492481470983,-4.007768077122916
12,0.7181818181818181,0.7363636363636363,0.7272727272727273,0.3296142219378664,1.204682989329733,-5.859757123971576e-13,2.148741995664915,-7.512829655401423,-4.084086141852771
13,0.7363636363636363,0.7545454545454545,0.7454545454545454,0.3416483404574779,1.192387590004956,-9.78106484694763e-13,2.148741995664915,-7.403893066984613,-4.160201788469785
14,0.7545454545454545,0.7727272727272727,0.7636363636363637,0.3538236766667194,1.1803746260614392,7.811529201262601e-13,2.148741995664915,-7.298538175979003,-4.236100497571777
15,0.7727272727272727,0.7909090909090909,0.7818181818181817,0.3661365238361775,1.1686366840363551,3.921307722976053e-13,2.148741995664915,-7.196625693994875,-4.311768820481487
16,0.7909090909090909,0.8090909090909091,0.8,0.3785832271042075,1.1571664542084148,-4.440892098500626e-16,2.148741995664915,-7.098021501090507,-4.387194337919327
17,0.8090909090909091,0.8272727272727273,0.8181818181818181,0.3911601890478116,1.1459567417316232,-3.9102054927298013e-13,2.148741995664915,-7.002596548417447,-4.4623656174366895
18,0.8272727272727273,0.8454545454545455,0.8363636363636364,0.4038638744601643,1.135000476192329,-7.829292769656604e-13,2.148741995664915,-6.910226749200485,-4.537272170025863
19,0.8454545454545455,0.8636363636363636,0.8545454545454545,0.4166908143934198,1.1242907196968397,9.754419494356625e-13,2.148741995664915,-6.8207928600502115,-4.611904406350181
20,0.8636363636363636,0.8818181818181818,0.8727272727272728,0.4296376095259533,1.1138206735979064,5.861977570020827e-13,2.148741995664915,-6.734180354441177,-4.686253592984126
21,0.8818181818181818,0.8999999999999999,0.8909090909090909,0.4427009328984092,1.1035836839788182,1.9517720772910252e-13,2.148741995664915,-6.650279290114329,-4.760311808920665
22,0.8999999999999999,0.9181818181818182,0.9090909090909091,0.4558775320863917,1.0935732459907834,-1.9539925233402755e-13,2.148741995664915,-6.568984171823893,-4.8340719026998205
23,0.9181818181818182,0.9363636363636363,0.9272727272727272,0.4691642308511815,1.083783007156363,-5.861977570020827e-13,2.148741995664915,-6.490193810860664,-4.90752745032542
24,0.9363636363636363,0.9545454545454546,0.9454545454545454,0.4825579303224749,1.07420676973495,-9.765521724602877e-13,2.148741995664915,-6.413811182526605,-4.980672714183781
25,0.9545454545454546,0.9727272727272727,0.9636363636363636,0.4960556097590065,1.064838492246013,7.820410985459603e-13,2.148741995664915,-6.339743282630476,-5.0535026031095445
26,0.9727272727272727,0.990909090909091,0.9818181818181818,0.5096543269361569,1.0556722902363136,3.907985046680551e-13,2.148741995664915,-6.267900983906463,-5.126012633743946
27,0.990909090909091,1.009090909090909,1.0,0.5233512181912394,1.0467024363824786,-8.881784197001252e-16,2.148741995664915,-6.198198893218337,-5.198198893218338
28,1.009090909090909,1.0272727272727273,1.018181818181818,0.5371434981803045,1.0379233599966091,-3.9013237085328e-13,2.148741995664915,-6.130555210155121,-5.270058003310836
29,1.0272727272727273,1.0454545454545454,1.0363636363636364,0.551028459371473,1.029329646014946,-7.822631431508853e-13,2.148741995664915,-6.064891587662894,-5.341587086061808
30,1.0454545454545454,1.0636363636363635,1.0545454545454545,0.565003471311783,1.0209160335335663,9.763301278553627e-13,2.148741995664915,-6.001132995180324,-5.412783730895262
31,1.0636363636363635,1.0818181818181818,1.0727272727272728,0.5790659797020078,1.0126774139500154,5.855316231873076e-13,2.148741995664915,-5.939207584665116,-5.483645963276241
32,1.0818181818181818,1.1,1.0909090909090908,0.5932135052958193,1.0046088287736388,1.949551631241775e-13,2.148741995664915,-5.879046559891578,-5.554172214842297
33,1.1,1.1181818181818182,1.1090909090909091,0.6074436426640756,0.9967054671461512,-1.9517720772910252e-13,2.148741995664915,-5.82058404920951,-5.62436129507267
34,1.1181818181818182,1.1363636363636362,1.1272727272727272,0.6217540588357083,0.9889626631254164,-5.866418462119327e-13,2.148741995664915,-5.7637569820178784,-5.69421236441195
35,1.1363636363636362,1.1545454545454545,1.1454545454545455,0.6361424918405663,0.9813758927711326,-9.765521724602877e-13,2.148741995664915,-5.70850496908016,-5.763724908839585
36,1.1545454545454545,1.1727272727272728,1.1636363636363636,0.6506067491712887,0.9739407710705772,7.807088309164101e-13,2.148741995664915,-5.65477018679017,-5.832898715839018
37,1.1727272727272728,1.190909090909091,1.1818181818181819,0.6651447061856647,0.9666530487353292,3.914646384828302e-13,2.148741995664915,-5.6024972654334535,-5.901733851745792
38,1.190909090909091,1.209090909090909,1.2,0.6797543044524021,0.9595086089048046,-2.220446049250313e-16,2.148741995664915,-5.551633181516695,-5.970230640370505
39,1.209090909090909,1.2272727272727273,1.2181818181818183,0.6944335500694014,0.9525034637748028,-3.927969061123804e-13,2.148741995664915,-5.502127154105201,-6.03838964292281
40,1.2272727272727273,1.2454545454545454,1.2363636363636363,0.7091805119542642,0.9456337511805284,-7.7982065249671e-13,2.148741995664915,-5.45393054518729,-6.1062116391276895
41,1.2454545454545454,1.2636363636363637,1.2545454545454544,0.7239933201212412,0.938895731152482,9.756639940405876e-13,2.148741995664915,-5.4069967640036785,-6.1736976095004605
42,1.2636363636363637,1.2818181818181817,1.2727272727272727,0.7388701639576808,0.9322857824613616,5.857536677922326e-13,2.148741995664915,-5.361281175265596,-6.240848718745621
43,1.2818181818181817,1.2999999999999998,1.2909090909090908,0.7538092904955732,0.9258003991731468,1.936228954946273e-13,2.148741995664915,-5.316741011222145,-6.307666300170955
44,1.2999999999999998,1.3181818181818181,1.309090909090909,0.7688090027012345,0.9194361872204696,-1.9673151996357774e-13,2.148741995664915,-5.273335287435666,-6.374151841138436
45,1.3181818181818181,1.3363636363636364,1.3272727272727272,0.7838676577767414,0.9131898610074828,-5.875300246316328e-13,2.148741995664915,-5.2310247222053405,-6.440306969444567
46,1.3363636363636364,1.3545454545454545,1.3454545454545455,0.7989836654829569,0.907058240055914,-9.765521724602877e-13,2.148741995664915,-5.1897716595178025,-6.5061334406019204
47,1.3545454545454545,1.3727272727272726,1.3636363636363635,0.8141554864867054,0.9010382457014108,7.8026474170656e-13,2.148741995664915,-5.149539995418683,-6.571633125965438
48,1.3727272727272726,1.3909090909090909,1.3818181818181818,0.8293816307406223,0.8951268978452447,3.894662370385049e-13,2.148741995664915,-5.11029510767753,-6.636808001677488
49,1.3909090909090909,1.4090909090909092,1.4,0.8446606558860739,0.8893213117721478,-4.440892098500626e-16,2.148741995664915,-5.0720037886624,-6.701660138331844
50,1.4090909090909092,1.4272727272727272,1.4181818181818182,0.8599911656982051,0.8836186950324101,-3.9124259387790516e-13,2.148741995664915,-5.034634181262029,-6.766191691384564
51,1.4272727272727272,1.4454545454545453,1.4363636363636363,0.8753718085625037,0.8780163443970078,-7.820410985459603e-13,2.148741995664915,-4.998155717770857,-6.830404892215419
52,1.4454545454545453,1.4636363636363636,1.4545454545454546,0.8908012759885074,0.8725116428870151,9.756639940405876e-13,2.148741995664915,-4.962539061608075,-6.894302039817736
53,1.4636363636363636,1.481818181818182,1.4727272727272727,0.9062783011660164,0.8671020568780334,5.864198016070077e-13,2.148741995664915,-4.927756051745168,-6.957885493095581
54,1.481818181818182,1.5,1.490909090909091,0.9218016575518618,0.8617851332857237,1.965094753586527e-13,2.148741995664915,-4.8937796497570325,-7.021157663679098
