Iteration,KKThPINN_Experiment_RMSE,KKThPINN_Experiment_RMSE_MB_Cc,KKThPINN_Experiment_VIOL,KKThPINN_Experiment_VIOL_NL
1,0.019328750639027052,0.015997024424825843,8.009466106224344e-16,0.0019103744287921698
2,0.015577264270748487,0.014926224031681872,6.38378239159465e-16,0.0018719060495088818
3,0.007913763246144137,0.00675933099790281,6.859592259291146e-16,0.005663522487413943
4,0.0069964741207563476,0.0030274038998711478,6.780290614675064e-16,0.009429627940450614
5,0.004123297670325784,0.0027773069522318526,6.938893903907228e-16,0.008039530890296607
6,0.00866704326257927,0.008508943288743194,5.789020056974031e-16,0.004267600133511998
7,0.003745063102814918,0.0025641652126902905,5.035654433121246e-16,0.008535195081056875
8,0.017488826816019647,0.015177215862867343,7.692259527760013e-16,0.001668342529629181
9,0.012313251578727955,0.012287226187925687,6.502734858518775e-16,0.0029180070261941543
10,0.010111326379902856,0.0099002403777075,5.789020056974031e-16,0.004143610974768357
11,0.003761998255574002,0.0021302757716142626,5.035654433121246e-16,0.0077345129238643555
12,0.009169423716730726,0.008732398465722513,6.502734858518775e-16,0.01357063961516277
13,0.004544727573230658,0.002847758456640384,5.313210189277535e-16,0.00709465493225175
14,0.011285812150701485,0.0029355039556184155,5.154606900045369e-16,0.008303874056161023
15,0.027181818866577546,0.025494024899682274,8.168069395456509e-16,0.0008855578358426046
16,0.009450840577838085,0.006325577625248571,6.819941436983104e-16,0.005348040696044512
17,0.008894457826242864,0.005884456699954762,5.392511833893618e-16,0.005430506534838781
18,0.008219002437495846,0.006995843267307066,5.075305255429287e-16,0.011295154226416653
19,0.0030095527740679976,0.002831045511285339,5.551115123125783e-16,0.009030120437567589
20,0.007047194614817878,0.005616811119720685,6.542385680826815e-16,0.005784464360021517
21,0.00923836098256921,0.00292844278944764,4.520193743116708e-16,0.007895696818265154
22,0.004351871869449781,0.0025741318026153565,5.432162656201658e-16,0.009240928165276536
23,0.004800689206072939,0.0038489822646298627,5.590765945433824e-16,0.007110198865806545
24,0.003154366692378304,0.0026393972075568215,5.313210189277535e-16,0.007406336014617579
25,0.0036047970321256896,0.0021068585192312436,7.375052949295682e-16,0.008524319663717968
26,0.004333397119573018,0.004180635262821426,4.956352788505163e-16,0.006397867208831864
27,0.00253592550615439,0.0020648317366552577,5.630416767741865e-16,0.008132751747023895
28,0.009971833013534215,0.008537524003727136,4.718447854656915e-16,0.0052669090044738485
29,0.006306263947809827,0.004074495836376984,5.035654433121246e-16,0.0077361510786642254
30,0.003272740339459297,0.0027711323819065623,4.718447854656915e-16,0.009814249345229445
31,0.006465643322186908,0.005305073599777397,7.533656238527848e-16,0.005854056186881195
32,0.012038054927649075,0.0094520322737637,6.185528280054443e-16,0.0036787558085540797
33,0.005049790452749149,0.0031377541336250823,5.709718412357947e-16,0.007212933387987121
34,0.0047073454872670365,0.004639112950475103,5.947623346206196e-16,0.010665546985362232
35,0.007025075915015117,0.006785181155753894,5.154606900045369e-16,0.012067063977995502
36,0.011007894909913564,0.004601405972715084,6.344131569286609e-16,0.010844795201074488
37,0.008273674095707851,0.004939330210315587,6.026924990822279e-16,0.006969694023716586
38,0.01008134388248359,0.008716546432175742,6.70098897005898e-16,0.004808722908524778
39,0.007400029804993493,0.005166876779173727,5.907972523898154e-16,0.006362131882544246
40,0.007280925996629741,0.004666265294175637,7.176798837755476e-16,0.00634138446095525
41,0.009335568240806702,0.008170716980645983,6.621687325442898e-16,0.004286851374573332
42,0.011126573945447525,0.010950751721707596,6.026924990822279e-16,0.0033115798009000575
43,0.0051480361868666506,0.0033439167449835325,6.97854472621527e-16,0.006885542577043992
44,0.0083167383024421,0.0030226024472092155,5.670067590049907e-16,0.00760179148929012
45,0.021176505553977435,0.018559750997352683,7.375052949295682e-16,0.000773481121289361
46,0.00679814074350661,0.00545361997847573,5.828670879282072e-16,0.011100109893038492
47,0.012204973401059367,0.006766628607137758,5.392511833893618e-16,0.0051326081356033735
48,0.004496330192342119,0.0034278901215201133,5.947623346206196e-16,0.007642610946222404
49,0.006729901426824938,0.0034316987265871337,3.489272363107635e-16,0.00904244899080435
50,0.009788010055736011,0.008418932853272207,4.996003610813204e-16,0.013384305601457522
