nC_regions,num_regions,linearization_mean_abs_error,linearization_rmse_error,linearization_max_abs_error,mean_abs_nonlinear_residual_on_data,mean_abs_linearized_residual_on_data,linearization_mean_abs_error_region_average,linearization_rmse_error_region_average,projection_check_output_MAE_scaled,projection_check_PL_violation,projection_check_original_nonlinear_violation,n_output_values,n_constraint_values,n_data_points
1,1,0.21067423149185455,0.29000355353245166,0.7847764323558297,6.113628122269196e-16,0.21067423149185438,0.2106742314918545,0.2900035535324516,0.010702823934035561,4.914587255674026e-16,0.20537668616302304,450.0,150.0,150.0
2,2,0.05366592362904332,0.0762712579553371,0.2345692892671709,6.113628122269196e-16,0.05366592362904322,0.0538884929620369,0.07309487231679959,0.0026910318002572823,5.802765675374151e-16,0.053716832952696844,450.0,150.0,150.0
3,3,0.02415679908218541,0.03456729943604984,0.1107273437832244,6.113628122269196e-16,0.0241567990821853,0.02415679908218543,0.032638720317892,0.0012026429743212993,5.210646728907401e-16,0.02423230523101935,450.0,150.0,150.0
5,5,0.008808621770441125,0.012537978825020401,0.0418163619569587,6.113628122269196e-16,0.008808621770441009,0.008800744845151401,0.01170821092777958,0.0004353948791000047,4.559315887793976e-16,0.008819903402241754,450.0,150.0,150.0
11,11,0.001820635426515724,0.0025768228521036783,0.0089804596292013,6.113628122269196e-16,0.0018206354265156406,0.001817149065821054,0.002399166793607273,8.974678101792631e-05,5.092222939614052e-16,0.0018220732644228625,450.0,150.0,150.0
30,30,0.0002378499285670664,0.00033118000997018737,0.001231956059894,6.113628122269196e-16,0.00023784992856700429,0.00023347438672140678,0.00029863314324282003,1.1715783720874414e-05,6.572520305780927e-16,0.0002380184837812068,450.0,150.0,150.0
55,55,4.776074842941292e-05,8.567670046878872e-05,0.000368468658638,6.113628122269196e-16,4.776074842940304e-05,4.18782805000183e-05,5.977456668170355e-05,2.3498454511080197e-06,6.039613253960852e-16,4.785061821576934e-05,450.0,150.0,150.0
90,90,1.2161230156171447e-05,2.8090896189538545e-05,0.0001379451304923,6.113628122269196e-16,1.2161230156321184e-05,9.36930971764069e-06,1.3356881098862259e-05,6.01603655657263e-07,6.217248937900876e-16,1.2276992230140967e-05,450.0,150.0,150.0
