Iteration,KKThPINN_Experiment_RMSE,KKThPINN_Experiment_RMSE_MB_Cc,KKThPINN_Experiment_VIOL,KKThPINN_Experiment_VIOL_NL
1,0.017002673497357686,0.023057858147949837,5.392511833893618e-16,0.18458237492551155
2,0.019148774895282186,0.0231542010105405,6.264829924670526e-16,0.1838846682979476
3,0.016833998100719047,0.022854605948453736,5.947623346206196e-16,0.1839989191464496
4,0.01774529249184526,0.02313193926216745,4.87705114388908e-16,0.18403915620377265
5,0.017183426721077952,0.023062852497613744,6.026924990822279e-16,0.1841180918122165
6,0.01730857945919187,0.02321917085585621,6.304480746978568e-16,0.1846917197146004
7,0.017093270357974692,0.022912045759292225,6.06657581313032e-16,0.18269665247798653
8,0.017946386261101427,0.022496430342133493,6.06657581313032e-16,0.17876755819621937
9,0.016811205291864445,0.022893436779013995,6.938893903907228e-16,0.1837897918276009
10,0.016643518960272365,0.02281992193795006,5.868321701590113e-16,0.17941050182107743
11,0.016857499339091954,0.022967406568671123,5.630416767741865e-16,0.183092087806896
12,0.016723341988988026,0.022580878814563513,5.670067590049907e-16,0.17992582451934114
13,0.016704890342587052,0.02287646606438078,5.233908544661452e-16,0.181696738647273
14,0.01781357873544777,0.022533021205773024,5.9872741685142365e-16,0.18131338055255877
15,0.016311939387940552,0.022392210094520984,5.273559366969494e-16,0.17922049267084608
16,0.016294528818096576,0.022529134004958654,6.264829924670526e-16,0.18156114078125155
17,0.01929137103009068,0.024080613236348122,6.582036503134857e-16,0.18692777773058356
18,0.01648493083288291,0.022752699084077947,6.145877457746402e-16,0.18378327946072615
19,0.01649909717580133,0.022792082995956222,6.859592259291146e-16,0.1835670686878247
20,0.016517522913167014,0.022820538054486667,5.590765945433824e-16,0.18510868447787182
21,0.016820780402587266,0.022996233764294396,5.233908544661452e-16,0.1812521774554745
22,0.01900649379495713,0.02300578486401886,6.899243081599187e-16,0.18436523066582963
23,0.01742840192906373,0.022983462330644727,6.06657581313032e-16,0.18343020718811096
24,0.017311040416633994,0.022594810652498753,5.114956077737329e-16,0.18080032130145196
25,0.01671607144822343,0.023002483445746024,7.176798837755476e-16,0.18192487956064843
26,0.01667601853550091,0.02243735972797625,6.661338147750939e-16,0.17976457372843258
27,0.016709039133500896,0.023025907619076667,5.9872741685142365e-16,0.18584653262595674
28,0.016441908930254524,0.022738861496977555,6.225179102362485e-16,0.18407998271580767
29,0.016532616741159134,0.02281902390225611,6.225179102362485e-16,0.1819454737157455
30,0.016632473118806817,0.023018110546024737,5.630416767741865e-16,0.1849586404705065
31,0.01682700076719163,0.02290279239354943,6.185528280054443e-16,0.180786331887061
32,0.017529757194236974,0.02300544592428522,6.423433213902691e-16,0.18209849195238592
33,0.017393150439414064,0.022943195572802926,7.137148015447435e-16,0.18331337292146516
34,0.01675527125266805,0.022969391608139492,7.375052949295682e-16,0.1846748525341298
35,0.016834617577410203,0.023000951619985614,5.590765945433824e-16,0.18475395549392665
36,0.018028466660898766,0.02324123935954514,6.06657581313032e-16,0.1865244356271103
37,0.01643660348855217,0.022527220461968984,7.057846370831353e-16,0.18107110149095126
38,0.016430398529366484,0.022672795869967517,6.145877457746402e-16,0.18262183102522533
39,0.016723673839892456,0.022909696499178026,5.670067590049907e-16,0.18131271501503143
40,0.017490840227859062,0.023211233568889596,6.423433213902691e-16,0.18383702873686675
41,0.01663121625490557,0.02247757103800341,5.868321701590113e-16,0.18037744386041488
42,0.01675808616023208,0.022932043449862632,5.630416767741865e-16,0.18276581749926493
43,0.016841637720967032,0.022848681797296957,5.947623346206196e-16,0.18242873403752718
44,0.01645957957219385,0.022596061748846482,5.075305255429287e-16,0.17999635799853014
45,0.016855142291880287,0.022979762435355412,5.590765945433824e-16,0.18321924099074427
46,0.01632975572834792,0.022587297720977593,5.630416767741865e-16,0.18276520077970132
47,0.016767189459246552,0.022723288837893065,5.551115123125783e-16,0.1800805389597996
48,0.016198030637753647,0.022474676544565277,7.018195548523311e-16,0.18015929695849214
49,0.01745483248145367,0.02278624587082604,6.463084036210732e-16,0.1799425402981614
50,0.017990053183400915,0.022562540586607237,6.06657581313032e-16,0.1802288868145363
