Iteration,KKThPINN_Experiment_RMSE,KKThPINN_Experiment_RMSE_MB_Cc,KKThPINN_Experiment_VIOL,KKThPINN_Experiment_VIOL_NL
1,0.009973723458312905,0.007175764771265568,7.375052949295682e-16,0.041932388971747
2,0.0054623374494488595,0.006750076920939789,6.502734858518775e-16,0.0452521733621514
3,0.006189685354086436,0.0068491209298534115,6.423433213902691e-16,0.04551717298115594
4,0.005840836246504505,0.0062197853577635135,6.899243081599187e-16,0.045500131994080144
5,0.00710419585129473,0.006407098249085488,5.194257722353411e-16,0.044639345976748124
6,0.0066824242513499445,0.0066631776961714306,6.740639792367022e-16,0.044823568633678326
7,0.0073489302508665975,0.007731507566698394,9.000736663925377e-16,0.04426140130974032
8,0.0065948379286672855,0.006375128815044163,7.057846370831353e-16,0.04513359337570768
9,0.00545117231124242,0.006379258690772113,7.335402126987642e-16,0.04547285590945625
10,0.011541610872023487,0.006771705023561642,5.947623346206196e-16,0.04499554806247612
11,0.007809727716448269,0.007035797086983707,6.264829924670526e-16,0.043830756641551526
12,0.009603884476376483,0.008398347029105007,6.502734858518775e-16,0.040983439986645845
13,0.006118118908103994,0.006963237114952796,6.740639792367022e-16,0.045451575574652014
14,0.006205161668089417,0.006589683404658758,6.938893903907228e-16,0.0451710056703489
15,0.01116581892011618,0.006459647917784942,5.432162656201658e-16,0.046254176229770724
16,0.006545221142802699,0.006089962835346305,7.256100482371559e-16,0.044287066105355335
17,0.01019891056449203,0.007584831156430026,6.38378239159465e-16,0.04729836435871952
18,0.008808439928968192,0.006436512440906149,5.9872741685142365e-16,0.0442807707987149
19,0.00600364274030737,0.00591385076358795,4.83740032158104e-16,0.04545622468240579
20,0.004848833331206173,0.005951476373325491,5.313210189277535e-16,0.045120541479599846
21,0.009677431697078819,0.0066423827873761335,6.185528280054443e-16,0.04345976642056967
22,0.0051203522847438985,0.006021648771266942,6.264829924670526e-16,0.044226468707102604
23,0.0073397300706468304,0.006045132164200851,6.185528280054443e-16,0.045835336095721005
24,0.008410909921227984,0.006797798413212667,6.621687325442898e-16,0.04500680539268126
25,0.0060951234446287444,0.006327279346607981,6.423433213902691e-16,0.046222655651627594
26,0.0074866095805972655,0.007545909665585088,5.709718412357947e-16,0.044783505571624804
27,0.00957561249503557,0.007673181700117039,5.432162656201658e-16,0.04526754597072405
28,0.006220957679012126,0.006790512379501967,8.326672684688674e-16,0.043804811300995186
29,0.005511951046064992,0.006040053001162369,7.652608705451971e-16,0.04446670426177798
30,0.005804551655692503,0.006234169904312294,5.907972523898154e-16,0.04519786887861693
31,0.005331438198646622,0.006143603907619351,6.185528280054443e-16,0.04409470334448466
32,0.0055242326922251535,0.0061601171532663125,8.247371040072592e-16,0.04523460184677941
33,0.005207601292302781,0.0060344154931655895,5.9872741685142365e-16,0.04590645949485424
34,0.010587977370493166,0.008192137356203971,7.216449660063518e-16,0.040681041309214336
35,0.005721589975736798,0.006558728884795644,4.718447854656915e-16,0.04472118688532363
36,0.005538732473329556,0.0064414024507206975,8.405974329304756e-16,0.042963688141112275
37,0.007743880666196243,0.007162799127392411,5.789020056974031e-16,0.042712030642787266
38,0.010430454255682212,0.009320684419733015,6.106226635438361e-16,0.043984610870640706
39,0.010938927427031977,0.007660003484654927,6.740639792367022e-16,0.04389061500559992
40,0.004829046595727599,0.005909601732087953,5.114956077737329e-16,0.04509925578994267
41,0.006326972749216821,0.0067355638546044315,6.304480746978568e-16,0.04542564071798437
42,0.009137749581438285,0.00836336730631646,5.313210189277535e-16,0.04236675477975947
43,0.005682712390721032,0.0069100006410627935,6.463084036210732e-16,0.04447384159806257
44,0.006704582898816764,0.0074636802274008615,4.718447854656915e-16,0.04498697614519284
45,0.007018014184440776,0.006187319869068009,6.859592259291146e-16,0.046348669521849364
46,0.006434748203972672,0.006252176794165596,7.533656238527848e-16,0.04558413433952477
47,0.010290899381009837,0.008130256131711745,6.740639792367022e-16,0.04412162194262538
48,0.006585372542278709,0.006418959128364064,6.542385680826815e-16,0.04369706242964912
49,0.0048098881020133405,0.006032928939654517,3.8461297638800067e-16,0.04523581868432045
50,0.0057618345638139135,0.006684850928012078,5.511464300817742e-16,0.044121055621996724
