Iteration,NN_Experiment_RMSE,NN_Experiment_RMSE_MB_Cc,NN_Experiment_VIOL,NN_Experiment_VIOL_NL,KKThPINN_Experiment_RMSE,KKThPINN_Experiment_RMSE_MB_Cc,KKThPINN_Experiment_VIOL,KKThPINN_Experiment_VIOL_NL
1,0.015987808853228955,,0.16113705885999607,0.15942561018655926,0.0193177871958849,,7.969815283916303e-16,0.001856831402294439
2,0.005464739461402335,,0.027761496236888658,0.024805579122486317,0.015641202225306374,,6.38378239159465e-16,0.0018934086201374911
3,0.015848544246817316,,0.1810531185737402,0.1789127655952477,0.00792960487443293,,6.819941436983104e-16,0.005924973210014312
4,0.003154732505418806,,0.014579167444197735,0.009158184673799726,0.006879386449535388,,6.899243081599187e-16,0.009451251055843678
5,0.008740820846076148,,0.05152952218490768,0.04632727651218485,0.004266526313171957,,6.780290614675064e-16,0.00802258320016705
6,0.014583519501632707,,0.12142896809567102,0.11950887497626997,0.00888482802101006,,6.026924990822279e-16,0.0043359415666789514
7,0.008714238191743454,,0.08912326348865304,0.08627407415141716,0.003747829035536048,,4.996003610813204e-16,0.008398957808388775
8,0.006871022900082554,,0.05027914465462466,0.045883949899581895,0.017741032603478927,,7.533656238527848e-16,0.0016879605445538695
9,0.016064016677365907,,0.14815708286726031,0.1459699743570076,0.01240082776391322,,6.542385680826815e-16,0.0028574493832890196
10,0.013346233318892226,,0.1004181641004306,0.0985978083220061,0.010101753753715293,,5.828670879282072e-16,0.00422239597518847
11,0.008146947496781269,,0.047733829100887165,0.04416051784236251,0.0037629110178226317,,4.916701966197122e-16,0.007781151159135686
12,0.016250331967995944,,0.16399795420332958,0.16197017057944946,0.00929992713968643,,6.621687325442898e-16,0.013897243974473237
13,0.01518285472270298,,0.16187580970322984,0.15975076148234177,0.004632039613743142,,5.392511833893618e-16,0.007166324108949438
14,0.010344019058004044,,0.1105946241255657,0.10771134031692556,0.011341784300303845,,5.075305255429287e-16,0.008167876586203306
15,0.0107540807714662,,0.06691937548920901,0.06473243936713027,0.02781432240445366,,8.366323506996715e-16,0.0009270105843899144
16,0.005378312454996405,,0.05720355517048211,0.0535898422278626,0.00938059697493872,,6.859592259291146e-16,0.0053845401307045255
17,0.01061282647403024,,0.10586023485101301,0.10232658920655507,0.009107933511161336,,5.352861011585576e-16,0.0055766756785535915
18,0.011846178355117599,,0.12511121530564034,0.12234044027148375,0.008264266292012146,,4.956352788505163e-16,0.011313205755629108
19,0.00836405602018276,,0.06060104506482395,0.058122259900173986,0.003028960754571792,,5.709718412357947e-16,0.009107108662305853
