region_id,A_T,B_Ca,B_Cb,B_Cc,b
0,-0.0029240532355008877,-1.0273748003421694,-0.027374800342169426,0.0,-1.9055491755728857
1,-0.02835703919636176,-1.5321324978193915,-0.5321324978193915,0.0,-10.99387286344823
2,-0.05824919700539788,-6.198200123165387,-5.198200123165385,0.0,-29.072023052310378
3,-0.17558919244896032,-47.365290585061956,-46.36529058506183,0.0,-131.47570188260323
4,-0.8195650009478728,-319.9282919173346,-318.92829191733483,0.0,-749.5995975536325
5,-2.2140543381394515,-999.2666509831304,-998.2666509831315,0.0,-2198.105522014992
6,-5.540773836271946,-2826.3710356696038,-2825.371035670103,0.0,-5901.523625596077
