Feature_0,Target_0,Target_1,Target_2
496.85688,0.6755355957743508,1.3510711915487017,0.9733932846473208
299.539544,0.9985973529475247,1.9971947058950494,0.004207945094717472
517.9979999999999,0.6491582072615064,1.2983164145230128,1.0525254606337904
406.84688,0.8097246357298306,1.619449271459661,0.5708260569518016
386.346344,0.844617164820894,1.689234329641788,0.4661484825357559
453.29328000000004,0.7363007977985293,1.4726015955970586,0.7910975160891132
317.477488,0.9887213821366552,1.9774427642733103,0.03383588557456015
584.3042879999999,0.5787867606877152,1.1575735213754303,1.263639656695736
488.2082,0.686913594391002,1.373827188782004,0.9392592986692584
456.8168,0.7310718580001363,1.4621437160002726,0.8067845222620839
590.710688,0.5728864099805319,1.1457728199610637,1.2813407160394306
371.29128,0.8719578585527643,1.7439157171055286,0.3841264133859756
448.8088,0.743031805399184,1.486063610798368,0.7709045646072255
424.46448,0.7809604272822023,1.5619208545644045,0.6571187767678969
511.27128,0.657331907890026,1.314663815780052,1.0280042267772012
338.298296,0.9471848877842973,1.8943697755685946,0.15844541768594783
285.76576,0.9997914078581548,1.9995828157163096,0.0006256481411792238
557.0770719999999,0.605545865605508,1.211091731211016,1.1833623705361098
454.25424000000004,0.734869473770073,1.469738947540146,0.7953915094260734
562.202216,0.6002928979218211,1.2005857958436421,1.1991213510321104
347.26727999999997,0.9241282070143035,1.848256414028607,0.22761546564696572
417.097088,0.7928630897229278,1.5857261794458557,0.6214108129263479
350.79078400000003,0.9154842277752396,1.8309684555504793,0.2535474615473936
340.220216,0.9422034762008222,1.8844069524016445,0.1733896188015216
538.81884,0.6251196829040577,1.2502393658081155,1.1246409891867313
473.15316,0.7075372292945794,1.4150744585891588,0.8773883418440763
530.17016,0.6348768841678946,1.2697537683357891,1.0953692540728104
444.00399999999996,0.7503357025795402,1.5006714051590804,0.7489929551163196
513.83384,0.6541942240391511,1.3083884480783021,1.0374173187303424
353.03303999999997,0.9101718953162762,1.8203437906325524,0.269484379289912
524.72472,0.6411855689373928,1.2823711378747855,1.0764431943636452
429.90991999999994,0.772283590934909,1.544567181869818,0.6831491854722644
290.57056,0.9995841261011259,1.9991682522022518,0.0012474932427294872
494.6146,0.6784524890571142,1.3569049781142284,0.9646425001534511
286.08608000000004,0.9997814787320222,1.9995629574640443,0.0006556404947103119
392.43242399999997,0.8340631936811724,1.6681263873623449,0.49781047054876026
510.95096,0.6577262131870196,1.3154524263740393,1.0268213529438124
566.3664,0.5961002369200127,1.1922004738400254,1.211699223200076
450.73075200000005,0.7401368101891603,1.4802736203783207,0.779589644773538
379.939936,0.8559852243122924,1.7119704486245848,0.4320443182236603
482.122136,0.695126021611175,1.39025204322235,0.9146219131465383
375.77576,0.8635666970630839,1.7271333941261677,0.4092998965840985
486.28631999999993,0.6894886177619073,1.3789772355238146,0.9315341417473194
497.8178,0.6742925551749758,1.3485851103499515,0.9771223644546848
465.14516,0.7189260269608008,1.4378520539216015,0.8432218433269899
284.8048,0.999818905438079,1.999637810876158,0.0005432749914704463
579.49948,0.5833080627656579,1.1666161255313159,1.2500757754897323
394.354344,0.830769613550807,1.661539227101614,0.507691199664237
383.463456,0.8496946179517044,1.6993892359034088,0.4509160510345531
426.3864,0.7778860378607529,1.5557720757215059,0.6663418617332352
433.43344,0.7667261200507008,1.5334522401014017,0.699821625933688
314.27426399999996,0.9918919430939996,1.9837838861879993,0.02432416006138893
405.88588799999997,0.8113233950222256,1.6226467900444512,0.5660298239149909
419.01903999999996,0.7897402945616918,1.5794805891233836,0.6307790221618971
318.438432,0.9876011807261416,1.9752023614522831,0.03719639545430546
304.02403200000003,0.9975208076948108,1.9950416153896215,0.00743753825274309
320.36035200000003,0.9851105499278038,1.9702210998556076,0.04466835689656779
