a,c,d,e,f,g,h,i
-631.8471767319018,-630.8471767319018,-2.9257007778022874,2719.7594393128174,-100000000000000.0*Ca*Cb**2*exp(-12027.9047389945/T) - Ca + 1000000000000.0*(-Ca - Cb + 3)*exp(-9622.32379119557/T) + 1,-1262.6943534638035,-5.851401555604575,5439.518878625635
