region_id,A_T,B_Ca,B_Cb,B_Cc,b
0,-0.0009942322031421605,-1.0086752680795932,-0.008675268079593344,0.0,-1.2979674717313427
1,-0.0012771942420312006,-1.011294810776197,-0.011294810776196956,0.0,-1.385566542219765
2,-0.0016312329592578056,-1.0146363652354136,-0.01463636523541341,0.0,-1.4960425324330302
3,-0.0020705929264472505,-1.0188742790687024,-0.018874279068702437,0.0,-1.634250866935053
4,-0.0026109011977188974,-1.0242157733284287,-0.02421577332842887,0.0,-1.8056149132060981
5,-0.0032686571528144173,-1.0309036615003837,-0.03090366150038365,0.0,-2.0159906456651324
6,-0.004060423048115547,-1.0392180621983629,-0.039218062198362984,0.0,-2.2714335936766377
7,-0.005001700315271418,-1.0494768191093395,-0.04947681910933963,0.0,-2.5778590093551537
8,-0.006105536782852646,-1.0620345611835618,-0.06203456118356178,0.0,-2.940604706501405
9,-0.007380989776685778,-1.0772807066699253,-0.07728070666992518,0.0,-3.3639318993498937
10,-0.00883165062125975,-1.095637191935243,-0.095637191935243,0.0,-3.850527071958215
11,-0.010454487576473824,-1.1175571782421758,-0.11755717824217587,0.0,-4.401087940947017
12,-0.012239256858210215,-1.1435263043034798,-0.14352630430347965,0.0,-5.014078717348681
13,-0.014168651984896464,-1.1740680814241446,-0.17406808142414448,0.0,-5.685718590714756
14,-0.016219226085044697,-1.2097547391138466,-0.2097547391138467,0.0,-6.4102262164057695
15,-0.018362971802452846,-1.2512243136504828,-0.2512243136504828,0.0,-7.18029445309878
16,-0.020569327790389634,-1.2992042037932916,-0.2992042037932915,0.0,-7.987729442866566
17,-0.02280733177082494,-1.3545409664279158,-0.35454096642791577,0.0,-8.8241678345289
18,-0.02504766100641069,-1.4182358832728899,-0.4182358832728898,0.0,-9.681788084206017
19,-0.02726437039885561,-1.4914857952732337,-0.49148579527323366,0.0,-10.553950666313764
20,-0.029436225279636973,-1.5757288085784542,-0.5757288085784542,0.0,-11.435728253869648
21,-0.03154760428376187,-1.6726946475674578,-0.6726946475674578,0.0,-12.32431198484336
22,-0.03358900365339649,-1.7844596132456911,-0.7844596132456909,0.0,-13.219298868976516
23,-0.03555720574987092,-1.9135062817022226,-0.9135062817022227,0.0,-14.122876951300219
24,-0.037455186466673174,-2.0627882552232126,-1.0627882552232124,0.0,-15.039930215488534
25,-0.039291835932486086,-2.2358004746878075,-1.2358004746878075,0.0,-15.978086490723701
26,-0.04108156069474437,-2.4366558258867825,-1.4366558258867825,0.0,-16.947730770694907
27,-0.0428438274736567,-2.6701690197041983,-1.6701690197041983,0.0,-17.96200465448824
28,-0.04460270029871433,-2.9419489780514825,-1.9419489780514825,0.0,-19.03681066918366
29,-0.04638641462234248,-3.258501188533481,-2.2585011885334807,0.0,-20.190838142295185
30,-0.04822702352409526,-3.627341678285222,-2.627341678285222,0.0,-21.44562497105374
31,-0.05016014217944388,-4.0571243891199575,-3.0571243891199575,0.0,-22.825667028894365
32,-0.052224807609538,-4.55778381387271,-3.55778381387271,0.0,-24.35858414263312
33,-0.054463461974568514,-5.140694791442286,-4.140694791442285,0.0,-26.075348785671366
34,-0.05692206007478064,-5.8188513759808504,-4.8188513759808504,0.0,-28.0105811360379
35,-0.05965029588469517,-6.607066714782787,-5.60706671478279,0.0,-30.202912176560158
36,-0.0627019391548081,-7.5221959061119605,-6.5221959061119605,0.0,-32.69541519880107
37,-0.06613527131105373,-8.583383872289856,-7.58338387228986,0.0,-35.536105424515156
38,-0.07001360973982199,-9.812340378182821,-8.812340378182824,0.0,-38.778507393471756
39,-0.07440591060264651,-11.233644449261387,-10.233644449261389,0.0,-42.482290144281116
40,-0.07938744210203419,-12.87508059238466,-11.875080592384668,0.0,-46.71397088094939
41,-0.08504052220872949,-14.768009391176092,-13.768009391176088,0.0,-51.547688633888264
42,-0.09145531695877701,-16.94777523141068,-15.947775231410684,0.0,-57.06605028338649
43,-0.0987306973446101,-19.454154106274395,-18.45415410627438,0.0,-63.36105214473654
44,-0.10697515446067962,-22.331844653872814,-21.331844653872817,0.0,-70.5350810773203
45,-0.11630777389107716,-25.63100578815696,-24.631005788156962,0.0,-78.70199975846086
46,-0.12685927135853314,-29.407844498508535,-28.407844498508542,0.0,-87.98832135628972
47,-0.13877309242788027,-33.72525761214991,-32.72525761214994,0.0,-98.53447935262292
48,-0.15220657961848583,-38.65353153720751,-37.65353153720747,0.0,-110.4961987194628
49,-0.16733221067465243,-44.27110423273433,-43.27110423273431,0.0,-124.04597505453842
50,-0.18433891201193253,-50.66539388544039,-49.66539388544043,0.0,-139.3746686449331
51,-0.2034334515335139,-57.933699011394,-56.93369901139404,0.0,-156.6932207634773
52,-0.2248419151221288,-66.18417494466786,-65.18417494466797,0.0,-176.2344998191017
53,-0.24881127117840585,-75.53689192380021,-74.53689192380018,0.0,-198.25528528572465
54,-0.27561102761178047,-86.12498024102293,-85.12498024102301,0.0,-223.03839762951623
55,-0.3055349857045493,-98.09586817833707,-97.09586817833684,0.0,-250.89498274438978
56,-0.3389030952715495,-111.61261871856941,-110.61261871857063,0.0,-282.16695969292005
57,-0.3760634155301994,-126.85537128826817,-125.8553712882688,0.0,-317.22964083507804
58,-0.41739418608299683,-144.02289506246296,-143.02289506246342,0.0,-356.4945337116901
59,-0.46330601239649205,-163.33426063863283,-162.33426063863274,0.0,-400.4123343325433
60,-0.5142441701402674,-185.0306371683129,-184.0306371683129,0.0,-449.47612180145063
61,-0.57069103272456,-209.37722231933856,-208.37722231933657,0.0,-504.22476449097127
62,-0.633168626346472,-236.66531272929439,-235.66531272929686,0.0,-565.2465482576879
63,-0.7022413168245629,-267.2145229010656,-266.214522901069,0.0,-633.183037465415
64,-0.7785186324618802,-301.37516078368776,-300.3751607836837,0.0,-708.7331798545777
65,-0.8626582271397432,-339.53076857605276,-338.5307685760497,0.0,-792.6576665655575
66,-0.9553689877952225,-382.100837586485,-381.1008375864762,0.0,-885.7835588858273
67,-1.057414290383658,-429.5437062773353,-428.54370627733465,0.0,-989.0091935485352
68,-1.1696154083689905,-482.35965092066635,-481.359650920656,0.0,-1103.3093786613874
69,-1.292855077718647,-541.0941785870036,-540.0941785869911,0.0,-1229.7408925882205
70,-1.4280812223091157,-606.341532485398,-605.3415324854002,0.0,-1369.4482983426067
71,-1.5763108435644337,-678.7484199667808,-677.748419966783,0.0,-1523.6700862781368
72,-1.7386340780751723,-759.0179737956888,-758.0179737956908,0.0,-1693.745158083959
73,-1.916218426822848,-847.9139575851136,-846.913957585153,0.0,-1881.1196652895871
74,-2.1103131595837787,-946.2652265776208,-945.2652265776032,0.0,-2087.3542157039406
75,-2.322253897914944,-1054.9704552376875,-1053.9704552376968,0.0,-2314.1314613722507
76,-2.5534673800587804,-1175.0031434030054,-1174.003143402952,0.0,-2563.2640818327845
77,-2.8054764109502486,-1307.4169130141436,-1306.416913014075,0.0,-2836.7031766049495
78,-3.079905000390877,-1453.3511077156295,-1452.3511077156177,0.0,-3136.5470809964213
79,-3.3784836923070536,-1614.0367078830554,-1613.0367078830614,0.0,-3465.0506194499344
80,-3.7030550878713235,-1790.8025738902186,-1789.8025738900865,0.0,-3824.6348107769195
81,-4.055579565100331,-1985.0820306811288,-1984.0820306809428,0.0,-4217.897039728643
82,-4.438141197396618,-2198.419806956608,-2197.4198069564018,0.0,-4647.621709455644
83,-4.852953873320445,-2432.479342518834,-2431.4793425188836,0.0,-5116.791389479177
84,-5.302367619709997,-2689.0504775474874,-2688.050477547769,0.0,-5628.598473863678
85,-5.788875130089828,-2970.057537796935,-2969.0575377967393,0.0,-6186.4573643281565
86,-6.315118500117315,-3277.567829913369,-3276.5678299128654,0.0,-6794.017193063303
87,-6.8838961716169464,-3613.800561273614,-3612.80056127386,0.0,-7455.175100031714
88,-7.498170086580977,-3981.1361989319057,-3980.1361989317165,0.0,-8174.0900795395155
89,-8.161073052271036,-4382.1262824308105,-4381.1262824300275,0.0,-8955.19741082826
