epoch,batch_idx,phase,batch_size,batch_MSE,batch_RMSE,epoch_MSE,epoch_RMSE
1,0,train,16,0.3791725881401822,0.6157699149359135,0.36496062925380274,0.6041197143396354
1,1,train,16,0.3417479854005236,0.584592153043918,0.36496062925380274,0.6041197143396354
1,2,train,16,0.3907902582839387,0.6251321926472342,0.36496062925380274,0.6041197143396354
1,3,train,12,0.3481316851905665,0.5900268512454043,0.36496062925380274,0.6041197143396354
1,-1,train,60,0.36496062925380274,0.6041197143396354,0.36496062925380274,0.6041197143396354
2,0,train,16,0.3534649941858818,0.5945292206324949,0.3618661873031186,0.6015531458675273
2,1,train,16,0.35414186646676327,0.5950981990115273,0.3618661873031186,0.6015531458675273
2,2,train,16,0.36641980254585516,0.6053261951591515,0.3618661873031186,0.6015531458675273
2,3,train,12,0.3734380860139742,0.6110958075571901,0.3618661873031186,0.6015531458675273
2,-1,train,60,0.3618661873031186,0.6015531458675273,0.3618661873031186,0.6015531458675273
3,0,train,16,0.3369152302794911,0.5804439940937378,0.3568304463832358,0.5973528658868523
3,1,train,16,0.37409088719436445,0.6116296977701168,0.3568304463832358,0.5973528658868523
3,2,train,16,0.3484810292587413,0.5903228178367674,0.3568304463832358,0.5973528658868523
3,3,train,12,0.36783463880034645,0.606493725276978,0.3568304463832358,0.5973528658868523
3,-1,train,60,0.3568304463832358,0.5973528658868523,0.3568304463832358,0.5973528658868523
4,0,train,16,0.34140973000793234,0.5843027725485583,0.3537946534229496,0.5948063999512359
4,1,train,16,0.3385824956570657,0.581878419996021,0.3537946534229496,0.5948063999512359
4,2,train,16,0.3411875427563594,0.5841126113656162,0.3537946534229496,0.5948063999512359
4,3,train,12,0.3939988452704409,0.6276932732397575,0.3537946534229496,0.5948063999512359
4,-1,train,60,0.3537946534229496,0.5948063999512359,0.3537946534229496,0.5948063999512359
5,0,train,16,0.35383212737436737,0.5948379000823395,0.34641311015880083,0.5885686962103921
5,1,train,16,0.3310121571247709,0.5753365598714989,0.34641311015880083,0.5885686962103921
5,2,train,16,0.35050691967632125,0.5920362486168573,0.34641311015880083,0.5885686962103921
5,3,train,12,0.35030123645974365,0.59186251482903,0.34641311015880083,0.5885686962103921
5,-1,train,60,0.34641311015880083,0.5885686962103921,0.34641311015880083,0.5885686962103921
6,0,train,16,0.33196949904494005,0.5761679434374496,0.34082878967933217,0.5838054382063704
6,1,train,16,0.31554263697993007,0.5617318194476169,0.34082878967933217,0.5838054382063704
6,2,train,16,0.38074975075092077,0.6170492287904756,0.34082878967933217,0.5838054382063704
6,3,train,12,0.3350532719415377,0.5788378632583893,0.34082878967933217,0.5838054382063704
6,-1,train,60,0.34082878967933217,0.5838054382063704,0.34082878967933217,0.5838054382063704
7,0,train,16,0.337102255613015,0.5806050771505663,0.33638983372351555,0.5799912359023329
7,1,train,16,0.31561732115217717,0.5617982922296731,0.33638983372351555,0.5799912359023329
7,2,train,16,0.3546270679810633,0.5955057245577605,0.33638983372351555,0.5799912359023329
7,3,train,12,0.33821269014780686,0.5815605644709817,0.33638983372351555,0.5799912359023329
7,-1,train,60,0.33638983372351555,0.5799912359023329,0.33638983372351555,0.5799912359023329
8,0,train,16,0.3546773260791019,0.595547920892267,0.3307160898837446,0.5750792031396585
8,1,train,16,0.3315905679582684,0.5758390121885356,0.3307160898837446,0.5750792031396585
8,2,train,16,0.31585077390931243,0.5620060265773957,0.3307160898837446,0.5750792031396585
8,3,train,12,0.32074569158829586,0.5663441458939042,0.3307160898837446,0.5750792031396585
8,-1,train,60,0.3307160898837446,0.5750792031396585,0.3307160898837446,0.5750792031396585
9,0,train,16,0.35453704785894224,0.5954301368413781,0.32463728281398,0.5697694997224579
9,1,train,16,0.33404365658167556,0.5779650997955461,0.32463728281398,0.5697694997224579
9,2,train,16,0.3131114783531655,0.5595636499569692,0.32463728281398,0.5697694997224579
9,3,train,12,0.29685694846213684,0.5448458024635382,0.32463728281398,0.5697694997224579
9,-1,train,60,0.32463728281398,0.5697694997224579,0.32463728281398,0.5697694997224579
10,0,train,16,0.3288993108018718,0.573497437485009,0.32046506379526307,0.5660963379101326
10,1,train,16,0.31489467377810376,0.5611547681149147,0.32046506379526307,0.5660963379101326
10,2,train,16,0.33566003287514157,0.5793617461268404,0.32046506379526307,0.5660963379101326
10,3,train,12,0.3024062377259352,0.5499147549629263,0.32046506379526307,0.5660963379101326
10,-1,train,60,0.32046506379526307,0.5660963379101326,0.32046506379526307,0.5660963379101326
11,0,train,16,0.3273187526831353,0.5721177786812216,0.31696821712116063,0.5629993047252906
11,1,train,16,0.3274036540623921,0.5721919730845515,0.31696821712116063,0.5629993047252906
11,2,train,16,0.2952312684071185,0.5433518826755995,0.31696821712116063,0.5629993047252906
11,3,train,12,0.31791919333199675,0.5638432347133348,0.31696821712116063,0.5629993047252906
11,-1,train,60,0.31696821712116063,0.5629993047252906,0.31696821712116063,0.5629993047252906
12,0,train,16,0.3205866276832364,0.566203698048005,0.3133238640495193,0.5597533957463048
12,1,train,16,0.27761032893291676,0.5268873968248973,0.3133238640495193,0.5597533957463048
12,2,train,16,0.3265656858187686,0.5714592599816444,0.3133238640495193,0.5597533957463048
12,3,train,12,0.32853281376315535,0.5731778203691725,0.3133238640495193,0.5597533957463048
12,-1,train,60,0.3133238640495193,0.5597533957463048,0.3133238640495193,0.5597533957463048
13,0,train,16,0.35591537571880055,0.5965864360834904,0.30600276440951135,0.5531751661178503
13,1,train,16,0.2846940520850442,0.5335672891820152,0.30600276440951135,0.5531751661178503
13,2,train,16,0.3029838967008704,0.5504397303073884,0.30600276440951135,0.5531751661178503
13,3,train,12,0.2804177331333303,0.5295448358102742,0.30600276440951135,0.5531751661178503
13,-1,train,60,0.30600276440951135,0.5531751661178503,0.30600276440951135,0.5531751661178503
