mode,mu_rxn,mu_mb,label_value,run,model_id,rmse_total,violation,violation_rxn,violation_mb
mb_only,0.0,0.0,0.0,0,PINN_rxn0p0_mb0p0,0.013651470651263141,0.06464646033132586,0.12538479857306922,0.003908122089582497
mb_only,0.0,0.0,0.0,1,PINN_rxn0p0_mb0p0,0.005960945960919636,0.026546648874518353,0.04938571829856575,0.0037075794504709504
mb_only,0.0,0.0,0.0,2,PINN_rxn0p0_mb0p0,0.008393569667180169,0.034004604110932285,0.06032931008755968,0.007679898134304892
mb_only,0.0,0.0001,0.0001,0,PINN_rxn0p0_mb0p0001,0.007886262354967276,0.03903735241708696,0.06999845495833815,0.00807624987583576
mb_only,0.0,0.0001,0.0001,1,PINN_rxn0p0_mb0p0001,0.01647120960544297,0.08345353856968077,0.16647692794331406,0.00043014919604749194
mb_only,0.0,0.0001,0.0001,2,PINN_rxn0p0_mb0p0001,0.006450086215151519,0.012789175794942528,0.01894893742828479,0.006629414161600268
mb_only,0.0,0.001,0.001,0,PINN_rxn0p0_mb0p001,0.008684505319164324,0.028305042013225687,0.050759458539777716,0.005850625486673661
mb_only,0.0,0.001,0.001,1,PINN_rxn0p0_mb0p001,0.008366081821330378,0.03719606420831882,0.06718877125029388,0.007203357166343764
mb_only,0.0,0.001,0.001,2,PINN_rxn0p0_mb0p001,0.016406102926809583,0.08595019509727017,0.16981572883593093,0.0020846613586094484
mb_only,0.0,0.01,0.01,0,PINN_rxn0p0_mb0p01,0.014413857058047307,0.05085631819648355,0.09965737938140101,0.0020552570115660892
mb_only,0.0,0.01,0.01,1,PINN_rxn0p0_mb0p01,0.011804242292595253,0.0670382103774008,0.12518139040060722,0.008895030354194382
mb_only,0.0,0.01,0.01,2,PINN_rxn0p0_mb0p01,0.008277135588127945,0.03148208300703707,0.06179436718918536,0.0011697988248887893
mb_only,0.0,0.1,0.1,0,PINN_rxn0p0_mb0p1,0.010158204545175045,0.041416613080549614,0.08145303778510238,0.0013801883759968403
mb_only,0.0,0.1,0.1,1,PINN_rxn0p0_mb0p1,0.012072542675719297,0.0629647515023097,0.1221900209613008,0.0037394820433185945
mb_only,0.0,0.1,0.1,2,PINN_rxn0p0_mb0p1,0.015061866894238664,0.06823009996813523,0.13630543882383056,0.00015476111243990738
mb_only,0.0,0.2,0.2,0,PINN_rxn0p0_mb0p2,0.011440338436850647,0.03806853004755378,0.07088423431304897,0.005252825782058581
mb_only,0.0,0.2,0.2,1,PINN_rxn0p0_mb0p2,0.01078217500775453,0.04648708001713906,0.09171620092160077,0.0012579591126773556
mb_only,0.0,0.2,0.2,2,PINN_rxn0p0_mb0p2,0.012951967688373575,0.04617547098478854,0.08694608033345816,0.005404861636118922
mb_only,0.0,0.5,0.5,0,PINN_rxn0p0_mb0p5,0.02510767908345396,0.0809973312941603,0.15606347413411237,0.00593118845420822
mb_only,0.0,0.5,0.5,1,PINN_rxn0p0_mb0p5,0.022734324288427303,0.08542234186150993,0.1675836980521857,0.003260985670834149
mb_only,0.0,0.5,0.5,2,PINN_rxn0p0_mb0p5,0.01570876261699026,0.060968559912152595,0.11724099182034747,0.0046961280039576996
mb_only,0.0,1.0,1.0,0,PINN_rxn0p0_mb1p0,0.04273459056015213,0.07974198081357589,0.1549575334606872,0.004526428166464582
mb_only,0.0,1.0,1.0,1,PINN_rxn0p0_mb1p0,0.042985327157524955,0.10501147987602225,0.20624758933733892,0.003775370414705535
mb_only,0.0,1.0,1.0,2,PINN_rxn0p0_mb1p0,0.013019037735857804,0.03385504594821134,0.06531750471209749,0.0023925871843252034
mb_only,0.0,2.0,2.0,0,PINN_rxn0p0_mb2p0,0.017391233617274716,0.074965911562352,0.14868461974563696,0.00124720337906699
mb_only,0.0,2.0,2.0,1,PINN_rxn0p0_mb2p0,0.0514626863980684,0.0803757283487169,0.15889649432793207,0.0018549623695017306
mb_only,0.0,2.0,2.0,2,PINN_rxn0p0_mb2p0,0.11285602583527021,0.19630714569683175,0.38538684038730764,0.007227451006355925
mb_only,0.0,5.0,5.0,0,PINN_rxn0p0_mb5p0,0.136921668177783,0.16429724433451326,0.32818121042864323,0.00041327824038336403
mb_only,0.0,5.0,5.0,1,PINN_rxn0p0_mb5p0,0.06244948820857175,0.040813002699837606,0.07765877692140405,0.0039672284782711715
mb_only,0.0,5.0,5.0,2,PINN_rxn0p0_mb5p0,0.05852440734476737,0.1556492007758553,0.30527183780432976,0.006026563747380788
mb_only,0.0,10.0,10.0,0,PINN_rxn0p0_mb10p0,0.08115693140454243,0.11560278460026571,0.23020785707905017,0.0009977121214812693
mb_only,0.0,10.0,10.0,1,PINN_rxn0p0_mb10p0,0.11870850838659502,0.18180082682599402,0.3556033872226766,0.007998266429311477
mb_only,0.0,10.0,10.0,2,PINN_rxn0p0_mb10p0,0.1161602143122551,0.13256181639753944,0.2622653290410231,0.0028583037540557904
