mu_rxn,mu_mb,label_value,rmse_mean,rmse_std,violation_mean,violation_std,violation_rxn_mean,violation_rxn_std,violation_mb_mean,violation_mb_std
0.5,0.1,1.0,0.015359400693999511,0.007844420341887055,0.014178442243073278,0.00587681689853465,0.00936588273920007,0.006509768037887832,0.018991001746946488,0.005470203821077424
