model,model_id,run,mu_rxn,mu_mb,n_points,final_train_loss,final_val_loss,final_train_violation,final_val_violation,inference_rmse,inference_violation,inference_violation_rxn,inference_violation_mb
PINN,PINN_rxn0.05_mb0.01_n150,8,0.05,0.01,150,0.00031644025835781347,0.0004332008001742018,0.027370694202965524,0.031222601299085766,0.014374648533892729,0.028841348918319264,0.03291806735179842,0.02476463048484011
PINN,PINN_rxn0.05_mb0.01_n150,9,0.05,0.01,150,0.0004197818558012911,0.0005441814918500293,0.03205710730850966,0.037329044943003,0.014037365820337303,0.03311072513665696,0.05772836143488611,0.008493088838427799
PINN,PINN_rxn0.05_mb0.01_n150,10,0.05,0.01,150,0.00017576100777378072,0.00021353915244603036,0.018885155275125316,0.021534654006418862,0.012119933258037677,0.015881045249818843,0.013551008548660322,0.018211081950977356
PINN,PINN_rxn0.05_mb0.01_n150,11,0.05,0.01,150,0.0006233274951560865,0.0008479965595998363,0.040500348791154675,0.044646918732764274,0.01768046832253713,0.04126348102514217,0.07047408093390745,0.01205288111637691
PINN,PINN_rxn0.05_mb0.01_n150,12,0.05,0.01,150,4.037196031205184e-05,4.820761155308223e-05,0.008436830465519416,0.007542600016991774,0.00568242375061276,0.009064439976628983,0.014809317158106895,0.0033195627951510707
PINN,PINN_rxn0.05_mb0.01_n150,13,0.05,0.01,150,7.71479283055203e-05,8.741160796270247e-05,0.013056775128646772,0.014051958888915571,0.00783142317559475,0.011662189284511175,0.015058186043158976,0.008266192525863374
PINN,PINN_rxn0.05_mb0.01_n150,14,0.05,0.01,150,0.00046458951704614527,0.0006508250911958246,0.0309335933204537,0.03774603941979948,0.015628119227146266,0.028501284428186474,0.04880397468679287,0.008198594169580074
PINN,PINN_rxn0.05_mb0.01_n150,15,0.05,0.01,150,0.0005826804637325947,0.0007635986661638828,0.038270673600840056,0.042832640629882096,0.015823645090216942,0.04012671417634847,0.0692990755390577,0.010954352813639243
PINN,PINN_rxn0.05_mb0.01_n150,16,0.05,0.01,150,7.97321601762449e-05,0.0001067430698886988,0.015237307300797429,0.016965797653499703,0.006479703132971488,0.016731915491247695,0.028147934830045136,0.005315896152450252
PINN,PINN_rxn0.05_mb0.01_n150,17,0.05,0.01,150,0.00010447978778848206,0.00013873430407826274,0.012023203801363049,0.012739416581256297,0.009637756712705387,0.012122476171789458,0.021599445931236735,0.0026455064123421805
PINN,PINN_rxn0.05_mb0.01_n150,18,0.05,0.01,150,0.0002327005171672324,0.0003274081013883957,0.023823113712456778,0.02685065796504227,0.012150236943725077,0.024662741728108117,0.03196522456169408,0.017360258894522154
PINN,PINN_rxn0.05_mb0.01_n150,19,0.05,0.01,150,5.527858932258652e-05,6.734136039263688e-05,0.009439703982765621,0.009618748555420428,0.006303867488149032,0.007611824585050426,0.012275730143181035,0.0029479190269198156
PINN,PINN_rxn0.05_mb0.01_n150,20,0.05,0.01,150,0.0005805712255970075,0.0007677435894461959,0.04059276019182293,0.047529848583905965,0.01868481511632893,0.037453802966802396,0.04346388648126939,0.0314437194523354
PINN,PINN_rxn0.05_mb0.01_n150,21,0.05,0.01,150,0.0005879780576940342,0.0007862328727552629,0.03593403144175588,0.04224075982412852,0.01667393193380844,0.03586456803810334,0.06466496562807447,0.007064170448132215
PINN,PINN_rxn0.05_mb0.01_n150,22,0.05,0.01,150,9.45246071300154e-05,0.00011094224422779724,0.01645224020275538,0.016055662005575316,0.0077502197978659305,0.014288837763833346,0.019713880925729857,0.008863794601936835
PINN,PINN_rxn0.05_mb0.01_n150,23,0.05,0.01,150,0.0005095914664242408,0.0007017023122238595,0.028347140058340197,0.03298653742515451,0.016969586596353677,0.027625209697902255,0.05102088801167956,0.004229531384124958
PINN,PINN_rxn0.05_mb0.01_n150,24,0.05,0.01,150,0.00010302748505673354,0.00013880223580618381,0.015481595639663412,0.017541740018839822,0.008891789138117364,0.014212884926655173,0.016082662720165935,0.012343107133144411
PINN,PINN_rxn0.05_mb0.01_n150,25,0.05,0.01,150,0.0003477822878419316,0.00046744667802123296,0.02654100434952343,0.03221409819692273,0.015566575675095212,0.02391037710587393,0.027470667938328242,0.020350086273419624
PINN,PINN_rxn0.05_mb0.01_n150,26,0.05,0.01,150,1.5049268586304079e-05,1.8058349970668753e-05,0.00632947816687933,0.006592913287179691,0.003488590014441764,0.00625112299108261,0.007996601305701049,0.004505644676464171
PINN,PINN_rxn0.05_mb0.01_n150,27,0.05,0.01,150,0.00010679375532619607,0.00014261474420893113,0.01620854046441046,0.017791113285183048,0.00869248974771811,0.015103574337856765,0.016642737813126553,0.013564410862586977
PINN,PINN_rxn0.05_mb0.01_n150,28,0.05,0.01,150,5.0713731729803344e-05,6.168185315469557e-05,0.00824307965366815,0.007630754569020508,0.0064132756886111225,0.008676076987476631,0.014722577274724237,0.0026295767002290273
PINN,PINN_rxn0.05_mb0.01_n150,29,0.05,0.01,150,0.00034137867215985277,0.0004247604687740448,0.02710969422278124,0.029662477193724494,0.012256699518762956,0.03188969179296675,0.054744615501514104,0.0090347680844194
PINN,PINN_rxn0.05_mb0.01_n150,30,0.05,0.01,150,0.00045099253793693626,0.000625049517356737,0.03446597696905124,0.0407510401669924,0.015318031395150374,0.03453200705225526,0.05281550617028653,0.016248507934223982
PINN,PINN_rxn0.05_mb0.01_n150,31,0.05,0.01,150,0.0005551182152834258,0.0007601306622252019,0.03696697522460463,0.043901549344098095,0.01570232197062458,0.0357248516459959,0.06672098849658206,0.004728714795409719
PINN,PINN_rxn0.05_mb0.01_n150,32,0.05,0.01,150,0.00036774613243415345,0.0005076037441673059,0.0301453530321492,0.03474589762318733,0.013363427285728528,0.031149898566819212,0.05468202135901196,0.007617775774626465
PINN,PINN_rxn0.05_mb0.01_n150,33,0.05,0.01,150,0.00011607193263533022,0.00015853014532662784,0.013851428672563018,0.014735640239772103,0.009416870729857696,0.012002297702242311,0.012081920614544713,0.01192267478993991
PINN,PINN_rxn0.05_mb0.01_n150,34,0.05,0.01,150,4.948294904456862e-05,5.047090419477447e-05,0.010955144289050657,0.010912038943686841,0.005054977895450269,0.010812351426105177,0.017779247808538404,0.0038454550436719504
PINN,PINN_rxn0.05_mb0.01_n150,35,0.05,0.01,150,8.049038448110477e-05,9.503570695561243e-05,0.012875124922326649,0.012906886664143923,0.007616130609169,0.013083555939889857,0.01782053844001466,0.008346573439765057
PINN,PINN_rxn0.05_mb0.01_n150,36,0.05,0.01,150,0.00022129285459058712,0.0003120335899824505,0.022826028365827755,0.025337367950912067,0.010442827357150405,0.025465543385073366,0.04384299533486084,0.007088091435285884
PINN,PINN_rxn0.05_mb0.01_n150,37,0.05,0.01,150,0.0016440072137957876,0.002044717879217884,0.06965146091256347,0.07779561718616831,0.02322840365154819,0.06941017222073369,0.12768105160319732,0.011139292838270073
PINN,PINN_rxn0.05_mb0.01_n150,38,0.05,0.01,150,0.0006575339860327966,0.0009374517781322165,0.042636070599548825,0.05025392365587157,0.019401470633829583,0.039792721613587385,0.053385689433244676,0.026199753793930095
PINN,PINN_rxn0.05_mb0.01_n150,39,0.05,0.01,150,5.3020647456812424e-05,6.308204979687489e-05,0.01015069918291163,0.009693149827728245,0.005899164448928341,0.009913441600428225,0.015500000282664893,0.0043268829181915556
PINN,PINN_rxn0.05_mb0.01_n150,40,0.05,0.01,150,5.242260603591793e-05,7.204059945624126e-05,0.009541613783282292,0.010219160217261537,0.006471210244056147,0.008328806891999838,0.009431413613030008,0.007226200170969668
PINN,PINN_rxn0.05_mb0.01_n150,41,0.05,0.01,150,0.00016250302270986774,0.00022844930758298356,0.021250272844924912,0.023148250994378748,0.009598952315449117,0.01974205119712147,0.02675062265284451,0.012733479741398433
PINN,PINN_rxn0.05_mb0.01_n150,42,0.05,0.01,150,8.560144772630072e-05,0.00010821684741618359,0.01481637527682757,0.01648791015785432,0.008496231292504758,0.01425597123421479,0.015382407280454915,0.013129535187974665
PINN,PINN_rxn0.05_mb0.01_n150,43,0.05,0.01,150,0.000165687251813633,0.00018457823430309596,0.02426238377935019,0.022939665235038827,0.009140039318316915,0.020863236104415872,0.027290645624854955,0.014435826583976791
PINN,PINN_rxn0.05_mb0.01_n150,44,0.05,0.01,150,0.00010900489216942836,0.00015569886221577565,0.01623667572075921,0.01830716619654168,0.008990635966008496,0.016690436142535063,0.015378997828959162,0.018001874456110963
PINN,PINN_rxn0.05_mb0.01_n150,45,0.05,0.01,150,7.649002957210253e-05,9.00378107880482e-05,0.01315483930847995,0.013380266566977703,0.006748470821921836,0.013011326681092103,0.0208140951630229,0.005208558199161304
PINN,PINN_rxn0.05_mb0.01_n150,46,0.05,0.01,150,5.0223548975749316e-05,6.472326109113008e-05,0.010567033285350351,0.010950898074075918,0.00618790053567148,0.01053542950223316,0.013071480855551333,0.00799937814891499
PINN,PINN_rxn0.05_mb0.01_n150,47,0.05,0.01,150,7.462796792093923e-05,8.762364501234114e-05,0.012087969706993716,0.01276895105183666,0.00851684396307207,0.011129236959571007,0.010197603887122902,0.012060870032019113
PINN,PINN_rxn0.05_mb0.01_n150,48,0.05,0.01,150,0.00026909583181570866,0.0003676896929685102,0.020984708855222748,0.02213789170101209,0.012976845394566758,0.019831663661355033,0.03286289016725001,0.006800437155460059
PINN,PINN_rxn0.05_mb0.01_n150,49,0.05,0.01,150,0.0007806564440195005,0.001081836177429385,0.044485002009301916,0.05376171518036628,0.020522203615315076,0.04313123286145751,0.06610415194038738,0.020158313782527616
KKThPINN,KKThPINN_n150_seg30_2constraints,0,0.0,0.0,150,4.385869313091258e-05,4.035889666773521e-05,0.00013136285814280141,0.00013305207474261567,0.006599748147132591,0.00011375304844084749,0.00022750609688134159,3.5338795382041815e-16
KKThPINN,KKThPINN_n150_seg30_2constraints,1,0.0,0.0,150,1.846443823964319e-05,2.1043397711856522e-05,3.144200055683495e-05,1.7141941983452087e-05,0.004265988675364675,2.334449377994827e-05,4.668898755959272e-05,3.038244259353665e-16
KKThPINN,KKThPINN_n150_seg30_2constraints,2,0.0,0.0,150,1.8429559881822286e-05,1.889819106333213e-05,3.363983951518122e-05,2.503516862677067e-05,0.004759229939347745,3.396883505317794e-05,6.79376701060699e-05,2.859815558967479e-16
KKThPINN,KKThPINN_n150_seg30_2constraints,3,0.0,0.0,150,3.745089854841567e-05,3.580188708073501e-05,0.0001115341605056654,0.00013803131120083818,0.006218672344402299,0.00010178137712263887,0.0002035627542449516,3.2612801348363973e-16
KKThPINN,KKThPINN_n150_seg30_2constraints,4,0.0,0.0,150,8.846625444084384e-06,1.0921414969317502e-05,5.354147527163617e-05,4.146085478839493e-05,0.0032532575211320887,4.1371629494004904e-05,8.274325898774316e-05,2.666517800215778e-16
KKThPINN,KKThPINN_n150_seg30_2constraints,5,0.0,0.0,150,1.7655392934893325e-05,1.5347786424692742e-05,8.53794726917937e-05,6.566892672222909e-05,0.003806076328383956,6.193898635338237e-05,0.00012387797270650504,2.5971288611767056e-16
KKThPINN,KKThPINN_n150_seg30_2constraints,6,0.0,0.0,150,5.798616353757587e-06,7.354922009918281e-06,5.403167719037332e-05,3.5055313012305666e-05,0.002448179733025387,4.3846220715965754e-05,8.76924414316148e-05,3.167109431854799e-16
KKThPINN,KKThPINN_n150_seg30_2constraints,7,0.0,0.0,150,3.5013748311638584e-05,3.520738089751871e-05,0.00014686535212794956,0.0001713741501911754,0.006111606481892976,0.0001318888687674951,0.0002637777375347057,2.8449465006019636e-16
KKThPINN,KKThPINN_n150_seg30_2constraints,8,0.0,0.0,150,4.8794987468635475e-06,7.564757128264424e-06,6.155152196912784e-05,3.169445237622826e-05,0.002472221373875731,4.216390252651763e-05,8.432780505272698e-05,3.0828514344502116e-16
KKThPINN,KKThPINN_n150_seg30_2constraints,9,0.0,0.0,150,3.40737575390056e-05,3.161061434352862e-05,7.656314952031347e-05,8.293057192249488e-05,0.005628218029117593,7.031142800831801e-05,0.00014062285601635797,2.7805139143513964e-16
KKThPINN,KKThPINN_n150_seg30_2constraints,10,0.0,0.0,150,2.668597304796859e-05,2.6176277541237817e-05,0.0001019339785281924,9.740823562265305e-05,0.005122869998437494,8.367684137184228e-05,0.0001673536827433946,2.8994663812755204e-16
KKThPINN,KKThPINN_n150_seg30_2constraints,11,0.0,0.0,150,1.0591725410728557e-05,1.4113364116131593e-05,3.1240202477476306e-05,1.85002913917762e-05,0.0032044823449265594,2.4991080621188794e-05,4.9982161242128777e-05,2.488089099829592e-16
KKThPINN,KKThPINN_n150_seg30_2constraints,12,0.0,0.0,150,2.1792074007823213e-05,2.2196264754003587e-05,3.0007964114671035e-05,3.054265786727501e-05,0.0044177107291230346,1.5011473279045956e-05,3.0022946557791063e-05,3.0085061426226343e-16
KKThPINN,KKThPINN_n150_seg30_2constraints,13,0.0,0.0,150,4.461655924400618e-05,4.297016263010867e-05,0.00012655000707021042,0.00014108579742307857,0.006665735059850305,0.00011434699904650528,0.00022869399809270178,3.0878077872387166e-16
KKThPINN,KKThPINN_n150_seg30_2constraints,14,0.0,0.0,150,5.028865578598133e-05,4.6247547548167715e-05,9.520007232225457e-05,0.00010604472055231407,0.007083845808898859,8.882649168632354e-05,0.0001776529833722907,3.5636176549352126e-16
KKThPINN,KKThPINN_n150_seg30_2constraints,15,0.0,0.0,150,2.39172027304205e-05,2.4200725091615933e-05,3.76031538672543e-05,3.760097799033503e-05,0.004513949323740942,2.6881584855031398e-05,5.3763169709714855e-05,3.479359657530624e-16
KKThPINN,KKThPINN_n150_seg30_2constraints,16,0.0,0.0,150,1.9394171127325873e-05,1.8094951035025485e-05,2.9237422770866473e-05,2.7381654525263782e-05,0.004136050189314195,1.5570637288791402e-05,3.114127457727501e-05,3.0778950816617066e-16
KKThPINN,KKThPINN_n150_seg30_2constraints,17,0.0,0.0,150,3.5105755290389256e-05,3.2608444565756966e-05,8.219802326943152e-05,8.796597392995962e-05,0.006411262386939622,7.948070878638283e-05,0.0001589614175724123,3.5338795382041815e-16
KKThPINN,KKThPINN_n150_seg30_2constraints,18,0.0,0.0,150,8.762778000716099e-06,9.350993592299633e-06,4.125937715352412e-05,2.8740949516329962e-05,0.0026985963890421884,3.6737451707669015e-05,7.347490341504809e-05,2.8994663812755204e-16
KKThPINN,KKThPINN_n150_seg30_2constraints,19,0.0,0.0,150,7.847384763240333e-06,9.001674545125236e-06,5.875860221314933e-05,4.5093693726139546e-05,0.0031786899148043197,4.593490252183376e-05,9.186980504337659e-05,2.909379086852531e-16
KKThPINN,KKThPINN_n150_seg30_2constraints,20,0.0,0.0,150,3.0039567475482483e-05,2.913247250448023e-05,8.707150454672838e-05,7.800686130364696e-05,0.005990446403958762,7.035158021184781e-05,0.00014070316042340568,2.8994663812755204e-16
KKThPINN,KKThPINN_n150_seg30_2constraints,21,0.0,0.0,150,1.2906394717923304e-05,1.7670352102291068e-05,2.3347813264508812e-05,1.3072953479452024e-05,0.003647257608181843,1.8536525658944744e-05,3.707305131761144e-05,2.7805139143513964e-16
KKThPINN,KKThPINN_n150_seg30_2constraints,22,0.0,0.0,150,2.932871253478751e-05,2.9751464763511754e-05,2.5498814376788067e-05,1.6883298998601947e-05,0.005677902893310768,2.66061117099126e-05,5.321222341950106e-05,3.241454723682377e-16
KKThPINN,KKThPINN_n150_seg30_2constraints,23,0.0,0.0,150,1.7705372368818838e-05,1.8518999843396666e-05,3.852226788211219e-05,3.4683015930961296e-05,0.004022050814970168,2.4198371486642616e-05,4.839674297297496e-05,3.102676845604232e-16
KKThPINN,KKThPINN_n150_seg30_2constraints,24,0.0,0.0,150,1.0735198855144224e-05,1.3705436782622362e-05,2.7529339207133543e-05,1.6904620175370757e-05,0.0034105243777810936,1.8740147551269543e-05,3.7480295102221875e-05,3.1720657846433045e-16
KKThPINN,KKThPINN_n150_seg30_2constraints,25,0.0,0.0,150,5.179053900333557e-06,6.465483407925845e-06,6.4465350307267e-05,4.252952002499378e-05,0.0028533911343327028,3.9685363749921674e-05,7.937072749959355e-05,2.498001805406602e-16
KKThPINN,KKThPINN_n150_seg30_2constraints,26,0.0,0.0,150,3.9079045951962006e-05,3.517249678131486e-05,8.37148105274764e-05,7.241433168307169e-05,0.006563866695789411,8.222800694364846e-05,0.00016445601388699802,2.988680731468613e-16
