mode,mu_rxn,mu_mb,label_value,run,model_id,rmse_total,violation,violation_rxn,violation_mb
mb_only,0.0,0.1,0.1,6,PINN_rxn0p0_mb0p1,0.0141030205075182,0.0544411788587988,0.1020534860151776,0.0068288717024199
mb_only,0.0,0.1,0.1,7,PINN_rxn0p0_mb0p1,0.0146476306717363,0.0586762258818241,0.113204957125753,0.0041474946378953
mb_only,0.0,0.1,0.1,8,PINN_rxn0p0_mb0p1,0.0093204480895002,0.0400448791778447,0.0775785632854564,0.0025111950702329
mb_only,0.0,0.1,0.1,9,PINN_rxn0p0_mb0p1,0.0097366870157287,0.0373009046729454,0.0726031319836185,0.0019986773622724
mb_only,0.0,0.2,0.2,0,PINN_rxn0p0_mb0p2,0.0188988398752324,0.0712295247515539,0.1389339358712344,0.0035251136318733
mb_only,0.0,0.2,0.2,1,PINN_rxn0p0_mb0p2,0.0157949471773156,0.0678712539069569,0.1340074567546574,0.0017350510592563
mb_only,0.0,0.2,0.2,2,PINN_rxn0p0_mb0p2,0.0086365043785221,0.0355348650993335,0.0689503863002354,0.0021193438984317
mb_only,0.0,0.2,0.2,3,PINN_rxn0p0_mb0p2,0.0100559093141171,0.0435018308480351,0.0856517025113929,0.0013519591846774
mb_only,0.0,0.2,0.2,4,PINN_rxn0p0_mb0p2,0.0116502470662841,0.0569097535525421,0.1090265844964102,0.004792922608674
mb_only,0.0,0.2,0.2,5,PINN_rxn0p0_mb0p2,0.0169657829789687,0.0789685451551705,0.1550044873022806,0.0029326030080605
mb_only,0.0,0.2,0.2,6,PINN_rxn0p0_mb0p2,0.0150779842127237,0.0768517094776506,0.1474839486809294,0.0062194702743719
mb_only,0.0,0.2,0.2,7,PINN_rxn0p0_mb0p2,0.011520913914017,0.04774550616803,0.0906494664487985,0.0048415458872614
mb_only,0.0,0.2,0.2,8,PINN_rxn0p0_mb0p2,0.0147894913017215,0.0692044551477105,0.1374856402239551,0.0009232700714659
mb_only,0.0,0.2,0.2,9,PINN_rxn0p0_mb0p2,0.0167447649447622,0.0808967048550253,0.1615850645847279,0.0002083451253228
mb_only,0.0,0.5,0.5,0,PINN_rxn0p0_mb0p5,0.0322652695328776,0.075247034620135,0.1499872429802076,0.0005068262600624
mb_only,0.0,0.5,0.5,1,PINN_rxn0p0_mb0p5,0.0157753306212508,0.0663658385519458,0.1272829099818251,0.0054487671220665
mb_only,0.0,0.5,0.5,2,PINN_rxn0p0_mb0p5,0.0119915807106514,0.0455066988894009,0.0885826729290047,0.002430724849797
mb_only,0.0,0.5,0.5,3,PINN_rxn0p0_mb0p5,0.0298473311169763,0.0698256851274775,0.1359228097927216,0.0037285604622334
mb_only,0.0,0.5,0.5,4,PINN_rxn0p0_mb0p5,0.0165711182884695,0.0766088702799163,0.1514621787970687,0.0017555617627639
mb_only,0.0,0.5,0.5,5,PINN_rxn0p0_mb0p5,0.0100006276889531,0.0416884422216242,0.0775786774971887,0.0057982069460597
mb_only,0.0,0.5,0.5,6,PINN_rxn0p0_mb0p5,0.0058844912045175,0.018875799593517,0.0303170571460782,0.0074345420409559
mb_only,0.0,0.5,0.5,7,PINN_rxn0p0_mb0p5,0.0126792644197309,0.0615374079671663,0.1207469386315617,0.0023278773027708
mb_only,0.0,0.5,0.5,8,PINN_rxn0p0_mb0p5,0.0171951368342192,0.0803167322718971,0.1562518951503727,0.0043815693934216
mb_only,0.0,0.5,0.5,9,PINN_rxn0p0_mb0p5,0.0170854651032057,0.0681827743202217,0.1338570805778496,0.0025084680625938
mb_only,0.0,1.0,1.0,0,PINN_rxn0p0_mb1p0,0.0110926067878194,0.0343926797227046,0.0680879343823598,0.0006974250630495
mb_only,0.0,1.0,1.0,1,PINN_rxn0p0_mb1p0,0.0304834766170352,0.0582353470520573,0.1112473258243681,0.0052233682797464
mb_only,0.0,1.0,1.0,2,PINN_rxn0p0_mb1p0,0.0200117194485074,0.0792216684743163,0.1565513825516488,0.0018919543969837
mb_only,0.0,1.0,1.0,3,PINN_rxn0p0_mb1p0,0.0652341869208647,0.185732776242367,0.3664009788267295,0.0050645736580045
mb_only,0.0,1.0,1.0,4,PINN_rxn0p0_mb1p0,0.0191926927899148,0.0619341903018302,0.119760665050201,0.0041077155534595
mb_only,0.0,1.0,1.0,5,PINN_rxn0p0_mb1p0,0.0466308201331973,0.1379396518886885,0.2733206387106551,0.0025586650667219
mb_only,0.0,1.0,1.0,6,PINN_rxn0p0_mb1p0,0.0170750701768795,0.0758017487775852,0.1486002065388447,0.0030032910163257
mb_only,0.0,1.0,1.0,7,PINN_rxn0p0_mb1p0,0.0327656681949297,0.1159838446935035,0.2274441941185164,0.0045234952684908
mb_only,0.0,1.0,1.0,8,PINN_rxn0p0_mb1p0,0.0168474029562811,0.0609609915016654,0.1205418847725722,0.0013800982307586
mb_only,0.0,1.0,1.0,9,PINN_rxn0p0_mb1p0,0.0190216457104283,0.0793913045086234,0.1578883695155194,0.0008942395017274
mb_only,0.0,2.0,2.0,0,PINN_rxn0p0_mb2p0,0.08785898804511,0.1382052450767618,0.2725404956055479,0.0038699945479757
mb_only,0.0,2.0,2.0,1,PINN_rxn0p0_mb2p0,0.0945360244460423,0.1514259964876488,0.3017828353523406,0.0010691576229569
mb_only,0.0,2.0,2.0,2,PINN_rxn0p0_mb2p0,0.0162201438265702,0.0750846393683036,0.1481287752308503,0.002040503505757
mb_only,0.0,2.0,2.0,3,PINN_rxn0p0_mb2p0,0.0355488604847705,0.0831919794937361,0.1647348351511779,0.0016491238362943
mb_only,0.0,2.0,2.0,4,PINN_rxn0p0_mb2p0,0.070871543448207,0.0989878109693141,0.194038745689769,0.0039368762488592
mb_only,0.0,2.0,2.0,5,PINN_rxn0p0_mb2p0,0.0233450073139229,0.06160375899718,0.1183035598514209,0.004903958142939
mb_only,0.0,2.0,2.0,6,PINN_rxn0p0_mb2p0,0.0612811987759812,0.0952104199586657,0.1846362959881902,0.0057845439291413
mb_only,0.0,2.0,2.0,7,PINN_rxn0p0_mb2p0,0.1072050307655934,0.1315988219507843,0.2589215770026118,0.0042760668989566
mb_only,0.0,2.0,2.0,8,PINN_rxn0p0_mb2p0,0.0858482223564433,0.1092883876009772,0.2128635691298088,0.0057132060721457
mb_only,0.0,2.0,2.0,9,PINN_rxn0p0_mb2p0,0.0886376720304466,0.1245741074638706,0.2428214096673688,0.0063268052603725
mb_only,0.0,5.0,5.0,0,PINN_rxn0p0_mb5p0,0.1155618222618317,0.1444074562856273,0.2848964635969092,0.0039184489743453
mb_only,0.0,5.0,5.0,1,PINN_rxn0p0_mb5p0,0.0430770369662756,0.053101031261572,0.1045107719933295,0.0016912905298145
mb_only,0.0,5.0,5.0,2,PINN_rxn0p0_mb5p0,0.0931675421172567,0.2337398797468056,0.4655005664317538,0.0019791930618574
mb_only,0.0,5.0,5.0,3,PINN_rxn0p0_mb5p0,0.1157836395301279,0.1357701356180249,0.2670227527283564,0.0045175185076934
mb_only,0.0,5.0,5.0,4,PINN_rxn0p0_mb5p0,0.096196033600804,0.1644390225156302,0.3260806961817427,0.0027973488495178
mb_only,0.0,5.0,5.0,5,PINN_rxn0p0_mb5p0,0.1071491016007561,0.2553640405229826,0.5038676835053918,0.0068603975405735
mb_only,0.0,5.0,5.0,6,PINN_rxn0p0_mb5p0,0.1119068078440424,0.1809725315213542,0.3599796830443742,0.0019653799983343
mb_only,0.0,5.0,5.0,7,PINN_rxn0p0_mb5p0,0.0527686344879945,0.0876352961865622,0.1730170588932731,0.0022535334798513
mb_only,0.0,5.0,5.0,8,PINN_rxn0p0_mb5p0,0.0887626475460205,0.2014310572551824,0.399716065947941,0.0031460485624237
mb_only,0.0,5.0,5.0,9,PINN_rxn0p0_mb5p0,0.0977632082439871,0.1800272911097327,0.3557588996068481,0.0042956826126173
mb_only,0.0,10.0,10.0,0,PINN_rxn0p0_mb10p0,0.1281053378488917,0.2632761561151368,0.5237001510481024,0.0028521611821713
mb_only,0.0,10.0,10.0,1,PINN_rxn0p0_mb10p0,0.1304707341110996,0.0615941506614482,0.1208853809448186,0.0023029203780778
mb_only,0.0,10.0,10.0,2,PINN_rxn0p0_mb10p0,0.1191528262064966,0.0547796725442518,0.1046587714658873,0.0049005736226164
mb_only,0.0,10.0,10.0,3,PINN_rxn0p0_mb10p0,0.1136730803671768,0.0775244251365418,0.1527246996114931,0.0023241506615907
mb_only,0.0,10.0,10.0,4,PINN_rxn0p0_mb10p0,0.1504530427191484,0.2873358739473191,0.5729441166690994,0.0017276312255388
mb_only,0.0,10.0,10.0,5,PINN_rxn0p0_mb10p0,0.1212387880973518,0.1511881029032775,0.2996294043281494,0.0027468014784057
mb_only,0.0,10.0,10.0,6,PINN_rxn0p0_mb10p0,0.0587552261710737,0.1455229460545327,0.2886391996731081,0.0024066924359573
mb_only,0.0,10.0,10.0,7,PINN_rxn0p0_mb10p0,0.1087665207233676,0.3275769590894833,0.6528813628426993,0.0022725553362675
mb_only,0.0,10.0,10.0,8,PINN_rxn0p0_mb10p0,0.1174655696124673,0.0623299898677617,0.1213513004257316,0.0033086793097918
mb_only,0.0,10.0,10.0,9,PINN_rxn0p0_mb10p0,0.0642031627774841,0.2094174951815074,0.4162449746298983,0.0025900157331166
scale_both,0.1,0.1,1.0,3,PINN_rxn0p1_mb0p1,0.0089184030573348,0.0158214975961698,0.0182842862904488,0.0133587089018909
scale_both,0.1,0.1,1.0,4,PINN_rxn0p1_mb0p1,0.0207418408503011,0.0315654480047258,0.0497766516742067,0.0133542443352448
scale_both,0.1,0.1,1.0,5,PINN_rxn0p1_mb0p1,0.0192119812793303,0.0226599259704337,0.0267647093729158,0.0185551425679515
scale_both,0.1,0.1,1.0,6,PINN_rxn0p1_mb0p1,0.0172560592708397,0.0171057620887353,0.0237343620488527,0.010477162128618
scale_both,0.1,0.1,1.0,7,PINN_rxn0p1_mb0p1,0.0147523895371787,0.0199818414084951,0.019272047111772,0.0206916357052181
scale_both,0.1,0.1,1.0,8,PINN_rxn0p1_mb0p1,0.0106436254664876,0.0147465308638182,0.0114267242445951,0.0180663374830413
scale_both,0.1,0.1,1.0,9,PINN_rxn0p1_mb0p1,0.0115279161621125,0.0112455824057001,0.012183925045796,0.0103072397656042
scale_both,0.1,0.2,1.0,0,PINN_rxn0p1_mb0p2,0.0304303790063198,0.0562413960603023,0.1069848858541388,0.0054979062664658
scale_both,0.1,0.2,1.0,1,PINN_rxn0p1_mb0p2,0.03171394589411,0.0514296817079011,0.0966386368185233,0.0062207265972788
scale_both,0.1,0.2,1.0,2,PINN_rxn0p1_mb0p2,0.0123958748150836,0.0144486392169255,0.0193023778208495,0.0095949006130016
scale_both,0.1,0.01,1.0,0,PINN_rxn0p1_mb0p01,0.0164220409123571,0.0178446750169007,0.0209556410515319,0.0147337089822696
scale_both,0.1,0.01,1.0,1,PINN_rxn0p1_mb0p01,0.014450636076143,0.0258093903108228,0.035179122766641,0.0164396578550046
scale_both,0.1,0.01,1.0,2,PINN_rxn0p1_mb0p01,0.0109894634018282,0.0163130163428994,0.0164769789444324,0.0161490537413664
scale_both,0.1,0.5,1.0,0,PINN_rxn0p1_mb0p5,0.0525165837870675,0.0337350322339317,0.0636653745980444,0.0038046898698189
scale_both,0.1,0.5,1.0,1,PINN_rxn0p1_mb0p5,0.0204044550451344,0.0280349353946053,0.0465202985922923,0.0095495721969183
scale_both,0.1,0.5,1.0,2,PINN_rxn0p1_mb0p5,0.0229746533316158,0.0337065559545279,0.0529999329005607,0.0144131790084951
scale_both,0.2,0.5,1.0,0,PINN_rxn0p2_mb0p5,0.0394367494911111,0.0306386936761891,0.054409586982963,0.0068678003694152
scale_both,0.2,0.5,1.0,1,PINN_rxn0p2_mb0p5,0.0160224495839449,0.0106840527077204,0.0135758695753408,0.0077922358401001
scale_both,0.2,0.5,1.0,2,PINN_rxn0p2_mb0p5,0.0128454250503708,0.013304641893844,0.0176255851032819,0.0089836986844062
scale_both,0.5,0.2,1.0,0,PINN_rxn0p5_mb0p2,0.0132191107070108,0.0107858315074282,0.0054192638654931,0.0161523991493633
scale_both,0.5,0.2,1.0,1,PINN_rxn0p5_mb0p2,0.0235908391632102,0.0108764522388117,0.0149736544552923,0.0067792500223311
scale_both,0.5,0.2,1.0,2,PINN_rxn0p5_mb0p2,0.0285601481937117,0.0120245787143702,0.0201063634147427,0.0039427940139978
scale_both,0.5,0.5,1.0,0,PINN_rxn0p5_mb0p5,0.0525408343733953,0.0298047912041204,0.0497644749795545,0.0098451074286863
scale_both,0.5,0.5,1.0,1,PINN_rxn0p5_mb0p5,0.0386229959523866,0.0141211935643478,0.0210894060528176,0.0071529810758779
scale_both,0.5,0.5,1.0,2,PINN_rxn0p5_mb0p5,0.0421155033625231,0.0274688094859259,0.0388103841501117,0.01612723482174
scale_both,0.5,0.01,1.0,0,PINN_rxn0p5_mb0p01,0.0347008897492367,0.01716858663885,0.0215040877121443,0.0128330855655557
scale_both,0.5,0.01,1.0,1,PINN_rxn0p5_mb0p01,0.0064189020922529,0.0044739540909337,0.0056455549913031,0.0033023531905643
scale_both,0.5,0.01,1.0,2,PINN_rxn0p5_mb0p01,0.0148747372980054,0.017203907497861,0.0072117373055011,0.0271960776902209
scale_both,0.05,0.01,0.1,0,PINN_rxn0p05_mb0p010000000000000002,0.0070410520886941,0.0122013298780685,0.0107392446026026,0.0136634151535344
scale_both,0.05,0.01,0.1,1,PINN_rxn0p05_mb0p010000000000000002,0.0062914262309004,0.0136636282417126,0.0201835757320453,0.0071436807513798
scale_both,0.05,0.01,0.1,2,PINN_rxn0p05_mb0p010000000000000002,0.0054629286899963,0.0083609623755098,0.0100540165782535,0.0066679081727662
scale_both,0.25,0.05,0.5,0,PINN_rxn0p25_mb0p05,0.0102874260210843,0.0095297961127428,0.0150242824789149,0.0040353097465708
scale_both,0.25,0.05,0.5,1,PINN_rxn0p25_mb0p05,0.0229095578889395,0.0257033078417501,0.0173630268163559,0.0340435888671442
scale_both,0.25,0.05,0.5,2,PINN_rxn0p25_mb0p05,0.0087640775338872,0.0140029429230997,0.0139771802012745,0.0140287056449249
scale_both,0.5,0.1,1.0,0,PINN_rxn0p5_mb0p1,0.0166133008259595,0.0218628190525184,0.0109802151462182,0.0327454229588186
scale_both,0.5,0.1,1.0,1,PINN_rxn0p5_mb0p1,0.0172865581420954,0.0206084302423178,0.013155380198029,0.0280614802866066
scale_both,0.5,0.1,1.0,2,PINN_rxn0p5_mb0p1,0.013598053349848,0.0157037279253278,0.0122405875116372,0.0191668683390184
scale_both,1.0,0.2,2.0,0,PINN_rxn1p0_mb0p2,0.0638649072704241,0.0230691995826993,0.0314595521965665,0.0146788469688322
scale_both,1.0,0.2,2.0,1,PINN_rxn1p0_mb0p2,0.0368528314293553,0.0112069939977938,0.0142403184905266,0.008173669505061
scale_both,1.0,0.2,2.0,2,PINN_rxn1p0_mb0p2,0.0243520489664958,0.0140173781068743,0.0098267952648274,0.0182079609489212
scale_both,2.5,0.5,5.0,0,PINN_rxn2p5_mb0p5,0.0734833003365379,0.0057989542073843,0.0072109272724864,0.0043869811422822
scale_both,2.5,0.5,5.0,1,PINN_rxn2p5_mb0p5,0.0777313176148715,0.0147386919945325,0.020124592957131,0.0093527910319339
scale_both,2.5,0.5,5.0,2,PINN_rxn2p5_mb0p5,0.0423854593651804,0.0092365305660501,0.0099253593198805,0.0085477018122197
scale_both,0.02,0.01,0.1,0,PINN_rxn0p020000000000000004_mb0p010000000000000002,0.0087691599529889,0.0231093786181309,0.0319922579697575,0.0142264992665044
scale_both,0.02,0.01,0.1,1,PINN_rxn0p020000000000000004_mb0p010000000000000002,0.0033776703735849,0.0095021654609133,0.0155432504355079,0.0034610804863187
scale_both,0.02,0.01,0.1,2,PINN_rxn0p020000000000000004_mb0p010000000000000002,0.0127918460822051,0.0391971296204843,0.0680149606816398,0.0103792985593287
scale_both,0.1,0.05,0.5,0,PINN_rxn0p1_mb0p05,0.0081841476947559,0.0107616573770893,0.0154925408245975,0.0060307739295811
scale_both,0.1,0.05,0.5,1,PINN_rxn0p1_mb0p05,0.0137004222773811,0.0140320422306651,0.0193768635801113,0.0086872208812189
scale_both,0.1,0.05,0.5,2,PINN_rxn0p1_mb0p05,0.010893181547585,0.0106653815649696,0.0095935913851912,0.011737171744748
scale_both,0.2,0.1,1.0,0,PINN_rxn0p2_mb0p1,0.0087516793078204,0.0089727079612934,0.008105243555832,0.0098401723667549
scale_both,0.2,0.1,1.0,1,PINN_rxn0p2_mb0p1,0.0171184135420447,0.0216586794135715,0.0165652644535181,0.0267520943736249
scale_both,0.2,0.1,1.0,2,PINN_rxn0p2_mb0p1,0.0084061105746211,0.0081380229539675,0.0094283692711163,0.0068476766368186
scale_both,0.4,0.2,2.0,0,PINN_rxn0p4_mb0p2,0.0179252571283366,0.0193988771874681,0.0135224273978371,0.0252753269770991
scale_both,0.4,0.2,2.0,1,PINN_rxn0p4_mb0p2,0.0114672994145243,0.0071706288674774,0.0065115145128966,0.0078297432220583
scale_both,0.4,0.2,2.0,2,PINN_rxn0p4_mb0p2,0.0200302039058275,0.0106488887504453,0.009637564897011,0.0116602126038797
scale_both,1.0,0.5,5.0,0,PINN_rxn1p0_mb0p5,0.0216596154583944,0.012078394332279,0.0143590141933844,0.0097977744711736
scale_both,1.0,0.5,5.0,1,PINN_rxn1p0_mb0p5,0.0211616918155901,0.0126541662773934,0.0140783889895283,0.0112299435652585
scale_both,1.0,0.5,5.0,2,PINN_rxn1p0_mb0p5,0.0247982886174288,0.014308763080047,0.0192156724677596,0.0094018536923344
scale_both,0.02,0.02,0.1,0,PINN_rxn0p020000000000000004_mb0p020000000000000004,0.014586987984187,0.051315300209146,0.0915363535670017,0.0110942468512903
scale_both,0.02,0.02,0.1,1,PINN_rxn0p020000000000000004_mb0p020000000000000004,0.0123287415857894,0.0372827501623766,0.0563331900305868,0.0182323102941665
scale_both,0.02,0.02,0.1,2,PINN_rxn0p020000000000000004_mb0p020000000000000004,0.0153428898780298,0.0446898073037279,0.0785708535436599,0.0108087610637959
scale_both,0.020000000000000004,0.020000000000000004,0.1,0,PINN_rxn0p020000000000000004_mb0p020000000000000004,0.01458698798418704,0.05131530020914604,0.09153635356700171,0.011094246851290372
scale_both,0.020000000000000004,0.020000000000000004,0.1,1,PINN_rxn0p020000000000000004_mb0p020000000000000004,0.012328741585789454,0.03728275016237666,0.0563331900305868,0.0182323102941665
scale_both,0.020000000000000004,0.020000000000000004,0.1,2,PINN_rxn0p020000000000000004_mb0p020000000000000004,0.015342889878029857,0.04468980730372796,0.07857085354365997,0.010808761063795951
scale_both,0.1,0.1,0.5,0,PINN_rxn0p1_mb0p1,0.008261124309658259,0.00805305772795541,0.009264204745568848,0.00684191071034197
scale_both,0.1,0.1,0.5,1,PINN_rxn0p1_mb0p1,0.010182096106250546,0.0148539808675726,0.016594032255290544,0.013113929479854652
scale_both,0.1,0.1,0.5,2,PINN_rxn0p1_mb0p1,0.009992260695730396,0.008343392154756359,0.011790308033559072,0.004896476275953647
scale_both,0.2,0.2,1.0,0,PINN_rxn0p2_mb0p2,0.015354409084749476,0.0185579373201784,0.016275748623538012,0.020840126016818783
scale_both,0.2,0.2,1.0,1,PINN_rxn0p2_mb0p2,0.022118950354948617,0.025184891279934604,0.026299828294442586,0.02406995426542662
scale_both,0.2,0.2,1.0,2,PINN_rxn0p2_mb0p2,0.025844860777854136,0.020796189299855092,0.034845664056756535,0.006746714542953652
scale_both,0.4,0.4,2.0,0,PINN_rxn0p4_mb0p4,0.04881596871863301,0.017793259823144898,0.022067613481272372,0.01351890616501742
scale_both,0.4,0.4,2.0,1,PINN_rxn0p4_mb0p4,0.027679626343109043,0.021518327141430725,0.024881273789162467,0.018155380493698987
scale_both,0.4,0.4,2.0,2,PINN_rxn0p4_mb0p4,0.04928973332477501,0.03153645677599125,0.056757047088582195,0.006315866463400297
scale_both,1.0,1.0,5.0,0,PINN_rxn1p0_mb1p0,0.07310740090245996,0.013797085015755056,0.02203842377180562,0.005555746259704493
scale_both,1.0,1.0,5.0,1,PINN_rxn1p0_mb1p0,0.08400186571542942,0.007684786990254575,0.011822270016243495,0.003547303964265656
scale_both,1.0,1.0,5.0,2,PINN_rxn1p0_mb1p0,0.018021635316186127,0.010322803969747702,0.014486789949193673,0.006158817990301732
