Model,ninner_0_RMSE_TOTAL,ninner_0_VIOL,ninner_0_VIOL_NL,ninner_0_TRAIN_TIME_SEC,ninner_0_EXP_TIME_SEC,ninner_1_RMSE_TOTAL,ninner_1_VIOL,ninner_1_VIOL_NL,ninner_1_TRAIN_TIME_SEC,ninner_1_EXP_TIME_SEC,ninner_2_RMSE_TOTAL,ninner_2_VIOL,ninner_2_VIOL_NL,ninner_2_TRAIN_TIME_SEC,ninner_2_EXP_TIME_SEC,ninner_5_RMSE_TOTAL,ninner_5_VIOL,ninner_5_VIOL_NL,ninner_5_TRAIN_TIME_SEC,ninner_5_EXP_TIME_SEC,ninner_10_RMSE_TOTAL,ninner_10_VIOL,ninner_10_VIOL_NL,ninner_10_TRAIN_TIME_SEC,ninner_10_EXP_TIME_SEC,ninner_15_RMSE_TOTAL,ninner_15_VIOL,ninner_15_VIOL_NL,ninner_15_TRAIN_TIME_SEC,ninner_15_EXP_TIME_SEC,ninner_20_RMSE_TOTAL,ninner_20_VIOL,ninner_20_VIOL_NL,ninner_20_TRAIN_TIME_SEC,ninner_20_EXP_TIME_SEC
NN,0.0198823523787029,0.0716270476054446,0.1294965625442874,12.411803365703673,0.004722,0.0158734084706284,0.0626686011749241,0.1195339373992848,13.363483085106129,0.005434,0.0125313700970869,0.0518664114384707,0.0977148839990205,14.6142916114768,0.005616,0.0060206197854648,0.0270612122628099,0.0505737040082192,18.924506177292205,0.00652,0.0030171536390238,0.0142697767400578,0.0274069887535334,28.59090623768512,0.008646,0.0022056680901612,0.0103932084524403,0.0200890974740196,35.99778017392848,0.010372,0.001709606638559,0.0079936888086653,0.0154092938227186,43.35787300257944,0.012448
KKThPINN,0.0079567633991061,8.05281767194781e-16,0.000284114946549,19.47836745997891,0.011844,0.0071629283078513,5.000166947155549e-16,0.0002176896886606,22.50148968169931,0.012786,0.0055096674337034,5.941080960525369e-16,0.0001757786028961,25.61600378608331,0.012996,0.0040246385012372,5.675645139054569e-16,8.164430331523453e-05,36.53583058744669,0.014994,0.0030666686690674,6.240286065661849e-16,9.4264242046462e-05,60.9545861361688,0.019048,0.00180611015931,5.471879563213545e-16,0.0001409413588747,79.73728454554454,0.0217759999999999,0.0014487288690835723,5.065546747494585e-16,0.00018456326090262226,98.55186133077368,0.025193999999999998
