projection_mae_scaled,projection_max_abs_scaled,projection_rmse_scaled,violation,violation_original_nonlinear
6.009638555014327e-06,0.00024157810227198873,2.5910071618213365e-05,6.24129537022036e-06,0.0008766063256189227
