a,c,d,e,f,g,h,i
-1.5674902340289147,-0.5674902340289146,-0.029239097364493802,11.354438935222431,-100000000000000.0*Ca*Cb**2*exp(-10825.114265095/T) - Ca + 1000000000000.0*(-Ca - Cb + 3)*exp(-9622.32379119557/T) + 1,-2.1349804680578295,-0.058478194728987604,22.708877870444862
