a,c,d,e,f,g,h,i
-9203.620180183025,-9202.62018017628,-15.6996900648453,18136.535769893893,-100000000000000.0*Ca*Cb**2*exp(-10825.114265095/T) - Ca + 1000000000000.0*(-Ca - Cb + 3)*exp(-9622.32379119557/T) + 1,-18406.24036035256,-31.3993801296906,36273.071539787794
