Model,ninner_0_RMSE_TOTAL,ninner_0_VIOL,ninner_0_VIOL_NL,ninner_0_TRAIN_TIME_SEC,ninner_0_EXP_TIME_SEC,ninner_1_RMSE_TOTAL,ninner_1_VIOL,ninner_1_VIOL_NL,ninner_1_TRAIN_TIME_SEC,ninner_1_EXP_TIME_SEC,ninner_2_RMSE_TOTAL,ninner_2_VIOL,ninner_2_VIOL_NL,ninner_2_TRAIN_TIME_SEC,ninner_2_EXP_TIME_SEC
NN,0.0193627184796909,0.0693148762026342,0.1268372435334301,12.03882300321944,0.004488,0.0155737402782329,0.0639271538361129,0.1205204063131727,13.448804878122171,0.0055,0.0130781774055344,0.053047389239843,0.0996665772841833,14.7570211725845,0.005588
KKThPINN,0.0077443793859134,7.8585286426384e-16,0.0002754312171981,19.206723049201536,0.011262,0.0070978843373605,4.631711680858075e-16,0.0001850679822539,22.64448457970749,0.0132139999999999,0.005358920966195318,5.911937606128959e-16,0.00017111651184892495,25.843973109326324,0.013432
