Model,104_EXP_TIME_SEC,104_RMSE_TOTAL,104_TRAIN_TIME_SEC,104_VIOL,104_VIOL_NL,125_EXP_TIME_SEC,125_RMSE_TOTAL,125_TRAIN_TIME_SEC,125_VIOL,125_VIOL_NL,146_EXP_TIME_SEC,146_RMSE_TOTAL,146_TRAIN_TIME_SEC,146_VIOL,146_VIOL_NL,209_EXP_TIME_SEC,209_RMSE_TOTAL,209_TRAIN_TIME_SEC,209_VIOL,209_VIOL_NL,314_EXP_TIME_SEC,314_RMSE_TOTAL,314_TRAIN_TIME_SEC,314_VIOL,314_VIOL_NL,419_EXP_TIME_SEC,419_RMSE_TOTAL,419_TRAIN_TIME_SEC,419_VIOL,419_VIOL_NL
NN,0.006166,0.1014358750254735,15.127845943658611,58.20582109451294,63.92043118640781,0.005984,0.0896357790891743,16.09052535469178,42.82419503211975,40.90939567804337,0.0058259999999999,0.0802637715866461,17.22507446571253,38.49571947097778,42.39042844295502,0.0068779999999999,0.06467451839734,20.6887417770084,37.52040323257447,41.07543366273244,0.008116,0.0389772854160202,26.69199485362508,17.33207396030426,22.913946248590943,0.01019,0.0250882840689851,33.511855159890835,8.57076902627945,9.649608354065569
KKThPINN,0.012218,0.0452271228761045,26.67331871675793,2.286976275444031,1.6831531712412835,0.0119139999999999,0.0360456318251309,28.405060268524103,0.5682957923412323,1.1788255736231803,0.011802,0.0315597467253643,31.697608026051896,0.3397647687792778,0.6912405900657177,0.013292,0.048273582214352,40.08531675485428,0.4232130181789398,0.4805221598843733,0.015108,0.0251892245311822,54.67239121187944,0.0556854959204793,0.9631485605984926,0.018734,0.01944476716418787,71.00266176112461,0.07949096221476794,0.7205340183076138
