region_id,T,Cao,message
1,289.9999694824219,1.0,"The iteration is not making good progress, as measured by the 
  improvement from the last ten iterations."
6,350.0,0.8666666746139526,"The iteration is not making good progress, as measured by the 
  improvement from the last ten iterations."
20,450.0,1.1333333253860474,"The iteration is not making good progress, as measured by the 
  improvement from the last ten iterations."
