Cao,Ca,Cb,Cc,region_id,residual_nonlinear,residual_linearized,linearization_error,abs_linearization_error
0.5,0.1926536083226605,1.385307216645321,0.9220391750320184,0,2.220446049250313e-16,0.013900055021033975,0.013900055021033753,0.013900055021033753
0.505555555556,0.1956732961895481,1.3802354812670965,0.929646778099355,0,1.5543122344752192e-15,0.00547372540805809,0.005473725408056536,0.005473725408056536
0.509090909091,0.1976041842684988,1.377026550354998,0.9344601744675032,0,-4.440892098500626e-16,-3.330669073875722e-16,1.1102230246249041e-16,1.1102230246249041e-16
0.516666666667,0.2017659451646647,1.3701985569953294,0.9447021645070056,0,6.661338147750939e-16,-0.012019898671806223,-0.012019898671806889,0.012019898671806889
0.527272727273,0.207647324281245,1.3607491940164895,0.9588762089752652,1,4.440892098500626e-16,0.0,-4.440892098500626e-16,4.440892098500626e-16
0.527777777778,0.207928977931707,1.360302400307414,0.9595463995388788,1,6.661338147750939e-16,-0.0007709884722830584,-0.0007709884722837245,0.0007709884722837245
0.538888888889,0.2141616033598492,1.3505454289416985,0.9741818565874524,2,-2.220446049250313e-16,0.009638138638299737,0.009638138638299959,0.009638138638299959
0.545454545455,0.2178769030987616,1.3448447152875231,0.9827329270687152,2,8.881784197001252e-16,1.2212453270876217e-15,3.3306690738749648e-16,3.3306690738749648e-16
0.55,0.2204630151958704,1.3409260303917407,0.9886109544123888,2,4.440892098500626e-16,-0.006840572567630517,-0.006840572567630961,0.006840572567630961
0.561111111111,0.2268323936324467,1.3314425650428934,1.0028361524356602,3,-2.220446049250313e-16,0.0036547500670791704,0.0036547500670793924,0.0036547500670793924
0.563636363636,0.2282893725463853,1.3293060178207703,1.0060409732688445,3,6.661338147750939e-16,6.661338147751444e-16,5.048709793414476e-29,5.048709793414476e-29
0.572222222222,0.2332689068355066,1.3220933692270134,1.01685994615948,3,4.440892098500626e-16,-0.012736285134702673,-0.012736285134703117,0.012736285134703117
0.581818181818,0.2388810936903164,1.314125823744633,1.0288112643830505,4,8.881784197001252e-16,7.771561172376096e-16,-1.1102230246251565e-16,1.1102230246251565e-16
0.583333333333,0.2397717124272943,1.3128767581885885,1.0306848627171177,4,0.0,-0.0021617051491496573,-0.0021617051491496573,0.0021617051491496573
0.594444444444,0.2463399589222531,1.3037910289565064,1.0443134565652403,5,8.881784197001252e-16,0.007619799468585011,0.007619799468584123,0.007619799468584123
0.6,0.2496483542712737,1.2992967085425475,1.0510549371861788,5,2.220446049250313e-16,-1.1102230246251565e-16,-3.3306690738754696e-16,3.3306690738754696e-16
0.605555555556,0.2529727871138988,1.2948344631157978,1.0577483053263033,5,2.220446049250313e-16,-0.00781281704906148,-0.007812817049061702,0.007812817049061702
0.616666666667,0.2596693314070854,1.2860053294801708,1.0709920057797435,6,4.440892098500626e-16,0.002048689630048208,0.0020486896300477638,0.0020486896300477638
