region_id,C_low,C_high,n_points,mean_abs_linearization_error,rmse_linearization_error,max_abs_linearization_error,mean_abs_nonlinear_residual,mean_abs_linearized_residual
0,0.5,0.5909090909090909,14,0.03475728163795765,0.04006354766523685,0.06113710118945444,5.551115123125783e-16,0.034757281637957764
1,0.5909090909090909,0.6818181818181819,14,0.029962277935839783,0.034393787721843865,0.05209346467767974,4.916701966197122e-16,0.029962277935839894
2,0.6818181818181819,0.7727272727272727,14,0.02794883376307496,0.03275802761986509,0.05829426509153321,5.392511833893617e-16,0.027948833763075116
3,0.7727272727272727,0.8636363636363636,13,0.02341306448393153,0.027539729065830985,0.049399674510361244,6.832141690000964e-16,0.023413064483931805
4,0.8636363636363636,0.9545454545454546,13,0.020796100670334525,0.024260910632692093,0.04186894926432039,4.782499183000674e-16,0.020796100670334387
5,0.9545454545454546,1.0454545454545454,13,0.018535815490049914,0.021525235189659864,0.03551459252804731,6.148927521000867e-16,0.018535815490049984
6,1.0454545454545454,1.1363636363636362,13,0.016586699407860825,0.01924690604812687,0.030156792766840898,5.978123978750843e-16,0.016586699407860537
7,1.1363636363636362,1.2272727272727273,14,0.015808817776922286,0.0182685665767211,0.027557897180694818,7.137148015447435e-16,0.01580881777692243
8,1.2272727272727273,1.3181818181818183,14,0.014665477522299977,0.01715648958162563,0.029824253799795863,8.723180907769087e-16,0.014665477522300597
9,1.3181818181818183,1.4090909090909092,14,0.01280804906616137,0.014799076565180574,0.025797837712524155,5.709718412357948e-16,0.012808049066161243
10,1.4090909090909092,1.5,14,0.012452259563247756,0.014539140383993409,0.025732135267797385,6.026924990822279e-16,0.012452259563247628
