nC_regions,num_regions,NN_RMSE_mean,NN_RMSE_ci95,KKThPINN_RMSE_mean,KKThPINN_RMSE_ci95,NN_Experiment_Time_sec_mean,NN_Experiment_Time_sec_ci95,KKThPINN_Experiment_Time_sec_mean,KKThPINN_Experiment_Time_sec_ci95,NN_PL_Violation_mean,NN_PL_Violation_ci95,KKThPINN_PL_Violation_mean,KKThPINN_PL_Violation_ci95,NN_Original_Nonlinear_Violation_mean,NN_Original_Nonlinear_Violation_ci95,KKThPINN_Original_Nonlinear_Violation_mean,KKThPINN_Original_Nonlinear_Violation_ci95,NN_Experiment_Time_sec_pooled_mean,NN_Experiment_Time_sec_pooled_ci95,NN_Original_Nonlinear_Violation_pooled_mean,NN_Original_Nonlinear_Violation_pooled_ci95,NN_RMSE_pooled_mean,NN_RMSE_pooled_ci95
1,1,0.002846181365171142,0.0008116709235971401,0.0226491837800942,1.4390471081602083e-06,0.003432,2.2561079411155375e-05,0.004044,5.8033220004918415e-05,0.09305106043815609,0.0008857848660136078,2.619028106209953e-07,1.268950553240381e-08,0.013411175776272965,0.004158343193442271,0.0915430103242397,1.991000219857569e-05,0.004056499999999999,6.822661074494062e-05,0.011906303749419702,0.0009228846001670389,0.0025218443002188833,0.0001795519952567206
2,2,0.0024013040497730116,0.00032240028633705745,0.005792811026984052,9.869357786153064e-06,0.003592,4.13398334495158e-05,0.004377999999999999,2.9994249105005833e-05,0.02517580062150951,0.0006764116832637414,2.6770432668854484e-07,1.2925297494349804e-08,0.011299386965110857,0.0017181006961783543,0.022883909009396984,1.8541949803337547e-05,0.004056499999999999,6.822661074494062e-05,0.011906303749419702,0.0009228846001670389,0.0025218443002188833,0.0001795519952567206
3,3,0.002809497000029062,0.0006131597971424826,0.0031189134003915537,6.311114536180204e-05,0.003596,3.036021269019875e-05,0.00462,3.0381921818957853e-05,0.019178866986185268,0.0030701447164538684,2.1127859866965082e-07,1.1286403990306681e-08,0.013552599623799278,0.0031558976632072625,0.013281132280826518,3.327247848817032e-05,0.004056499999999999,6.822661074494062e-05,0.011906303749419702,0.0009228846001670389,0.0025218443002188833,0.0001795519952567206
5,5,0.002737857340959094,0.000639831245512913,0.001325577686802622,0.00010182046814320223,0.0036200000000000004,2.812819388970941e-05,0.005256,0.00012594501552541648,0.01343707577325399,0.0032409631763799093,3.475348145798307e-07,1.660067181379268e-08,0.012892972864210556,0.0032565176012969944,0.004179641613736697,2.7397275485037843e-05,0.004056499999999999,6.822661074494062e-05,0.011906303749419702,0.0009228846001670389,0.0025218443002188833,0.0001795519952567206
11,11,0.002389240500423578,0.0002837342924673639,0.000820997192476562,9.284087405478035e-05,0.0038460000000000005,0.00013638186209676895,0.006652,0.00016313139988826327,0.011328348349779797,0.0014546898818185458,3.276268643048752e-07,1.2678506947643557e-08,0.01126810736954207,0.0014378543207680943,0.000811797139467622,6.35968318032897e-06,0.004056499999999999,6.822661074494062e-05,0.011906303749419702,0.0009228846001670389,0.0025218443002188833,0.0001795519952567206
30,30,0.002712656001154974,0.0006169226013701736,0.001040859155757468,0.00011884629598462507,0.0041719999999999995,2.6336562776473115e-05,0.010722000000000004,7.06222154762561e-05,0.012879182044416612,0.003214057051175306,3.471374515129355e-07,1.432146750496974e-08,0.012851714431308165,0.003201023921224391,0.00010426378270491175,4.382534666078255e-06,0.004056499999999999,6.822661074494062e-05,0.011906303749419702,0.0009228846001670389,0.0025218443002188833,0.0001795519952567206
55,55,0.0021304151576802,0.00021775113186007448,0.001421913271082924,0.00016792919916935403,0.004719999999999999,3.396802123713687e-05,0.016596,0.00029556696045168957,0.00975962503813202,0.0011112577910193469,3.6263466029140546e-07,1.2693888509584133e-08,0.009752316419035149,0.0011104782697985921,1.322825744864531e-05,1.5898970831709708e-06,0.004056499999999999,6.822661074494062e-05,0.011906303749419702,0.0009228846001670389,0.0025218443002188833,0.0001795519952567206
90,90,0.002147602986560008,0.00029775550524059114,0.001269732524562952,0.00010594498581366105,0.0054740000000000014,5.2248956165360205e-05,0.025253999999999995,0.0003248578072976304,0.010231665521860079,0.0015430561782343575,3.7912527716343903e-07,1.3920891692443438e-08,0.010222156546078578,0.0015410564608167982,5.432089158148301e-06,1.181056093611273e-06,0.004056499999999999,6.822661074494062e-05,0.011906303749419702,0.0009228846001670389,0.0025218443002188833,0.0001795519952567206
