Model,30_RMSE_TOTAL,30_VIOL,30_VIOL_NL,100_RMSE_TOTAL,100_VIOL,200_RMSE_TOTAL,200_VIOL,400_RMSE_TOTAL,400_VIOL
NN,0.0979067437445687,2999.5011853715573,2829.88673413004,0.1106715698415511,8226.190989265444,0.0529548779303524,9067.54407322306,0.0158357726376139,1668.8557920680946
KKThPINN,0.0728845723819601,0.008232953893677883,11.875117636359601,0.0821153504996919,0.0017327935753119,0.0474276425043146,0.0075475070389125,0.0194130034927922,0.0025274014296207
