Model,default_RMSE_TOTAL,default_VIOL,default_VIOL_NL,default_TRAIN_TIME_SEC,default_EXP_TIME_SEC
NN,0.0714009824615463,36.14852252483368,51.22715556244055,17.56226864491124,0.0066859999999999
KKThPINN,0.0317778525694461,2.205890910772723e-05,1.0251472487401527,30.05532371676527,0.011370000000000002
