Iteration,NN_Training_Error,NN_Training_Time_sec,KKThPINN_Training_Error,KKThPINN_Training_Time_sec
1,0.00014,7.290144333999706,2e-05,9.175266207999812
2,3e-05,7.295567019000373,0.0001,9.138813487999869
3,0.00012,7.206479187001605,1e-05,9.106136771999445
4,0.00014,7.268454903998645,7e-05,9.158563708999282
5,2e-05,7.355009773000347,1e-05,9.167096664999917
6,0.0001,7.270878630999505,2e-05,9.54193303899956
7,0.0001,7.337470874001156,1e-05,9.143225603000246
8,0.00015,7.3881074379987695,0.00017,9.286301177000496
9,0.00017,7.3373785550011235,3e-05,9.24471493800047
10,7e-05,7.522448660000009,5e-05,9.210394395999174
11,1e-05,7.596722313999635,7e-05,9.469424122000419
12,5e-05,7.683330473000751,0.00017,9.171601474999989
13,5e-05,7.6282961500000965,0.0002,9.137100913998438
14,9e-05,7.41772201799904,3e-05,9.231437480999375
15,0.00018,7.473521013000209,3e-05,9.130926535999606
16,4e-05,7.566714556000079,0.00034,9.424090796999735
17,0.00014,7.577633337999941,3e-05,9.103231655000855
18,0.00017,7.477382346000013,3e-05,9.132839186999263
19,0.00013,7.547079261999897,0.00011,9.170994606000022
20,0.00018,7.65033202199993,0.0001,9.158732972000507
21,4e-05,7.612796258001254,4e-05,9.099374279001495
22,5e-05,7.394806422000329,9e-05,9.187307125001098
23,0.00025,7.5375438800001575,3e-05,9.243235948999427
24,4e-05,7.589209100000517,6e-05,9.13681297400035
25,0.00018,7.5007390119990305,0.00013,9.076867196999956
26,0.00021,7.550537744000394,0.0001,9.006677287999992
27,2e-05,7.397140684999613,1e-05,9.172628647000238
28,2e-05,7.577145956000095,5e-05,9.666727264999281
29,0.00017,7.413718109999536,7e-05,9.082547154001077
30,0.00019,7.467262938000204,1e-05,9.379222511999615
31,0.00017,7.505618477000098,8e-05,9.087517087999004
32,8e-05,7.516650174999086,9e-05,9.16676716099937
33,9e-05,7.453066334999676,5e-05,9.253165702000842
34,1e-05,7.53329609299908,2e-05,9.008798513999864
35,3e-05,7.535806301000775,4e-05,9.23814141299954
36,0.00022,7.553553440999167,1e-05,9.183270094999898
37,4e-05,7.548842379999769,1e-05,9.490746604999003
38,2e-05,7.497072455000307,1e-05,9.602894712999841
39,0.00012,7.380518923000636,5e-05,9.419531667999763
40,3e-05,7.389411355999982,4e-05,9.175760139998602
41,0.00024,7.315479999000672,1e-05,9.097067478998724
42,0.0001,7.307697404001374,8e-05,9.103127069000038
43,0.00024,7.083021325001027,5e-05,9.599595308000062
44,0.00025,7.07816706199992,3e-05,9.113374335000117
45,9e-05,7.207083838999097,3e-05,9.200959355001032
46,3e-05,7.200161152999499,6e-05,9.381342052998662
47,2e-05,7.186290018998989,0.00014,9.514496333000352
48,2e-05,7.170083228000294,3e-05,9.171891698000763
49,6e-05,7.139278049000495,1e-05,9.106576658999984
50,8e-05,7.122851075999279,5e-05,9.502186404000895
