Model,nseg_1_RMSE_TOTAL,nseg_1_VIOL,nseg_1_VIOL_NL,nseg_1_TRAIN_TIME_SEC,nseg_1_EXP_TIME_SEC,nseg_2_RMSE_TOTAL,nseg_2_VIOL,nseg_2_VIOL_NL,nseg_2_TRAIN_TIME_SEC,nseg_2_EXP_TIME_SEC,nseg_3_RMSE_TOTAL,nseg_3_VIOL,nseg_3_VIOL_NL,nseg_3_TRAIN_TIME_SEC,nseg_3_EXP_TIME_SEC
NN,0.0096398245440074,0.1027411669030009,0.0439593944903048,10.932815175591967,0.0040939999999999,0.0108377168758145,0.0481693365375048,0.049025354155736,11.537019923850892,0.004322,0.0102902423287169,0.0537648049574314,0.0481168907372791,11.715705901221371,0.004474
KKThPINN,0.023857744963202,1.1829723708548356e-15,0.0975422352713684,11.314098219824954,0.004764,0.0057434561691651,4.076699295601267e-16,0.0220701837718667,12.973396659339778,0.005238,0.0037539152344456157,1.0170634176124136e-15,0.013970138394973462,13.695249380082823,0.005554
