Model,default_RMSE_TOTAL,default_VIOL,default_VIOL_NL,default_TRAIN_TIME_SEC,default_EXP_TIME_SEC
NN,0.0789314749536676,4.769405289292336,110.07317788213491,10.638454737814609,0.0058559999999999
KKThPINN,0.07592271103526477,4.568872632262355e-06,3.5353898267944652,18.76503598677693,0.009658
