Model,ninner_0_RMSE_TOTAL,ninner_0_VIOL,ninner_0_VIOL_NL,ninner_0_TRAIN_TIME_SEC,ninner_0_EXP_TIME_SEC,ninner_1_RMSE_TOTAL,ninner_1_VIOL,ninner_1_VIOL_NL,ninner_1_TRAIN_TIME_SEC,ninner_1_EXP_TIME_SEC
NN,0.0193627184796909,0.0693148762026342,0.1268372435334301,12.03882300321944,0.004488,0.0155737402782329,0.0639271538361129,0.1205204063131727,13.448804878122171,0.0055
KKThPINN,0.0077443793859134,7.8585286426384e-16,0.0002754312171981,19.206723049201536,0.011262,0.007097884337360511,4.631711680858075e-16,0.00018506798225392584,22.644484579707495,0.013213999999999998
