n_inner_per_region,num_sample_points,NN_RMSE_mean,NN_RMSE_ci95,NN_RMSE_n_runs,KKThPINN_RMSE_mean,KKThPINN_RMSE_ci95,KKThPINN_RMSE_n_runs,NN_PL_Violation_mean,NN_PL_Violation_ci95,NN_PL_Violation_n_runs,KKThPINN_PL_Violation_mean,KKThPINN_PL_Violation_ci95,KKThPINN_PL_Violation_n_runs,NN_Original_Nonlinear_Violation_mean,NN_Original_Nonlinear_Violation_ci95,NN_Original_Nonlinear_Violation_n_runs,KKThPINN_Original_Nonlinear_Violation_mean,KKThPINN_Original_Nonlinear_Violation_ci95,KKThPINN_Original_Nonlinear_Violation_n_runs,NN_Experiment_Time_sec_mean,NN_Experiment_Time_sec_ci95,NN_Experiment_Time_sec_n_runs,KKThPINN_Experiment_Time_sec_mean,KKThPINN_Experiment_Time_sec_ci95,KKThPINN_Experiment_Time_sec_n_runs
0,61,0.002818650431858466,0.0005711096529715563,50,0.0017397108025465921,0.00031010749440521154,50,0.013545014881528854,0.002944672155476517,50,2.6851892471313476e-07,1.6055516891405042e-08,50,0.01347571336198594,0.0029334240627862706,50,0.0002586411443916737,2.508987495754456e-05,50,0.004442000000000001,2.698572461287832e-05,50,0.010974,6.86144419864539e-05,50
1,91,0.00281558159774514,0.0006637376943108234,50,0.00144838394500114,0.00023512816738982753,50,0.013503551436588117,0.0033581166921146355,50,2.8179751609513915e-07,1.7209646591186936e-08,50,0.013452324355021075,0.0033255237757096024,50,0.00014044788120368048,1.1121026631376906e-05,50,0.004512,5.956937873072394e-05,50,0.011097999999999998,0.00021586518097512994,50
2,121,0.002332923603424404,0.000312767446979406,50,0.00117259351088713,0.00013740243546540937,50,0.010840853336267125,0.0014841609238445417,50,3.0919909477233887e-07,1.2344376577490557e-08,50,0.010799239003099448,0.0014781106217570904,50,0.00013405238591071613,7.573347237921039e-06,50,0.00448,2.2966574138619846e-05,50,0.011071999999999997,0.00016749861204346333,50
5,211,0.002217405671099252,0.0006654981166190291,50,0.0008117076651936281,0.00010834515336109563,50,0.010499400063417798,0.003388475136664903,50,3.382989325473318e-07,1.0344455694249283e-08,50,0.010472682304680299,0.0033714117541418284,50,0.00013093312591076802,2.475483508703052e-06,50,0.004454,2.3116800956562326e-05,50,0.011421999999999998,0.00021523812696522298,50
10,361,0.001629765044110288,0.0002927150030657672,50,0.0006874952352970901,0.0001411878323909955,50,0.00775942967738951,0.0014593710357390186,50,2.9315551302033783e-07,1.2172829118757038e-08,50,0.007744306335225652,0.0014558039155572894,50,0.000137116777186696,4.180554145749808e-06,50,0.00464,0.0001392274564936047,50,0.011062,6.100479368360663e-05,50
15,511,0.0015031472294196261,0.0006019394818520759,50,0.000464219122684282,6.11425185879204e-05,50,0.007164355097338506,0.002874346305585441,50,3.048446430398144e-07,1.701042359262523e-08,50,0.007119061665143764,0.002848764773900161,50,0.00013653237925604397,4.376072795494288e-06,50,0.005744,0.00011514250200448498,50,0.013373999999999999,0.000481162403503166,50
20,661,0.001319601095602446,0.000219181741839745,50,0.000545984874782974,9.595064228600516e-05,50,0.006221246067434499,0.0010317187938556052,50,2.9239578765327677e-07,1.491470448864112e-08,50,0.006205848034005562,0.0010280721476369802,50,0.000132661354727996,2.72213564094315e-06,50,0.005646,2.5165172320142344e-05,50,0.014197999999999999,0.00029798466163647336,50
25,811,0.0013914442920700256,0.0002644927367970663,50,0.0004329671056543083,5.1879600204428e-05,48,0.006568727795965923,0.0012863770870000285,50,3.2283952193049953e-07,1.4903547449837258e-08,48,0.0065503937331959075,0.001284737398937885,50,0.0001469480997304979,1.5930704632749498e-06,48,0.006103999999999999,0.00019521250271167863,50,0.014309999999999998,0.0006565149477815848,50
