n_inner_per_region,num_sample_points,NN_Training_Time_sec_mean,NN_Training_Time_sec_ci95,NN_Training_Time_sec_n_runs,KKThPINN_Training_Time_sec_mean,KKThPINN_Training_Time_sec_ci95,KKThPINN_Training_Time_sec_n_runs,NN_Training_Error_mean,NN_Training_Error_ci95,NN_Training_Error_n_runs,KKThPINN_Training_Error_mean,KKThPINN_Training_Error_ci95,KKThPINN_Training_Error_n_runs
0,61,7.011912887196522,0.02570006403462328,50,7.249905311476905,0.020499125329247418,50,1.047715683796409e-05,1.1144478619627813e-05,50,2.29980649294248e-06,8.327080245662027e-07,50
1,91,7.009012164387387,0.020030338319986164,50,7.240757902443875,0.010741843991218386,50,1.1042971636923455e-05,1.055641158906992e-05,50,1.3658928186544017e-06,5.621412002513593e-07,50
2,121,7.025101907979697,0.026219942680828362,50,7.277325030423235,0.024872635607150684,50,4.8670706053144385e-06,1.1858424698291173e-06,50,1.0616597907642244e-06,2.971648759030166e-07,50
5,211,7.1335166440834294,0.023660213438835367,50,7.810342396886553,0.03885870209298873,50,8.09580325323967e-06,1.0307718536534849e-05,50,4.1177397896774437e-07,9.087235395259836e-08,50
10,361,7.290850332581904,0.031213939220601512,50,8.010672661084682,0.02881590110074443,50,5.830152529331509e-06,6.867932668634104e-06,50,4.540687743078326e-07,4.2667984747796506e-07,50
15,511,7.386881303139962,0.019190253991286613,50,8.377084216340444,0.0347382344444081,50,6.6612501292338615e-06,1.06769171876255e-05,50,1.7043790345727672e-07,4.656314296555045e-08,50
20,661,7.455600575923454,0.02952637093927384,50,8.941263637808152,0.07361598069853337,50,1.722692037503748e-06,8.244597629630042e-07,50,1.95029422315264e-07,1.0127828984589205e-07,49
25,811,7.76447457979666,0.05419658556303261,50,9.336801237408071,0.07604769066658096,50,2.459539616429159e-06,1.2060914938604336e-06,50,1.4260711848130332e-07,3.5640313433156884e-08,48
