batch_idx,batch_size,batch_MSE_total,batch_RMSE_total,batch_MSE_inner,batch_RMSE_inner
1,14,6.194160524138257e-05,0.007870298929607602,6.194160524138257e-05,0.007870298929607602
-1,14,6.194160524138257e-05,0.007140007818135634,6.194160524138257e-05,0.007140007818135634
1,14,4.1306567074574697e-05,0.0064270185214121405,4.1306567074574697e-05,0.0064270185214121405
-1,14,4.1306567074574697e-05,0.0054019313104744235,4.1306567074574697e-05,0.0054019313104744235
1,14,1.561988003538663e-05,0.0039521993921595895,1.561988003538663e-05,0.0039521993921595895
-1,14,1.561988003538663e-05,0.004594643029368588,1.561988003538663e-05,0.004594643029368588
1,14,2.8000962252499516e-06,0.0016733488056140452,8.400288675749855e-06,0.0028983251501082234
-1,14,2.8000962252499516e-06,0.0014645649249507785,8.400288675749855e-06,0.0025367008609980483
1,14,1.4084111217889061e-05,0.0037528803894993855,3.8736929399000804e-05,0.0062238998545125065
-1,14,1.4084111217889061e-05,0.004080388915681367,3.8736929399000804e-05,0.0065973299145277095
1,14,4.023364668823864e-06,0.002005832662218826,1.1293936644280945e-05,0.0033606452720096693
-1,14,4.023364668823864e-06,0.002715256718816633,1.1293936644280945e-05,0.004453012646467061
1,14,1.342342186849685e-05,0.003663798830243938,1.342342186849685e-05,0.003663798830243938
-1,14,1.342342186849685e-05,0.004548304395446196,1.342342186849685e-05,0.004548304395446196
1,14,4.523873455673158e-06,0.0021269399276127097,4.523873455673158e-06,0.0021269399276127097
-1,14,4.523873455673158e-06,0.0027100772710735976,4.523873455673158e-06,0.0027100772710735976
1,14,1.014126094762372e-05,0.0031845346516600694,1.014126094762372e-05,0.0031845346516600694
-1,14,1.014126094762372e-05,0.0033122618736059154,1.014126094762372e-05,0.0033122618736059154
1,14,3.4282908528418874e-06,0.0018515644338887825,3.4282908528418874e-06,0.0018515644338887825
-1,14,3.4282908528418874e-06,0.0030781248346945255,3.4282908528418874e-06,0.0030781248346945255
1,14,3.933543452230198e-05,0.006271796753905692,3.933543452230198e-05,0.006271796753905692
-1,14,3.933543452230198e-05,0.0056712323495137495,3.933543452230198e-05,0.0056712323495137495
1,14,1.7238742109633964e-05,0.004151956419524892,1.7238742109633964e-05,0.004151956419524892
-1,14,1.7238742109633964e-05,0.005751426954119259,1.7238742109633964e-05,0.005751426954119259
1,14,3.219108764427424e-06,0.001794187494223339,3.219108764427424e-06,0.001794187494223339
-1,14,3.219108764427424e-06,0.002264245847167051,3.219108764427424e-06,0.002264245847167051
1,14,3.207472804998647e-05,0.005663455486713608,3.207472804998647e-05,0.005663455486713608
-1,14,3.207472804998647e-05,0.0046872381672595975,3.207472804998647e-05,0.0046872381672595975
1,14,4.039566915316227e-06,0.0020098673874950623,4.039566915316227e-06,0.0020098673874950623
-1,14,4.039566915316227e-06,0.0025006963595143794,4.039566915316227e-06,0.0025006963595143794
1,14,1.6797075101892995e-05,0.004098423489818127,1.6797075101892995e-05,0.004098423489818127
-1,14,1.6797075101892995e-05,0.0035619979846808858,1.6797075101892995e-05,0.0035619979846808858
1,14,1.937775044165881e-05,0.004402016633505468,1.937775044165881e-05,0.004402016633505468
-1,14,1.937775044165881e-05,0.004558691447141692,1.937775044165881e-05,0.004558691447141692
1,14,4.277087115625131e-06,0.0020681119688317484,4.277087115625131e-06,0.0020681119688317484
-1,14,4.277087115625131e-06,0.0016199532713732782,4.277087115625131e-06,0.0016199532713732782
1,14,1.0205875730054904e-05,0.003194663633319618,1.0205875730054904e-05,0.003194663633319618
-1,14,1.0205875730054904e-05,0.002626174934678739,1.0205875730054904e-05,0.002626174934678739
1,14,9.723123402279346e-06,0.003118192329263759,9.723123402279346e-06,0.003118192329263759
-1,14,9.723123402279346e-06,0.0033818715773164163,9.723123402279346e-06,0.0033818715773164163
1,14,1.6721111601978225e-06,0.0012931013727460901,1.6721111601978225e-06,0.0012931013727460901
-1,14,1.6721111601978225e-06,0.0017046338553538402,1.6721111601978225e-06,0.0017046338553538402
1,14,8.299898710305063e-07,0.0009110377989032652,8.299898710305063e-07,0.0009110377989032652
-1,14,8.299898710305063e-07,0.0009573253797365554,8.299898710305063e-07,0.0009573253797365554
1,14,2.0008170666379723e-05,0.004473049369991318,2.0008170666379723e-05,0.004473049369991318
-1,14,2.0008170666379723e-05,0.004748855150986154,2.0008170666379723e-05,0.004748855150986154
1,14,1.848490928737317e-05,0.004299408015921863,1.848490928737317e-05,0.004299408015921863
-1,14,1.848490928737317e-05,0.004090708959553446,1.848490928737317e-05,0.004090708959553446
1,14,1.585325706919826e-05,0.003981614882079664,1.585325706919826e-05,0.003981614882079664
-1,14,1.585325706919826e-05,0.005168078330341805,1.585325706919826e-05,0.005168078330341805
1,14,7.800715936069296e-06,0.002792976178929798,7.800715936069296e-06,0.002792976178929798
-1,14,7.800715936069296e-06,0.0024179485146593334,7.800715936069296e-06,0.0024179485146593334
1,14,4.638666465624302e-06,0.00215375636171418,4.638666465624302e-06,0.00215375636171418
-1,14,4.638666465624302e-06,0.002045239695752171,4.638666465624302e-06,0.002045239695752171
1,14,3.2324919942151535e-06,0.0017979132332276643,3.2324919942151535e-06,0.0017979132332276643
-1,14,3.2324919942151535e-06,0.0016678831347927009,3.2324919942151535e-06,0.0016678831347927009
1,14,2.9726971179038187e-05,0.005452244600074192,2.9726971179038187e-05,0.005452244600074192
-1,14,2.9726971179038187e-05,0.004959351691284891,2.9726971179038187e-05,0.004959351691284891
1,14,3.0064569675874753e-05,0.005483116784810876,3.0064569675874753e-05,0.005483116784810876
