batch_idx,batch_size,batch_MSE_total,batch_RMSE_total,batch_MSE_inner,batch_RMSE_inner
1,14,1.3365155167637465e-05,0.0036558385040421936,4.0095465502912396e-05,0.006332098033267678
-1,14,1.3365155167637465e-05,0.0030557589134404877,4.0095465502912396e-05,0.0052927296937603915
1,14,4.147330429898161e-06,0.0020364995531298702,8.087086944913255e-06,0.0028437803967453702
-1,14,4.147330429898161e-06,0.0020843954247448224,8.087086944913255e-06,0.003281135499697371
1,14,3.031856145748046e-06,0.0017412226008606843,8.29952748009945e-06,0.0028808900499844576
-1,14,3.031856145748046e-06,0.0014222724790953357,8.29952748009945e-06,0.0023746587929660595
1,14,2.0576173326352317e-06,0.0014344397277805826,2.0576173326352317e-06,0.0014344397277805826
-1,14,2.0576173326352317e-06,0.0018572683750046914,2.0576173326352317e-06,0.0018572683750046914
1,14,2.2371822693096142e-05,0.0047298861184066725,2.2371822693096142e-05,0.0047298861184066725
-1,14,2.2371822693096142e-05,0.004300613399720552,2.2371822693096142e-05,0.004300613399720552
1,14,1.3181482545795703e-05,0.0036306311497859025,1.3181482545795703e-05,0.0036306311497859025
-1,14,1.3181482545795703e-05,0.005024127645697235,1.3181482545795703e-05,0.005024127645697235
1,14,1.5094932776731316e-05,0.0038852197848682018,1.5094932776731316e-05,0.0038852197848682018
-1,14,1.5094932776731316e-05,0.003908772297407099,1.5094932776731316e-05,0.003908772297407099
1,14,2.992002223204844e-05,0.005469919764681054,2.992002223204844e-05,0.005469919764681054
-1,14,2.992002223204844e-05,0.0068308025637852775,2.992002223204844e-05,0.0068308025637852775
1,14,5.932024156146995e-05,0.007701963487414748,5.932024156146995e-05,0.007701963487414748
-1,14,5.932024156146995e-05,0.006464671552416461,5.932024156146995e-05,0.006464671552416461
1,14,4.484905334081376e-06,0.002117759508084281,4.484905334081376e-06,0.002117759508084281
-1,14,4.484905334081376e-06,0.0027526408089460766,4.484905334081376e-06,0.0027526408089460766
1,14,4.058429365905618e-06,0.002014554383953339,4.058429365905618e-06,0.002014554383953339
-1,14,4.058429365905618e-06,0.002952205735065239,4.058429365905618e-06,0.002952205735065239
1,14,2.359277377507636e-06,0.0015359939379788047,2.359277377507636e-06,0.0015359939379788047
-1,14,2.359277377507636e-06,0.002130111568627197,2.359277377507636e-06,0.002130111568627197
1,14,2.1921555141969027e-06,0.0014805929603361292,2.1921555141969027e-06,0.0014805929603361292
-1,14,2.1921555141969027e-06,0.0013023572415381706,2.1921555141969027e-06,0.0013023572415381706
1,14,3.208684057603879e-05,0.005664524744057421,3.208684057603879e-05,0.005664524744057421
-1,14,3.208684057603879e-05,0.0053406811215983944,3.208684057603879e-05,0.0053406811215983944
1,14,3.297928879432556e-06,0.0018160200658122025,3.297928879432556e-06,0.0018160200658122025
-1,14,3.297928879432556e-06,0.0014395427502130794,3.297928879432556e-06,0.0014395427502130794
1,14,6.0105996045810345e-06,0.0024516524232812927,6.0105996045810345e-06,0.0024516524232812927
-1,14,6.0105996045810345e-06,0.0024387987150407313,6.0105996045810345e-06,0.0024387987150407313
1,14,2.843265493405207e-05,0.005332227952183972,2.843265493405207e-05,0.005332227952183972
-1,14,2.843265493405207e-05,0.005220224012584162,2.843265493405207e-05,0.005220224012584162
1,14,4.738004758064693e-05,0.006883316611971799,4.738004758064693e-05,0.006883316611971799
-1,14,4.738004758064693e-05,0.0064765884984342905,4.738004758064693e-05,0.0064765884984342905
1,14,3.3660222513710817e-06,0.00183467224630752,3.3660222513710817e-06,0.00183467224630752
-1,14,3.3660222513710817e-06,0.002068784470216361,3.3660222513710817e-06,0.002068784470216361
1,14,1.1695876943113577e-05,0.0034199235288400204,1.1695876943113577e-05,0.0034199235288400204
-1,14,1.1695876943113577e-05,0.003823047431003199,1.1695876943113577e-05,0.003823047431003199
1,14,7.389299890001776e-06,0.0027183266709506744,7.389299890001776e-06,0.0027183266709506744
-1,14,7.389299890001776e-06,0.002748627932779387,7.389299890001776e-06,0.002748627932779387
1,14,7.330557695478206e-06,0.002707500266939637,7.330557695478206e-06,0.002707500266939637
-1,14,7.330557695478206e-06,0.002995069255838577,7.330557695478206e-06,0.002995069255838577
1,14,3.900552137668168e-06,0.0019749815537538997,3.900552137668168e-06,0.0019749815537538997
-1,14,3.900552137668168e-06,0.002042688786537977,3.900552137668168e-06,0.002042688786537977
1,14,6.910249160454466e-07,0.0008312790843305553,6.910249160454466e-07,0.0008312790843305553
-1,14,6.910249160454466e-07,0.0008245585403720377,6.910249160454466e-07,0.0008245585403720377
1,14,2.364429427268245e-06,0.0015376701295363206,2.364429427268245e-06,0.0015376701295363206
-1,14,2.364429427268245e-06,0.0015050882666536878,2.364429427268245e-06,0.0015050882666536878
1,14,1.7556391934276106e-05,0.004190034836880966,1.7556391934276106e-05,0.004190034836880966
-1,14,1.7556391934276106e-05,0.004349831250356956,1.7556391934276106e-05,0.004349831250356956
1,14,1.8105989462604837e-05,0.00425511333134675,1.8105989462604837e-05,0.00425511333134675
-1,14,1.8105989462604837e-05,0.0046149365286968285,1.8105989462604837e-05,0.0046149365286968285
1,14,8.64339980428685e-07,0.0009296988654551994,8.64339980428685e-07,0.0009296988654551994
-1,14,8.64339980428685e-07,0.0009721753384399247,8.64339980428685e-07,0.0009721753384399247
1,14,5.822209213240829e-06,0.0024129254470954607,5.822209213240829e-06,0.0024129254470954607
-1,14,5.822209213240829e-06,0.002103397727459957,5.822209213240829e-06,0.002103397727459957
1,14,1.2754139355328096e-05,0.0035712937929170845,1.2754139355328096e-05,0.0035712937929170845
-1,14,1.2754139355328096e-05,0.003601879904150672,1.2754139355328096e-05,0.003601879904150672
1,14,3.6652365444035164e-06,0.0019144807505962333,3.6652365444035164e-06,0.0019144807505962333
-1,14,3.6652365444035164e-06,0.0017857148859953499,3.6652365444035164e-06,0.0017857148859953499
1,14,4.78136947759579e-07,0.0006914744736861796,4.78136947759579e-07,0.0006914744736861796
-1,14,4.78136947759579e-07,0.0007429086928157796,4.78136947759579e-07,0.0007429086928157796
1,14,3.691396418853414e-05,0.006075686314198104,3.691396418853414e-05,0.006075686314198104
-1,14,3.691396418853414e-05,0.005191231603559695,3.691396418853414e-05,0.005191231603559695
1,14,1.7893447338662145e-05,0.004230064696746629,1.7893447338662145e-05,0.004230064696746629
-1,14,1.7893447338662145e-05,0.004703015711828971,1.7893447338662145e-05,0.004703015711828971
1,14,3.1299256584799314e-06,0.0017691595910148783,3.1299256584799314e-06,0.0017691595910148783
-1,14,3.1299256584799314e-06,0.0018198852268300424,3.1299256584799314e-06,0.0018198852268300424
1,14,4.80683065974824e-05,0.006933131081804411,4.80683065974824e-05,0.006933131081804411
-1,14,4.80683065974824e-05,0.006611032604506494,4.80683065974824e-05,0.006611032604506494
1,14,4.70561046401493e-05,0.006859745231431653,4.70561046401493e-05,0.006859745231431653
-1,14,4.70561046401493e-05,0.007480518940885318,4.70561046401493e-05,0.007480518940885318
1,14,3.750307215458612e-06,0.0019365709941694914,3.750307215458612e-06,0.0019365709941694914
-1,14,3.750307215458612e-06,0.002158543623083367,3.750307215458612e-06,0.002158543623083367
1,14,7.836917398507837e-06,0.0027994494813280407,7.836917398507837e-06,0.0027994494813280407
-1,14,7.836917398507837e-06,0.0029863115023249284,7.836917398507837e-06,0.0029863115023249284
1,14,9.421418847231812e-06,0.0030694329846458306,9.421418847231812e-06,0.0030694329846458306
-1,14,9.421418847231812e-06,0.002844240653064236,9.421418847231812e-06,0.002844240653064236
1,14,9.7158013272818e-06,0.003117018018440349,9.7158013272818e-06,0.003117018018440349
-1,14,9.7158013272818e-06,0.00319199670882755,9.7158013272818e-06,0.00319199670882755
1,14,1.4915112544693546e-05,0.0038620088742380623,1.4915112544693546e-05,0.0038620088742380623
-1,14,1.4915112544693546e-05,0.003765551923718197,1.4915112544693546e-05,0.003765551923718197
1,14,3.0198121568956783e-05,0.005495281755192975,3.0198121568956783e-05,0.005495281755192975
-1,14,3.0198121568956783e-05,0.004911903511146897,3.0198121568956783e-05,0.004911903511146897
1,14,2.8636036609885718e-05,0.005351264954184732,2.8636036609885718e-05,0.005351264954184732
-1,14,2.8636036609885718e-05,0.004564866906815742,2.8636036609885718e-05,0.004564866906815742
1,14,2.9952327599485636e-05,0.005472871969951941,2.9952327599485636e-05,0.005472871969951941
-1,14,2.9952327599485636e-05,0.006121328209283102,2.9952327599485636e-05,0.006121328209283102
1,14,2.911921275186467e-05,0.005396222081407016,2.911921275186467e-05,0.005396222081407016
-1,14,2.911921275186467e-05,0.0058339253819524135,2.911921275186467e-05,0.0058339253819524135
1,14,4.167656958621659e-05,0.006455739274956555,4.167656958621659e-05,0.006455739274956555
-1,14,4.167656958621659e-05,0.006459001093320465,4.167656958621659e-05,0.006459001093320465
1,14,3.5096626170934327e-06,0.0018734093565191332,3.5096626170934327e-06,0.0018734093565191332
-1,14,3.5096626170934327e-06,0.002008460775052476,3.5096626170934327e-06,0.002008460775052476
1,14,8.270650210873979e-06,0.0028758738169248625,8.270650210873979e-06,0.0028758738169248625
-1,14,8.270650210873979e-06,0.003222106227643869,8.270650210873979e-06,0.003222106227643869
1,14,1.715999153566829e-05,0.004142462013787005,1.715999153566829e-05,0.004142462013787005
-1,14,1.715999153566829e-05,0.004410416433443209,1.715999153566829e-05,0.004410416433443209
1,14,2.531360029029898e-05,0.005031262295915309,2.531360029029898e-05,0.005031262295915309
-1,14,2.531360029029898e-05,0.0047021892142134715,2.531360029029898e-05,0.0047021892142134715
1,14,2.6772243091153663e-05,0.005174190090357491,2.6772243091153663e-05,0.005174190090357491
-1,14,2.6772243091153663e-05,0.004900540008166868,2.6772243091153663e-05,0.004900540008166868
1,14,4.550366919084134e-05,0.006745640754653433,4.550366919084134e-05,0.006745640754653433
-1,14,4.550366919084134e-05,0.005962904726361438,4.550366919084134e-05,0.005962904726361438
1,14,5.073363037425833e-06,0.00225241271471856,5.073363037425833e-06,0.00225241271471856
-1,14,5.073363037425833e-06,0.0024908449657524063,5.073363037425833e-06,0.0024908449657524063
1,14,2.5470776311344593e-05,0.005046858063324606,2.5470776311344593e-05,0.005046858063324606
-1,14,2.5470776311344593e-05,0.004494088554547722,2.5470776311344593e-05,0.004494088554547722
1,14,4.954987634471634e-05,0.007039167304782316,4.954987634471634e-05,0.007039167304782316
-1,14,4.954987634471634e-05,0.006681989863354262,4.954987634471634e-05,0.006681989863354262
1,14,2.4583706284052157e-06,0.0015679192034046957,2.4583706284052157e-06,0.0015679192034046957
-1,14,2.4583706284052157e-06,0.002012108287840337,2.4583706284052157e-06,0.002012108287840337
1,14,1.053411626117617e-05,0.003245630333413861,1.053411626117617e-05,0.003245630333413861
-1,14,1.053411626117617e-05,0.0029271184776424033,1.053411626117617e-05,0.0029271184776424033
1,14,9.573674842999415e-06,0.003094135556661895,9.573674842999415e-06,0.003094135556661895
-1,14,9.573674842999415e-06,0.003448487378863936,9.573674842999415e-06,0.003448487378863936
1,14,2.3850852506455356e-05,0.0048837334598087305,2.3850852506455356e-05,0.0048837334598087305
-1,14,2.3850852506455356e-05,0.0046080921251411095,2.3850852506455356e-05,0.0046080921251411095
1,14,1.723923768501117e-05,0.00415201609883815,1.723923768501117e-05,0.00415201609883815
-1,14,1.723923768501117e-05,0.004439068194780454,1.723923768501117e-05,0.004439068194780454
1,14,3.501607600481215e-05,0.0059174382975078115,3.501607600481215e-05,0.0059174382975078115
-1,14,3.501607600481215e-05,0.005427260388265631,3.501607600481215e-05,0.005427260388265631
1,14,1.930916583055658e-05,0.0043942195928920735,1.930916583055658e-05,0.0043942195928920735
-1,14,1.930916583055658e-05,0.0046716576045852925,1.930916583055658e-05,0.0046716576045852925
1,14,5.5803151092887605e-05,0.00747015067404183,5.5803151092887605e-05,0.00747015067404183
-1,14,5.5803151092887605e-05,0.0069972120972153435,5.5803151092887605e-05,0.0069972120972153435
1,14,4.717825390988587e-06,0.0021720555681171206,4.717825390988587e-06,0.0021720555681171206
-1,14,4.717825390988587e-06,0.002265061927504557,4.717825390988587e-06,0.002265061927504557
