batch_idx,batch_size,batch_MSE_total,batch_RMSE_total,batch_MSE_inner,batch_RMSE_inner
1,14,2.6592451975159443e-07,0.0005156786981751277,7.977735592547833e-07,0.0008931817056202973
-1,14,2.6592451975159443e-07,0.0009852841645941665,7.977735592547833e-07,0.001706562232970153
1,14,7.274573590467581e-06,0.0026971417446006764,1.9004439110859212e-05,0.0043594081147398
-1,14,7.274573590467581e-06,0.0035569229874312246,1.9004439110859212e-05,0.005771696493259425
1,14,1.761956237178246e-05,0.004197566243882574,5.4440246881494896e-05,0.007378363428396225
-1,14,1.761956237178246e-05,0.0037327820900262916,5.4440246881494896e-05,0.006562961488307364
1,14,6.594034481466309e-05,0.008120366051765344,6.594034481466309e-05,0.008120366051765344
-1,14,6.594034481466309e-05,0.006762118458634829,6.594034481466309e-05,0.006762118458634829
1,14,5.309457541271224e-05,0.007286602460180755,5.309457541271224e-05,0.007286602460180755
-1,14,5.309457541271224e-05,0.005930326658745362,5.309457541271224e-05,0.005930326658745362
1,14,4.908740716890532e-05,0.007006240587426707,4.908740716890532e-05,0.007006240587426707
-1,14,4.908740716890532e-05,0.006498079249886733,4.908740716890532e-05,0.006498079249886733
1,14,2.197053865479991e-05,0.004687274117736225,2.197053865479991e-05,0.004687274117736225
-1,14,2.197053865479991e-05,0.0043563227059523245,2.197053865479991e-05,0.0043563227059523245
1,14,4.307093171868239e-06,0.0020753537462004494,4.307093171868239e-06,0.0020753537462004494
-1,14,4.307093171868239e-06,0.003070418893503749,4.307093171868239e-06,0.003070418893503749
1,14,0.00011977905627058354,0.010944361848485436,0.00011977905627058354,0.010944361848485436
-1,14,0.00011977905627058354,0.010875211083162943,0.00011977905627058354,0.010875211083162943
1,14,6.059555697543803e-05,0.007784314804492302,6.059555697543803e-05,0.007784314804492302
-1,14,6.059555697543803e-05,0.006787121857785897,6.059555697543803e-05,0.006787121857785897
1,14,2.6627316082282412e-05,0.005160166284363559,2.6627316082282412e-05,0.005160166284363559
-1,14,2.6627316082282412e-05,0.0054972711911132136,2.6627316082282412e-05,0.0054972711911132136
1,14,1.1518243757426392e-05,0.003393853820868894,1.1518243757426392e-05,0.003393853820868894
-1,14,1.1518243757426392e-05,0.00328912689719002,1.1518243757426392e-05,0.00328912689719002
1,14,3.471946206833536e-06,0.0018633159170772776,3.471946206833536e-06,0.0018633159170772776
-1,14,3.471946206833536e-06,0.0015610128867953512,3.471946206833536e-06,0.0015610128867953512
1,14,1.36597537706575e-05,0.0036959104116113936,1.36597537706575e-05,0.0036959104116113936
-1,14,1.36597537706575e-05,0.003053501593294742,1.36597537706575e-05,0.003053501593294742
1,14,6.159831820756561e-06,0.0024819008482928084,6.159831820756561e-06,0.0024819008482928084
-1,14,6.159831820756561e-06,0.0021278287006910425,6.159831820756561e-06,0.0021278287006910425
1,14,1.5949070203597522e-05,0.00399362870126875,1.5949070203597522e-05,0.00399362870126875
-1,14,1.5949070203597522e-05,0.0037402284269609626,1.5949070203597522e-05,0.0037402284269609626
1,14,3.555996344245379e-06,0.001885734961293707,3.555996344245379e-06,0.001885734961293707
-1,14,3.555996344245379e-06,0.0016705259202067658,3.555996344245379e-06,0.0016705259202067658
1,14,4.048323906890689e-05,0.0063626440312897345,4.048323906890689e-05,0.0063626440312897345
-1,14,4.048323906890689e-05,0.007368991709275629,4.048323906890689e-05,0.007368991709275629
1,14,3.30248996765387e-05,0.005746729476540435,3.30248996765387e-05,0.005746729476540435
-1,14,3.30248996765387e-05,0.00502655424716395,3.30248996765387e-05,0.00502655424716395
1,14,9.961052679312259e-06,0.003156113540307487,9.961052679312259e-06,0.003156113540307487
-1,14,9.961052679312259e-06,0.003779300433028253,9.961052679312259e-06,0.003779300433028253
1,14,3.197605998087083e-05,0.00565473783484883,3.197605998087083e-05,0.00565473783484883
-1,14,3.197605998087083e-05,0.005256982514927685,3.197605998087083e-05,0.005256982514927685
1,14,1.5831780016742548e-06,0.0012582440151553494,1.5831780016742548e-06,0.0012582440151553494
-1,14,1.5831780016742548e-06,0.0015795372104824277,1.5831780016742548e-06,0.0015795372104824277
1,14,1.9584804173715882e-06,0.0013994571866876057,1.9584804173715882e-06,0.0013994571866876057
-1,14,1.9584804173715882e-06,0.0014741260158931942,1.9584804173715882e-06,0.0014741260158931942
1,14,3.35354814472046e-05,0.005790982770411651,3.35354814472046e-05,0.005790982770411651
-1,14,3.35354814472046e-05,0.0057825118706198945,3.35354814472046e-05,0.0057825118706198945
1,14,1.650522842344857e-05,0.004062662725780787,1.650522842344857e-05,0.004062662725780787
-1,14,1.650522842344857e-05,0.004520346603501011,1.650522842344857e-05,0.004520346603501011
1,14,1.1911085577105784e-06,0.0010913791997791502,1.1911085577105784e-06,0.0010913791997791502
-1,14,1.1911085577105784e-06,0.0011577123534324402,1.1911085577105784e-06,0.0011577123534324402
1,14,5.336422017667192e-07,0.0007305081804926754,5.336422017667192e-07,0.0007305081804926754
-1,14,5.336422017667192e-07,0.001114289485900086,5.336422017667192e-07,0.001114289485900086
1,14,8.132782480705404e-06,0.002851803373429768,8.132782480705404e-06,0.002851803373429768
-1,14,8.132782480705404e-06,0.002448910023162328,8.132782480705404e-06,0.002448910023162328
1,14,1.318210071848381e-06,0.0011481332988152468,1.318210071848381e-06,0.0011481332988152468
-1,14,1.318210071848381e-06,0.0012348353006041409,1.318210071848381e-06,0.0012348353006041409
1,14,6.28315192088705e-06,0.0025066216150203143,6.28315192088705e-06,0.0025066216150203143
-1,14,6.28315192088705e-06,0.0020795795699557807,6.28315192088705e-06,0.0020795795699557807
1,14,2.5366453899342436e-05,0.005036512076759316,2.5366453899342436e-05,0.005036512076759316
-1,14,2.5366453899342436e-05,0.004467356711491689,2.5366453899342436e-05,0.004467356711491689
1,14,3.7118666747846155e-06,0.0019266205321195494,3.7118666747846155e-06,0.0019266205321195494
-1,14,3.7118666747846155e-06,0.0017324498448816983,3.7118666747846155e-06,0.0017324498448816983
1,14,2.573278705030627e-06,0.0016041442282508848,2.573278705030627e-06,0.0016041442282508848
-1,14,2.573278705030627e-06,0.0022267140598767428,2.573278705030627e-06,0.0022267140598767428
1,14,1.4171165463564281e-06,0.0011904270436933243,1.4171165463564281e-06,0.0011904270436933243
-1,14,1.4171165463564281e-06,0.0010632167893010705,1.4171165463564281e-06,0.0010632167893010705
