batch_idx,batch_size,batch_MSE_total,batch_RMSE_total,batch_MSE_inner,batch_RMSE_inner
1,14,2.6244901721505207e-06,0.001620027830671597,2.6244901721505207e-06,0.001620027830671597
-1,14,2.6244901721505207e-06,0.0013810686858832773,2.6244901721505207e-06,0.0013810686858832773
1,14,1.9771592534567924e-06,0.0014061149502998652,1.9771592534567924e-06,0.0014061149502998652
-1,14,1.9771592534567924e-06,0.001309598466446096,1.9771592534567924e-06,0.001309598466446096
1,14,9.416038711208519e-06,0.003068556453971235,9.416038711208519e-06,0.003068556453971235
-1,14,9.416038711208519e-06,0.00246424848684419,9.416038711208519e-06,0.00246424848684419
1,14,1.0563506126379524e-05,0.0032501547849878663,1.0563506126379524e-05,0.0032501547849878663
-1,14,1.0563506126379524e-05,0.004072781152880986,1.0563506126379524e-05,0.004072781152880986
1,14,1.2513636499035958e-05,0.0035374618724497878,1.2513636499035958e-05,0.0035374618724497878
-1,14,1.2513636499035958e-05,0.0029377988973480723,1.2513636499035958e-05,0.0029377988973480723
1,14,8.145280090376156e-06,0.0028539937088886786,8.145280090376156e-06,0.0028539937088886786
-1,14,8.145280090376156e-06,0.0026090824959750375,8.145280090376156e-06,0.0026090824959750375
1,14,2.214500901765196e-06,0.0014881199218360044,2.214500901765196e-06,0.0014881199218360044
-1,14,2.214500901765196e-06,0.0013717603237184983,2.214500901765196e-06,0.0013717603237184983
