nC_regions,num_regions,NN_RMSE_mean,NN_RMSE_ci95,KKThPINN_RMSE_mean,KKThPINN_RMSE_ci95,NN_Experiment_Time_sec_mean,NN_Experiment_Time_sec_ci95,KKThPINN_Experiment_Time_sec_mean,KKThPINN_Experiment_Time_sec_ci95,NN_Original_Nonlinear_Violation_mean,NN_Original_Nonlinear_Violation_ci95,KKThPINN_Original_Nonlinear_Violation_mean,KKThPINN_Original_Nonlinear_Violation_ci95,linearization_mean_abs_error,linearization_rmse_error,linearization_max_abs_error,projection_check_output_MAE_scaled,projection_check_PL_violation,projection_check_original_nonlinear_violation,n_output_values,n_constraint_values,n_data_points,NN_RMSE_pooled_mean,NN_RMSE_pooled_ci95,NN_Experiment_Time_sec_pooled_mean,NN_Experiment_Time_sec_pooled_ci95,NN_Original_Nonlinear_Violation_pooled_mean,NN_Original_Nonlinear_Violation_pooled_ci95
1,1,0.00703612056927365,0.007198705565178488,0.02433343991397735,0.0007335772488705558,0.00425,0.0006353102368216064,0.005,0.0,0.02616605815297555,0.05020067278073212,0.1015713468033291,0.0038127730902033944,0.2253386085492356,0.3087941819841982,0.7847764323558288,0.01940782790633785,3.5675166524621697e-16,0.11152020076928515,450.0,300.0,300.0,0.007811343921230925,0.004010757205509889,0.005025,0.0014254553219961864,0.03169142667700818,0.020723974834513364
30,30,0.0085865672731882,0.035953923603861286,0.00318191741946905,0.013693350021822802,0.0058,0.0,0.013649999999999999,0.0019059307104648138,0.0372167952010408,0.16941006575614664,2.7154029220052933e-05,4.957484037125037e-05,0.00020583306388849315,0.00033279801389321864,0.0012319560598938,1.614119939463495e-05,3.241851231905457e-16,0.00010303351079903988,450.0,300.0,300.0,0.007811343921230925,0.004010757205509889,0.005025,0.0014254553219961864,0.03169142667700818,0.020723974834513364
