Model,85_EXP_TIME_SEC,85_RMSE_TOTAL,85_TRAIN_TIME_SEC,85_VIOL,85_VIOL_NL
NN,0.00646,0.1479340177715969,6.999236013391055,101.66318993142924,96.228017600801
KKThPINN,0.00716,0.11098236720561117,9.991025991993956,0.016442136924914266,0.818868495749084
