Model,150_EXP_TIME_SEC,150_RMSE_TOTAL,150_TRAIN_TIME_SEC,150_VIOL,150_VIOL_NL
NN,0.0045,0.0906404205677362,12.825326380087064,142.60719299316406,135.7842788696289
KKThPINN,0.009,0.054608328168683246,18.831314479000866,1.3968774510431103e-05,0.23863115161657333
