Temperature (T),Ca,Cb,Cc,f,h
486.86868686868684,0.38025811491491446,0.760516229828067,1.8592256552570186,485.3654030650269,4854.654030650109
490.1010101010101,0.37854474153183326,0.7570894830634521,1.8643657754047145,554.4678016213486,5545.678016213485
493.33333333333337,0.37685953592543486,0.7537190718510234,1.8694213922235419,632.2940800403144,6323.940800403143
496.5656565656566,0.3752018186307103,0.7504036372611603,1.8743945441081296,719.8007660201823,7199.007660201822
499.7979797979798,0.37357093413563597,0.7471418682708734,1.8792871975934906,818.0326393037124,8181.326393037122
503.030303030303,0.37196624939758904,0.7439324987942949,1.884101251808116,928.1292213099631,9282.292213099634
506.26262626262627,0.37038715252761817,0.7407743050540284,1.8888385424183534,1051.331603458039,10514.316034580388
509.4949494949495,0.36883305161806046,0.73766610323629,1.8935008451456494,1188.9896223864084,11890.89622386408
512.7272727272727,0.36730337369245497,0.7346067473842012,1.8980898789233436,1342.5693899433156,13426.693899433147
515.959595959596,0.3657975637506359,0.7315951275017157,1.9026073087476485,1513.6611854691423,15137.61185469096
519.1919191919192,0.36431508391222167,0.7286301678200653,1.907054748267713,1703.987717512118,17040.877175119116
522.4242424242424,0.36285541261701104,0.7257108252312386,1.9114337621517503,1915.4127617144302,19155.127617144306
525.6565656565656,0.3614180439134098,0.7228360878262108,1.9157458682603794,2149.950181179068,21500.501811790677
528.8888888888889,0.3600024867804297,0.7200049735679014,1.9199925396516688,2409.773335176768,24098.73335176768
532.1212121212121,0.3586082645192225,0.7172165290404914,1.9241752064402862,2697.224881583369,26973.248815833686
535.3535353535353,0.35723491415634534,0.7144698283158654,1.9282952575277892,3014.8269779462503,30149.269779462495
538.5858585858587,0.355881985927528,0.7117639718531434,1.9323540422193286,3365.2918855695552,33653.91885569556
541.8181818181818,0.35454904275553195,0.7090980855050903,1.9363528717393779,3751.5329804818157,37516.32980481039
545.0505050505051,0.35323565977937693,0.7064713195638127,1.9402930206568103,4176.676174606838,41767.761746068376
548.2828282828283,0.3519414239254687,0.703882847844749,1.9441757282297822,4644.071749904325,46441.71749903551
551.5151515151515,0.350665933441166,0.7013318668831078,1.9480021996757262,5157.306607671484,51574.066076714815
554.7474747474748,0.34940879754152115,0.6988175950820853,1.9517736073763936,5720.216934625406,57203.16934625404
557.9797979797979,0.34816963599329237,0.6963392719859925,1.9554910920207151,6336.901286783166,63370.01286783166
561.2121212121212,0.34694807876195866,0.6938961575453523,1.959155763692689,7011.734091568772,70118.3409156877
564.4444444444445,0.34574376569228327,0.6914875314000927,1.962768702907624,7749.379567960678,77494.79567960677
567.6767676767677,0.34455634613330516,0.6891126922657793,1.9663309616009155,8554.806063887387,85549.06063887387
570.9090909090909,0.34338547863848656,0.6867709572887546,1.9698435640727587,9433.300809460654,94334.00809460656
574.1414141414141,0.3422308307003236,0.6844616614078839,1.9733075078917923,10390.485084018186,103905.85084018181
577.3737373737374,0.34109207841346956,0.682184156826143,1.9767237647603877,11432.329794329213,114324.29794329217
580.6060606060606,0.3399689062248284,0.6799378124311802,1.9800932813439913,12565.171460698046,125652.71460698047
583.8383838383838,0.3388610066410592,0.6777220132922459,1.983416980066695,13795.728607084273,137958.2860708427
587.070707070707,0.33776808003341796,0.6755361600915821,1.986695759875,15131.118550745592,151312.18550745587
590.3030303030303,0.33668983432797595,0.6733796687004582,1.9899304969715659,16578.87458630156,165789.74586301556
593.5353535353536,0.33562598481644357,0.6712519696630073,1.9931220455205494,18146.963558515476,181470.63558515487
596.7676767676768,0.33457625389728435,0.6691525077766536,1.9962712383260621,19843.80381749496,198439.03817494962
600.0,0.3335403708381548,0.6670807416767622,1.9993788874850829,21678.28354943156,216783.8354943155
