Temperature (T),Ca,Cb,Cc,f,h
280.0,0.9936625015244944,1.9873250030489888,0.01901249542651676,2.261086856269499e-06,1.0000226108685628
283.2323232323232,0.990265125413068,1.980530250826136,0.029204623760795984,5.141083613526187e-06,1.0000514108361351
286.4646464646465,0.9852776022822082,1.9705552045644164,0.04416719315337528,1.140733140458694e-05,1.000114073314046
289.6969696969697,0.9781186714572124,1.9562373429144249,0.0656439856283626,2.4662968315163494e-05,1.0002466296831516
292.92929292929296,0.9681132153829778,1.9362264307659556,0.0956603538510666,5.185091811639535e-05,1.000518509181164
296.16161616161617,0.954561869388758,1.909123738777516,0.13631439183372604,0.00010574644463238642,1.001057464446324
299.3939393939394,0.9368627529375261,1.8737255058750522,0.1894117411874219,0.0002086741353305132,1.0020867413533052
302.62626262626264,0.9146677792122921,1.8293355584245843,0.2559966623631236,0.00039753876315296326,1.0039753876315296
305.85858585858585,0.8880252587017885,1.776050517403577,0.33592422389463444,0.0007299933722406476,1.0072999337224064
309.09090909090907,0.8574477381464298,1.7148954762928597,0.4276567855607105,0.0012913774432667445,1.0129137744326673
312.32323232323233,0.8238685875546712,1.6477371751093424,0.5283942373359866,0.002202108525333589,1.022021085253336
315.55555555555554,0.7885009163965299,1.5770018327930597,0.6344972508104103,0.003625489657985823,1.0362548965798581
318.7878787878788,0.7526515523415358,1.5053031046830716,0.7420453429753926,0.0057762277466929185,1.057762277466929
322.020202020202,0.7175474646392918,1.4350949292785835,0.8473576060821245,0.008930214444595781,1.0893021444459576
325.25252525252523,0.6842102812271592,1.3684205624543184,0.9473691563185224,0.013436322146132523,1.1343632214613253
328.4848484848485,0.6533886755667047,1.3067773511334093,1.039833973299886,0.01973118204718215,1.1973118204718216
331.7171717171717,0.6255420279351179,1.2510840558702359,1.123373916194646,0.028358123486788917,1.283581234867889
334.9494949494949,0.6008625490452569,1.2017250980905139,1.1974123528642293,0.0399915640322128,1.3999156403221282
338.1818181818182,0.5793222104564455,1.158644420912891,1.2620333686306637,0.055468069010369075,1.5546806901036914
341.4141414141414,0.5607317366304878,1.1214634732609756,1.3178047901085366,0.07582508455831413,1.7582508455831414
344.64646464646466,0.54480061901143,1.0896012380228597,1.3655981429657105,0.10234813629089132,2.0234813629089126
347.8787878787879,0.5311898258303244,1.0623796516606487,1.406430522509027,0.13662722886389936,2.3662722886389926
351.1111111111111,0.519552432452268,1.039104864904536,1.441342702643196,0.18062333549828022,2.806233354982802
354.34343434343435,0.5095609459577254,1.019121891915451,1.4713171621268237,0.2367461745960141,3.3674617459601426
357.57575757575756,0.5009227465866347,1.0018454931732699,1.4972317602400953,0.30794482990167815,4.079448299016782
360.80808080808083,0.4933864261968061,0.9867728523936125,1.5198407214095813,0.39781310273339887,4.978131027333988
364.04040404040404,0.4867420392108193,0.9734840784216384,1.5397738823675422,0.5107117622106436,6.107117622106436
367.27272727272725,0.48081783859321264,0.9616356771864251,1.5575464842203623,0.6519100924357139,7.51910092435714
370.5050505050505,0.47547537576636845,0.9509507515327373,1.5735738727008943,0.8277493477218705,9.277493477218709
373.73737373737373,0.47060417426266066,0.9412083485253215,1.588187477212018,1.045830938504989,11.458309385049892
376.969696969697,0.4661166631518076,0.9322333263036162,1.6016500105445763,1.315232393384777,14.15232393384777
380.2020202020202,0.46194369782960654,0.9238873956592094,1.6141689065111842,1.6467543813836405,17.467543813836368
383.4343434343434,0.45803077555171207,0.9160615511034196,1.6259076733448683,2.0532023331867726,21.532023331867478
386.6666666666667,0.45433493175281864,0.908669863505632,1.6369952047415495,2.549706469077426,26.497064690774263
389.8989898989899,0.45082224539627797,0.90164449079256,1.647533263811162,3.154084322190684,32.54084322190723
393.13131313131316,0.44746586117265635,0.8949317223453104,1.657602416482033,3.8872501363143246,39.87250136314324
396.3636363636364,0.44424443595852914,0.8884888719170716,1.6672666921243993,4.7736758157404795,48.73675815740606
399.5959595959596,0.44114092597090526,0.8822818519418056,1.676577222087289,5.84190840881005,59.41908408810049
402.8282828282828,0.4381416435015188,0.8762832870030481,1.685575069495433,7.125149415135125,72.25149415135125
406.06060606060606,0.4352355248490311,0.870471049698061,1.6942934254529078,8.661901517461084,87.61901517461085
409.29292929292933,0.43241356262459074,0.8648271252491649,1.7027593121262443,10.496688651185407,105.96688651184802
412.52525252525254,0.42966836545460196,0.8593367309092064,1.7109949036361916,12.68085563613782,127.80855636137817
415.75757575757575,0.42699381618339355,0.8539876323667954,1.719018551449811,15.273453904774735,153.73453904774735
418.98989898989896,0.4243848061483177,0.8487696122966463,1.726845581555036,18.342220166836004,184.4222016683825
422.22222222222223,0.4218370281976313,0.84367405639525,1.7344889154071188,21.964655151167552,220.6465515116756
425.45454545454544,0.41934681509655514,0.8386936301931268,1.741959554710318,26.22920985912718,263.2920985913387
428.6868686868687,0.41691101304266076,0.8338220260853374,1.7492669608720017,31.236587049213334,313.3658704922145
431.9191919191919,0.41452688238329205,0.8290537647665294,1.7564193528501786,37.10116594747929,372.0116594746947
435.1515151515151,0.4121920194481242,0.8243840388963034,1.7634239416555724,43.95255844147778,440.5255844147777
438.3838383838384,0.4099042948074557,0.8198085896149466,1.7702871155775977,51.937305265194894,520.373052651949
441.6161616161616,0.4076618043389409,0.8153236086779146,1.7770145869831444,61.220720916941346,613.2072091694133
444.8484848484849,0.4054628303065952,0.8109256606132769,1.7836115090801279,71.98889627041979,720.888962704198
448.0808080808081,0.40330581028728,0.8066116205744851,1.790082569138235,84.45086803904796,845.5086803904754
451.3131313131313,0.4011893122641489,0.802378624528273,1.796432063207578,98.84096443421282,989.409644342128
454.5454545454545,0.3991120145815422,0.7982240291632773,1.8026639562551803,115.42133651780328,1155.2133651780164
457.77777777777777,0.39707268974150156,0.7941453794830953,1.8087819307754032,134.4846848869719,1345.8468488697192
461.01010101010104,0.3950701912455938,0.7901403824913279,1.8147894262630784,156.35719144340052,1564.5719144340057
464.24242424242425,0.39310344285972043,0.7862068857194912,1.8206896714207885,181.40166608930508,1815.0166608930508
467.47474747474746,0.3911714298096509,0.78234285961961,1.826485710570739,210.02091825706293,2101.209182570629
470.70707070707067,0.3892731915236367,0.7785463830471884,1.8321804254291751,242.66136321775065,2427.613632177506
473.93939393939394,0.38740781561399973,0.7748156312281116,1.8377765531578887,279.8168731253308,2799.1687312533086
477.1717171717172,0.38557443286101656,0.771148865722058,1.8432767014169253,322.0328827370887,3221.328827370888
480.4040404040404,0.38377221300221204,0.7675444260043842,1.848683360993404,369.9107597065723,3700.1075970657234
483.6363636363636,0.38200036117853087,0.7640007223573915,1.8539989164640778,424.1124492724534,4242.1244927245325
