Iteration,NN_Training_Error,NN_Training_Time_sec,KKThPINN_Training_Error,KKThPINN_Training_Time_sec
1,0.00104,19.647805717075244,0.00137,39.25446200999431
2,0.0065,19.46856948104687,0.00124,38.17461694194935
3,0.00577,19.663289604941383,0.00103,37.5334258088842
4,0.00488,19.852750794030726,0.00125,37.107021210948005
5,0.00576,20.11447883420624,0.00284,37.61285592196509
6,0.00483,20.382302984129637,0.00188,37.65304122515954
7,0.0064,20.15481447405182,0.00148,37.45335631282069
8,0.00087,19.908289273036644,0.00117,37.26207754504867
9,0.00555,20.06085783801973,0.00073,37.56406544195488
10,0.00287,20.063454878050834,0.0014,37.16928177792579
11,0.00881,19.71062155603431,0.00107,38.94997955416329
12,0.00227,19.564479341031983,0.00166,37.95690645906143
13,0.00675,19.80743495002389,0.00104,33.4918351941742
14,0.00627,19.992258053971455,0.00127,37.177861374104396
15,0.00304,20.396221302915365,0.00132,37.240812686039135
16,0.00666,20.45328538189642,0.00167,37.001535332994536
17,0.0043,19.74427404697053,0.00128,36.98326221597381
18,0.0028,19.77768591302447,0.00101,37.501976005965844
19,0.00237,19.977372491033748,0.001,37.39644245686941
20,0.00257,19.58489141985774,0.0024,37.06362657994032
21,0.00485,19.576719712931663,0.001,36.74545169505291
22,0.00368,19.581804854795337,0.00153,36.80156167107634
23,0.0018,20.2300835121423,0.00169,36.85278585902415
24,0.00299,19.58349817688577,0.00099,36.702995556173846
25,0.00478,19.505342576885596,0.00129,36.883521914016455
26,0.00696,19.468089919071645,0.00174,36.752363468986005
27,0.00775,19.492293468909338,0.00077,37.06727994396351
28,0.00853,19.73743054107763,0.00108,36.93681449396536
29,0.00842,19.486504862084985,0.00125,37.095034756930545
30,0.00599,19.58720871503465,0.00117,36.63755574193783
31,0.00805,19.70161562389694,0.00194,36.82356633711606
32,0.00827,19.693480342859402,0.00138,37.129394591087475
33,0.00954,20.373468877049163,0.00277,37.1784277879633
34,0.0095,20.314684802899137,0.00118,36.30197931500152
35,0.00697,20.024865776998922,0.00108,36.91907858802006
36,0.00937,20.005949032027274,0.0016,36.956707400036976
37,0.01077,16.55263586016372,0.00113,37.09951109113172
38,0.00811,19.610775768058375,0.00132,36.89859063294716
39,0.0032,19.92535159504041,0.00141,36.88988763396628
40,0.00565,19.786887733032927,0.00103,37.06299861590378
41,0.00623,19.407391265034676,0.0013,37.23677596799098
42,0.00331,19.84458205709234,0.00118,37.45242112199776
43,0.0072,20.14963996503502,0.00136,36.43361374200322
44,0.0075,19.58084498695098,0.00143,37.00951925502159
45,0.00219,19.8328319741413,0.00111,36.96222231909633
46,0.00295,19.65105881798081,0.00107,37.11103611206636
47,0.00482,19.54228007583879,0.00143,37.11303633404896
48,0.01057,19.510000810958445,0.00134,37.10480633680709
49,0.00412,19.43175268592313,0.00087,36.78222740488127
50,0.00219,20.44389100605622,0.00132,36.90530493995175
