Model,default_RMSE_TOTAL,default_VIOL,default_VIOL_NL,default_TRAIN_TIME_SEC,default_EXP_TIME_SEC
NN,0.0715953390832735,45.113268871307376,49.67679314307868,19.75916207464412,0.0072479999999999
KKThPINN,0.03964414785613355,0.0025202570980763996,0.9804692063721205,37.107898253682066,0.013846
