NN_Experiment_RMSE,NN_Experiment_VIOL,KKThPINN_Experiment_RMSE,KKThPINN_Experiment_VIOL
0.014477488058971992,1885.7568794865274,0.007316460299465146,0.0025282958044789694
0.011033483424008676,1185.2243130016132,0.00998444378231812,0.002528123962779033
0.010035080498710637,273.22509025304237,0.008892819437372027,0.0025277663397490434
0.013822396249835644,1510.8500993542543,0.009964467781556078,0.0025279165371100394
0.00911449639150247,470.2065483916679,0.013236032896142528,0.0025273333892099404
0.01581924529680193,1366.7734900166226,0.010188394095587432,0.0025284907969376435
0.0121687945702457,1324.622003422647,0.01155339131490753,0.002527066780619663
0.03266605518480751,2382.949175495229,0.013794141930094529,0.0025275132871507705
0.01471141256411566,1546.2224568532342,0.042648472954045266,0.0025266592749382867
0.01252552156127698,1201.6040264228604,0.02359750962850955,0.002526869503902082
0.012066856205808888,1418.7711679394429,0.01624399616978761,0.002527315269747518
0.07005017867367636,11337.242178193534,0.01820475270229492,0.0025277040024948238
0.04334196312924103,3724.02219953827,0.007373457800965897,0.00252804634057264
0.009647729200922139,1292.8337838566345,0.018068285140442945,0.0025274832318515268
0.01085848295674709,1216.1249237260636,0.011288309016878785,0.002527535372852591
0.008558117413196703,1337.8055596940735,0.055251745931550245,0.0025258915946251488
0.012669561598039294,420.39925055686547,0.021716473879318368,0.002526662444938002
0.011932384262871519,2110.1802302041856,0.07661437153614481,0.0025260821314076003
0.01302281051064286,1306.0602880497722,0.015247519604027461,0.0025273377897469668
0.008298487059477017,1243.000031674297,0.010007283188138014,0.0025287061109478203
0.011076765530407361,1431.1982122857585,0.012483846203733686,0.0025273220150323406
0.01143788792311007,525.0938860751811,0.010951418701481058,0.0025279749218989956
0.01420194178727817,1193.878613237125,0.011187710950672758,0.0025283710105350687
0.01364991793883328,1267.4326969670842,0.011860158036825327,0.0025277239254868104
0.07031503784040284,11270.64055756355,0.013439402322913628,0.002527577074229481
0.010267444523448816,793.2253169413489,0.009127016304078955,0.0025279088311735256
0.012015463465074268,1321.122016832094,0.045521066362900424,0.002525965959234033
0.011596793665501894,878.5297738259014,0.01648097856349061,0.0025278609451288903
0.007376293106854334,1357.2845089736827,0.08319493836448565,0.002526559421693872
0.011788899041050845,1441.239895256779,0.01228595355766144,0.0025271070298552136
0.02664736423697638,1124.3043211843087,0.01057918784697216,0.0025266682208958196
0.012128648634407144,1382.7390597971457,0.008998392228725026,0.002527519774339973
0.01694569827449338,620.0447596842436,0.018199241244351197,0.0025270430090824194
0.010202062661600259,743.4975517408328,0.01189215958383823,0.002527639476062468
0.010569148291958947,1285.3474104820284,0.019873051237648976,0.0025279617609234722
0.012390188661023732,625.6961475643318,0.01346395795280766,0.002527581057339701
0.014097786688640946,1397.4901112352522,0.01205645437071925,0.0025269417754830714
0.009650085133342581,846.4166972150658,0.056090322534907776,0.0025257549073982033
0.015607959293531438,1507.4111822904947,0.009077000835455117,0.0025282638120710465
0.022127092159702433,2681.8531038805454,0.006897182864898227,0.0025283219498712208
0.006133282512714501,613.4900183237827,0.009821987922859838,0.0025276891669590183
0.006435198329652587,872.9536176539747,0.015306135286323649,0.002527548816745906
0.011364150749356506,704.4205177218043,0.01812538546236888,0.002527159049269495
0.01198916810809302,1562.2827364172485,0.028795671363807295,0.002527057835085109
0.017548753814115137,1383.7220208553674,0.0240672340846268,0.002526847394445106
0.013435123095853879,1586.985127620149,0.017644485502622372,0.0025274405904610634
0.008687888147616191,663.3195417743385,0.024946045320174064,0.002526352848837757
0.013177811415982933,1868.1954592516377,0.009565725931447722,0.002527598091158256
0.010543417110442444,1282.0828121782438,0.013051528942198997,0.0025274316408358893
0.02156081492833231,657.0182324445944,0.014474205665069968,0.002528079203445913
