segmentation_type,n_regions,region_id,T_low,T_high,n_points,mean_abs_linearization_error,rmse_linearization_error,max_abs_linearization_error,mean_abs_nonlinear_residual,mean_abs_linearized_residual,mean_abs_y_PL_error_scaled,rmse_y_PL_error_scaled,max_abs_y_PL_error_scaled,mean_abs_y_PL_error_original,rmse_y_PL_error_original,max_abs_y_PL_error_original,mean_abs_f_PL,max_abs_f_PL,mean_abs_dCa,mean_abs_dCb,max_abs_dCa,max_abs_dCb,mean_abs_df_dCa,mean_abs_df_dCb,max_abs_df_dCa,max_abs_df_dCb,mean_amplification,max_amplification
uniform,5,4,424.0,460.0,33,1.339945540753422,1.788942009123683,3.642336339854268,2.5944714390348192e-11,1.3399455407774374,0.0001430968315247,0.0002466225571611,0.0007778146289294,0.0002369664964809,0.0004518336999001,0.0015457704598087,1.7472040481344158,8.676637554361605,0.0001422402439956,0.0005686592454471,0.0003866476613628,0.0015457704598087,2212.924267792016,2211.924267791961,4596.088395495981,4595.088395496103,2681.354215510067,5566.031948636602
uniform,7,0,280.0,305.7142857142857,25,0.0111144689113488,0.0146541939773181,0.0327260098706251,7.002753411866623e-17,0.0111144689113488,0.0038354617898272,0.0081758890485841,0.0315378764171684,0.0040746183963997,0.0081906402176329,0.0313380051734539,0.0114360180418934,0.036524794215479,0.010643072150289,0.0015807830389102,0.0313380051734539,0.0046545383092355,1.0470491953866117,0.0470491953866117,1.1435263043034796,0.1435263043034797,1.0426862972013564,1.1528642706651429
uniform,7,1,305.7142857142857,331.42857142857144,19,0.0079471774943266,0.0128294017921787,0.0333135467089407,8.417973920266401e-17,0.0079471774943266,0.0021004516431711,0.0042491617337069,0.0160672787535213,0.0029047236211586,0.0057883817319244,0.0205632319418278,0.0118071694558893,0.0604253833351493,0.0038086693410323,0.0049055015224434,0.0159654523989153,0.0205632319418278,1.5873337732660204,0.5873337732660202,2.2358004746878093,1.2358004746878093,1.4330568888168107,2.321064221853305
uniform,7,2,331.42857142857144,357.1428571428571,21,0.0745339683714519,0.0953947573498763,0.1847318520314207,4.916701966197122e-16,0.0745339683714518,0.0043049097650334,0.0068999137480411,0.0194187163601569,0.0068727066545671,0.0120951406685858,0.0385913005496563,0.0939201318877288,0.4032800785664738,0.0050476444720607,0.0155704754916408,0.0125105469639437,0.0385913005496563,5.170868125102299,4.1708681251023,9.812340378182828,8.81234037818283,5.508046328218383,11.155413240465258
uniform,7,3,357.1428571428571,382.8571428571429,15,0.074633716636602,0.1023619181868587,0.2529945048619613,3.611925573447176e-15,0.0746337166365995,0.0006531369090224,0.0011500059761232,0.0043645663255199,0.0010754619973412,0.0020940007616413,0.0086738117861713,0.0868892167419403,0.3381347467403692,0.0006675999371195,0.0025587860549043,0.0022630403944619,0.0086738117861713,28.31590550020756,27.315905500207567,50.66539388544039,49.66539388544043,33.19401114250043,60.622488262893214
uniform,7,4,382.8571428571429,408.57142857142856,24,0.114545543062449,0.1601221601780744,0.4508472851290959,4.39648317751562e-14,0.1145455430624811,0.000174895602134,0.0003153115604866,0.0013732916859016,0.0002893529599208,0.0005771013041416,0.0027291769038716,0.1185510473098632,0.5130474888855048,0.0001746643293704,0.0006933945503919,0.0006874727431571,0.0027291769038716,142.7603965635336,141.7603965635339,267.2145229010658,266.2145229010692,171.83259059025605,323.0560574159129
uniform,7,5,408.57142857142856,434.2857142857143,21,0.3045535241245677,0.4052328436720892,0.8761286929742091,1.3703324189659077e-12,0.3045535241243881,9.882208717214886e-05,0.0001697173232256,0.000568270289014,0.0001636245069825,0.0003108892039313,0.0011293377538474,0.2850502992703586,1.233577935715516,9.830129312431224e-05,0.0003925722278234,0.0002827896466156,0.0011293377538474,637.2236759115044,636.2236759115038,1175.0031434030063,1174.003143402953,771.8329752734259,1423.3172522742627
uniform,7,6,434.2857142857143,460.0,25,0.948120907480913,1.2867822790959729,2.4781952241632297,3.4219738154206425e-11,0.9481209075126272,7.79197562923506e-05,0.0001365179229861,0.0004072773577127,0.0001290362086938,0.00025011687502,0.0008093924761581,1.0352242598667727,4.271333574235086,7.744701365220763e-05,0.0003096616124294,0.0002024307425748,0.0008093924761581,2623.327623761748,2622.3276237616765,4596.088395495981,4595.088395496103,3182.527917318152,5569.486808653698
uniform,9,0,280.0,300.0,20,0.0048878521062475,0.006681331836298,0.0148646776240004,5.4574671604773474e-17,0.0048878521062475,0.0016762765300843,0.0037732779912926,0.014519647700337,0.0017499260961687,0.0037652577008136,0.0144276294551713,0.0049264789020816,0.0156630614665459,0.0047441404922765,0.0005056377962296,0.0144276294551713,0.0015377189555005,1.0286008323772593,0.0286008323772593,1.077280706669925,0.0772807066699251,1.0258583551816962,1.0795154605198258
uniform,9,1,300.0,320.0,15,0.0068945505462328,0.0095771694472038,0.0235302396658008,8.673617379884034e-17,0.0068945505462328,0.0022670207125757,0.0042389246540429,0.0168978352047609,0.0028653655594005,0.004925546321767,0.0167907451999115,0.0068020232862453,0.0196188372085337,0.0049198241553936,0.0036762725228081,0.0167907451999115,0.0125466588370308,1.2515124274500595,0.2515124274500595,1.491485795273234,0.4914857952732339,1.1541468586907422,1.4917307469662224
uniform,9,2,320.0,340.0,16,0.0198081038493661,0.0269469149705395,0.054274618483375,1.292368989602721e-16,0.0198081038493661,0.0029910921948577,0.0049862805466696,0.0126981258458823,0.0045071185445641,0.0079870900198217,0.0252353029853844,0.0221355264427071,0.0940749538265458,0.0043114612821037,0.0092098943515886,0.0118134940109141,0.0252353029853844,2.273276715855194,1.273276715855194,3.2585011885334825,2.2585011885334825,2.1075904514241763,3.3762693007010984
uniform,9,3,340.0,360.0,15,0.0385198485238717,0.0541795439492045,0.1330210721284801,7.327471962526034e-16,0.0385198485238715,0.001463677243302,0.0026008357060849,0.0094998912787086,0.0023655732800059,0.0046326318021582,0.0188793714644248,0.0416264865911885,0.1813841019066178,0.0016296873060064,0.0054670325340113,0.0056278194485843,0.0188793714644248,6.696021076010012,5.696021076010013,11.233644449261394,10.233644449261398,6.89683601885016,12.903726557722129
uniform,9,4,360.0,380.0,13,0.0545455615543823,0.0725271783815292,0.1612474547386813,4.030963597100568e-15,0.0545455615543795,0.0004773408196725,0.0008148214692289,0.0027817806217261,0.0007859943363266,0.0014836764439425,0.0055283021825535,0.0655099327946209,0.2050294514654069,0.0004879110287533,0.0018700719802264,0.0014423613816311,0.0055283021825535,27.91073416680089,26.910734166800896,44.27110423273433,43.271104232734295,32.6629126988849,52.910655817378114
uniform,9,5,380.0,400.0,17,0.0525096128023095,0.0754190561714405,0.1921382579504142,1.1912039981860503e-14,0.0525096128023114,0.0001161464107851,0.0002150510944232,0.0008468795525602,0.0001920695291497,0.0003934086890763,0.0016830249093739,0.0592410801301144,0.2577229041428808,0.0001162534110539,0.0004599551763952,0.0004253835952816,0.0016830249093739,101.4655158918098,100.46551589181,163.3342606386325,162.33426063863243,129.18368558309243,228.97336089597655
uniform,9,6,400.0,420.0,18,0.1200743770281572,0.1630401449926098,0.3254729343133062,1.0816039422125969e-13,0.1200743770282464,7.57629567445815e-05,0.0001327530260722,0.0004102964646193,0.0001254189478905,0.0002431254371228,0.0008153924228007,0.1192696628517045,0.4505072921500357,7.544001105863001e-05,0.000300816832613,0.0002044872717357,0.0008153924228007,321.33703525009867,320.33703525009645,543.9139871925966,542.9139871925984,389.0810765950146,658.5831784231805
uniform,9,7,420.0,440.0,17,0.216349895575216,0.2927989974149845,0.6167113792954808,1.829020595109529e-12,0.2163498955737748,4.361873324391782e-05,7.619954231062178e-05,0.0002485898110346,7.222752083521144e-05,0.0001395948153557,0.0004940287469723,0.2215195468564993,0.9108110794441018,4.337123502525862e-05,0.0001733113274803,0.0001236309086409,0.0004940287469723,1038.770784111253,1037.770784111248,1614.036707883055,1613.0367078830618,1256.4814744384194,1955.9121566063905
uniform,9,8,440.0,460.0,19,0.5681868822004115,0.7727722035647978,1.5593781686727652,4.484646572229011e-11,0.5681868822419909,4.0475864432821474e-05,7.106574415932937e-05,0.000222144282932,6.702908486724688e-05,0.0001302017930496,0.0004414728877552,0.6658015754364777,2.5351195727480444,4.022883762034039e-05,0.0001608584169814,0.0001104072851676,0.0004414728877552,3014.4062613179835,3013.4062613178958,4596.088395495981,4595.088395496103,3654.188733950866,5570.842732599937
uniform,11,0,280.0,296.3636363636364,17,0.0025104099666614,0.0034882253721197,0.0071380830406473,5.861866598739641e-17,0.0025104099666614,0.0008578281175463,0.0019815549377041,0.0070169094608826,0.0008873984359618,0.0019743968770731,0.0069724398078715,0.0025095728087741,0.0073471519438011,0.0024521544910694,0.0002100408168159,0.0069724398078715,0.0005972286647433,1.0213767899189812,0.0213767899189812,1.0494768191093395,0.0494768191093396,1.0194864256898262,1.04989744614881
uniform,11,1,296.3636363636364,312.72727272727275,13,0.0063498272457724,0.0083819619299991,0.0171533218707871,7.856295742164194e-17,0.0063498272457724,0.0021971327639623,0.0041629206620592,0.0143438672097274,0.0026076933420882,0.0044650535581277,0.0142529629731529,0.0064482403932895,0.0155701483458059,0.0052761706042565,0.0025469094220083,0.0142529629731529,0.0068801804207341,1.149454903923051,0.1494549039230512,1.265318547274079,0.2653185472740792,1.100303859255479,1.2562058872273214
uniform,11,2,312.72727272727275,329.0909090909091,12,0.0050446082360305,0.0078526737502766,0.0182341157128084,8.095376221225098e-17,0.0050446082360305,0.0012163595157543,0.0023476716752568,0.0076354906578836,0.0017176251028423,0.0033303875697849,0.0110383544381755,0.0065604094791831,0.0272303615250666,0.0020990297265382,0.0030538455819889,0.0075871007474794,0.0110383544381755,1.6372804554803575,0.6372804554803574,2.062788255223213,1.062788255223213,1.4456168117352453,2.0329694434104546
uniform,11,3,329.0909090909091,345.45454545454544,13,0.0224776340503731,0.0300604026128103,0.0556749964440341,2.9250106610316624e-16,0.0224776340503731,0.002128272626803,0.003520595005782,0.0090254142657203,0.003321695546981,0.0059736640033024,0.0179364314331411,0.0255806677608939,0.0935332807676242,0.0027236215727083,0.0072414650682346,0.006746155802505,0.0179364314331411,3.1058349110670043,2.1058349110670043,4.557783813872713,3.5577838138727134,3.051178384446109,4.880893640851725
uniform,11,4,345.45454545454544,361.8181818181818,12,0.0253936943107819,0.0348153756837016,0.0733734329345843,7.956598343146957e-16,0.0253936943107816,0.000737062295441,0.0012824137599366,0.0040615438559173,0.0011979727996795,0.0023002003178136,0.0080716076558446,0.0268368847137655,0.1156312480492642,0.0008004285865652,0.0027934898124733,0.0023127864932347,0.0080716076558446,8.058582396354693,7.058582396354693,12.875080592384627,11.875080592384636,8.991880372523353,14.890261483283073
uniform,11,5,361.8181818181818,378.1818181818182,11,0.039861902551554,0.0525886980277404,0.0929753157689722,4.198661620400592e-15,0.0398619025515512,0.0003488407249908,0.0005908185200089,0.0016039752821162,0.0005744047498619,0.0010757982624239,0.0031876201824222,0.051151976952351,0.1474545726369687,0.0003565654349823,0.0013666488146034,0.0008316658711138,0.0031876201824222,27.790305394844783,26.790305394844797,40.95886290289606,39.95886290289605,32.4561320961729,48.90794808912205
uniform,11,6,378.1818181818182,394.54545454545456,12,0.033810240080847,0.0479191627317725,0.1185215830390484,1.4358884451818692e-14,0.0338102400808522,9.51735715694562e-05,0.0001738204494832,0.0006641615077098,0.0001573245169722,0.000317846952635,0.0013199047703346,0.0345186595815096,0.1169746626388672,9.54489043115958e-05,0.0003765246466051,0.0003345955311557,0.0013199047703346,78.22093936938154,77.22093936938158,111.61261871856948,110.6126187185707,92.05824233250084,134.56714504052445
uniform,11,7,394.54545454545456,410.9090909090909,16,0.070224697408075,0.096543058763878,0.1975002899383193,6.88338275267597e-14,0.0702246974081288,6.896287807540748e-05,0.0001223177561051,0.000387273038029,0.0001141355082924,0.0002239588716705,0.0007696373914818,0.0619334731424316,0.2099245024221261,6.87484307670197e-05,0.0002736580941103,0.0001933484302593,0.0007696373914818,200.2398846768769,199.23988467687695,319.92825083594016,318.9282508359385,240.00716805280533,387.11631996442594
uniform,11,8,410.9090909090909,427.27272727272725,15,0.1532416534391809,0.1967010235111329,0.3303694054836548,1.8815171642927454e-12,0.1532416534374016,5.680457385542533e-05,9.410896213636144e-05,0.0002447765064356,9.405120222111386e-05,0.0001723837649052,0.0004864504713986,0.1597311108177573,0.4422208199885631,5.6513843067943865e-05,0.0002256397635953,0.0001218366176373,0.0004864504713986,572.3260260501424,571.3260260501454,847.9139575851136,846.9139575851527,649.219989150199,1027.212604205262
uniform,11,9,427.27272727272725,443.6363636363636,13,0.1685124412976076,0.2381533169824374,0.4976524958111596,2.380427479063376e-11,0.1685124413212894,2.534139061274082e-05,4.6231314692881134e-05,0.0001496395873726,4.196380263332546e-05,8.469714735271795e-05,0.0002973824934315,0.1900092474485597,0.7375480282421449,2.51933296302251e-05,0.0001006980782697,7.440117340873353e-05,0.0002973824934315,1395.886067543462,1394.8860675434048,1985.0820306811236,1984.0820306809371,1696.7827622775746,2405.97629412616
uniform,11,10,443.6363636363636,460.0,16,0.4423585994903758,0.5854373850903705,1.1285991776829931,3.414868388063041e-11,0.4423585995206876,2.879934032142909e-05,4.920329275579764e-05,0.0001469369317433,4.7692650793873297e-05,9.014729360892269e-05,0.0002920114383249,0.4950358119451792,1.6770480297079755,2.8622994894662163e-05,0.0001144549574869,7.302647339946233e-05,0.0002920114383249,3225.760944234282,3224.7609442342136,4596.088395495981,4595.088395496103,3676.2832158485594,5571.509858120588
uniform,30,0,280.0,286.0,7,0.0002904936956965,0.0003579259224255,0.0006199631361693,5.738139997879532e-17,0.0002904936956965,9.84637461206372e-05,0.0002055926223066,0.0006166412126678,9.997745914342691e-05,0.0002044424433864,0.0006127332499226,0.0002901868081563,0.0006175917302958,0.0002871060162479,1.2826361182367255e-05,0.0006127332499226,2.737364432392475e-05,1.0109118513644526,0.0109118513644526,1.0148207128299953,0.0148207128299953,0.8659929225756373,1.01447118040484
uniform,30,1,286.0,292.0,7,0.0003999474849681,0.0005346213951377,0.0011123418346564,5.178614233864692e-17,0.0003999474849681,0.0001368821582073,0.0003029495735061,0.0010905307289788,0.0001421559227472,0.000302035356372,0.0010836194921464,0.0003986474695936,0.0011034615170081,0.0003896202381884,3.684753005314282e-05,0.0010836194921464,0.0001024810774425,1.022823416315963,0.0228234163159629,1.0309036615003837,0.0309036615003836,1.0203708548484471,1.029235293377458
uniform,30,2,292.0,298.0,4,0.000677183865696,0.0007831486848968,0.0009666281205177,6.919920365888732e-17,0.000677183865696,0.0002347802111418,0.0004316680097264,0.0009187634608606,0.0002533937450782,0.0004345649504624,0.000912940798828,0.0006749622243994,0.0009547919013014,0.0006395725162352,0.0001206087189993,0.000912940798828,0.0001721597121104,1.047323279010833,0.0473232790108332,1.0620345611835618,0.0620345611835617,1.0379297492191768,1.055145010185523
uniform,30,3,298.0,304.0,5,0.001057869642222,0.0013521274758365,0.0025197202056886,1.1973928792929912e-16,0.0010578696422219,0.0003691889024411,0.0007063697225838,0.0022459915383505,0.0004213741644307,0.0007323703590402,0.0022317575704003,0.0010448231462158,0.0024405266972432,0.0009369725167165,0.0003271499765756,0.0022317575704003,0.0007792325002633,1.094004279953236,0.0940042799532358,1.1175571782421758,0.1175571782421759,1.0640194743484188,1.0938840683908917
uniform,30,4,304.0,310.0,4,0.0009609244394365,0.0011403082199244,0.0017061080114494,5.377642775528102e-17,0.0009609244394364,0.000327202449432,0.0005410407716123,0.001344235736513,0.0003994874818477,0.000599252029733,0.0013357166445823,0.0009420212064736,0.0016279077107372,0.0007523103809022,0.000446152064641,0.0013357166445823,0.0007921368013572,1.1661478289077165,0.1661478289077162,1.2097547391138468,0.2097547391138468,1.0874752991833945,1.1476274404876177
uniform,30,5,310.0,316.0,5,0.0005944025475713,0.0007984988273699,0.0015721876701337,4.926614671774132e-17,0.0005944025475713,0.0001849342291651,0.0003243540857507,0.0010046901378285,0.0002417112601541,0.0003980166230508,0.0009983229156116,0.0005638719334371,0.0014391878713093,0.0003774394721561,0.0003476943083062,0.0009983229156116,0.0009196473109369,1.280002328928053,0.280002328928053,1.3545409664279138,0.3545409664279138,1.131388155730641,1.2365599142703467
uniform,30,6,316.0,322.0,5,0.0002518784141463,0.0003291489077473,0.0005041965873275,9.15933995315754e-17,0.0002518784141464,6.552638705850841e-05,0.0001070645299461,0.000237184099792,9.09763297651504e-05,0.0001469693316387,0.0003106535442816,0.0002644092408044,0.0005501573322105,0.000117737692787,0.0001551912965084,0.0002356809459211,0.0003106535442816,1.506401071541592,0.5064010715415919,1.575728808578451,0.5757288085784511,1.3077371166458671,1.410886491359821
uniform,30,7,322.0,328.0,3,0.0010624714955378,0.0013030132555365,0.0016765476850551,1.1564823173178715e-16,0.0010624714955377,0.0002116966478583,0.0003186298216415,0.0005332832738371,0.0003087721850038,0.0004809944678167,0.000931795740684,0.0010758562009086,0.0018643790543179,0.00033581356904,0.0005905029859715,0.0005299035919023,0.000931795740684,1.790220180838458,0.790220180838458,1.9135062817022237,0.9135062817022234,1.5730727257492454,1.739267692715836
uniform,30,8,328.0,334.0,6,0.002803601706998,0.0034905973877726,0.0062373586165363,1.2027416100105862e-16,0.0028036017069981,0.0003985809845643,0.000608540968923,0.0013967521485106,0.0006040019476242,0.0009843358795929,0.0027758004677975,0.0029159984224208,0.0074646227429826,0.0005643240262213,0.0012476818166512,0.0012554890798832,0.0027758004677975,2.2420765800130558,1.2420765800130555,2.542962327538756,1.5429623275387558,2.053556562551772,2.450208067455268
uniform,30,9,334.0,340.0,5,0.0034268794010369,0.0047889278936648,0.0091157545454671,1.6653345369377348e-16,0.0034268794010369,0.000330536548616,0.0005710852040639,0.0015008794457802,0.0005153247123797,0.0009674014184675,0.0029827352491615,0.0031135478930138,0.0074883712235683,0.0004246765053188,0.0011212976318204,0.0011296711470341,0.0029827352491615,2.880388156566793,1.8803881565667928,3.2585011885334825,2.2585011885334825,2.790475455010648,3.263863589133722
uniform,30,10,340.0,346.0,4,0.0029247852682317,0.0035786666159452,0.0050006705523383,5.828670879282072e-16,0.0029247852682316,0.0001853419433787,0.0002833686886872,0.0005714690859782,0.0002948746063958,0.0004943906593709,0.0011356948030343,0.0029861721558414,0.0054371679862483,0.0002203802153832,0.0006642436038042,0.0003767965003637,0.0011356948030343,4.153101994069628,3.153101994069628,4.557783813872713,3.5577838138727134,4.309660401743367,4.808979321663641
uniform,30,11,346.0,352.0,5,0.0024659487032198,0.0035257756802466,0.0056926010309131,7.549516567451064e-16,0.0024659487032198,0.0001008806723312,0.0001819662531832,0.000435628996925,0.0001627453277,0.0003233757757751,0.0008657363976423,0.0024971469786642,0.0061074306594048,0.0001132120642448,0.0003750239188551,0.0002613481427217,0.0008657363976423,5.921269692905847,4.921269692905847,6.607066714782793,5.607066714782793,6.423291499624452,7.273677380687236
uniform,30,12,352.0,358.0,5,0.0032594926415777,0.0040104470060282,0.0061425669358013,6.217248937900876e-16,0.0032594926415773,8.5507425889871e-05,0.0001337109739314,0.0003087106626591,0.0001392242226111,0.000240341506334,0.0006135084186105,0.003243742863482,0.006534443460934,9.21204684184218e-05,0.000325552199415,0.0001736025221226,0.0006135084186105,8.597583050016208,7.597583050016212,9.812340378182828,8.81234037818283,9.36712685976571,11.147129003179488
uniform,30,13,358.0,364.0,3,0.0041072989065969,0.0050352647131765,0.0064321519816298,2.664535259100376e-15,0.0041072989065943,6.914332620954077e-05,0.0001082952942637,0.0002106481123349,0.0001132579537311,0.0001960318757105,0.0004186262604881,0.0041225485603186,0.0068103534136447,7.245692171712707e-05,0.0002673169394762,0.0001134696897411,0.0004186262604881,12.958911477607389,11.958911477607392,14.768009391176143,13.76800939117614,15.395562397507328,17.147790189891225
uniform,30,14,364.0,370.0,3,0.0042495540977319,0.0052096213478239,0.0066538563068556,2.960594732333751e-15,0.0042495540977295,4.615857545260517e-05,7.255147504776383e-05,0.0001419835034181,7.590089633724428e-05,0.000131904792519,0.0002821673663633,0.0042642026050326,0.0070333999976455,4.749358429452973e-05,0.0001802091047172,7.436438697461245e-05,0.0002821673663633,19.57792466385264,18.57792466385263,22.331844653872817,21.331844653872817,23.434821392438806,26.31421310768792
uniform,30,15,370.0,376.0,4,0.0072726995311666,0.0092081526321825,0.0158567007264419,3.552713678800501e-15,0.0072726995311648,5.139680611893072e-05,8.362967213238973e-05,0.0002215220859411,8.472359142643975e-05,0.0001524623608428,0.0004402363801183,0.0065234041658643,0.0128147885518039,5.22556993517026e-05,0.0002019150749276,0.0001139333451521,0.0004402363801183,28.172371339755344,27.17237133975536,33.72525761214994,32.72525761214997,32.71149592540074,40.126477726872544
uniform,30,16,376.0,382.0,5,0.0041015247095405,0.0049112456909672,0.0072369817919033,4.6185277824406506e-15,0.0041015247095394,1.904710617839737e-05,2.9355404811054336e-05,6.670193534646929e-05,3.144753696327311e-05,5.360949849794111e-05,0.0001325584238657,0.0039900889149013,0.0076781551877083,1.921576014233261e-05,7.512685074748671e-05,3.3905465922023925e-05,0.0001325584238657,42.88771774394238,41.8877177439424,50.66539388544039,49.66539388544043,40.6278748414458,60.66620852703544
uniform,30,17,382.0,388.0,4,0.0045981105267484,0.0055697731726253,0.0077591057074402,1.4210854715202004e-14,0.0045981105267537,1.4182941902534291e-05,2.213462679418181e-05,4.7622630704402535e-05,2.3440628397305985e-05,4.046751395463229e-05,9.464164470984748e-05,0.0046929932537285,0.0082681538644777,1.423645998720191e-05,5.608542520471605e-05,2.40233890198005e-05,9.464164470984748e-05,68.02210276814259,67.0221027681426,75.53689192380027,74.53689192380024,81.7807471095054,90.82472702606862
uniform,30,18,388.0,394.0,6,0.0042908067823089,0.0056324323120401,0.0085470939196532,1.8355687340469256e-14,0.0042908067823142,8.888389156688462e-06,1.5042270115247182e-05,3.528939235908357e-05,1.469995366309984e-05,2.7520652484107164e-05,7.013149177759193e-05,0.0041496984130594,0.0091557473210102,8.892493034447687e-06,3.520736795485183e-05,1.7713445746025958e-05,7.013149177759193e-05,95.27106054030554,94.27106054030564,111.61261871856948,110.6126187185707,115.73106137075476,134.57063730507403
uniform,30,19,394.0,400.0,6,0.006150403139933,0.0079059819157348,0.0134192153688315,5.921189464667502e-15,0.0061504031399271,8.6513316446145e-06,1.4343566269954663e-05,3.766391789644663e-05,1.4314180621480572e-05,2.625464176807459e-05,7.485044574839783e-05,0.005796579477072,0.0115500179230281,8.636481196616641e-06,3.430606066782508e-05,1.884344791214243e-05,7.485044574839783e-05,138.4222669934871,137.42226699348748,163.3342606386325,162.33426063863243,167.07873017228204,197.29002818143692
