epoch,tr_loss,train_raw_metric,tr_eq,tr_ineq,tr_task_loss,tr_consistency_loss,val_loss,val_raw_metric,val_eq,val_ineq,val_task_loss,val_consistency_loss,projection_active,mean_batch_loss,train_epoch_time_sec,train_step_time_sec,train_eval_time_sec,validation_epoch_time_sec,train_batches,validation_batches,train_time_per_batch_sec,train_step_time_per_batch_sec,validation_time_per_batch_sec
1,0.6566773653030396,0.6566773653030396,3.412158250808716,0.0,0.6566773653030396,0.0,0.6891980449358622,0.6891980449358622,3.500598748524984,0.0,0.6891980449358622,0.0,0,0.6650679409503937,0.13188963616266847,0.11840482242405415,0.061010793782770634,0.0651960582472384,6,2,0.02198160602711141,0.01973413707067569,0.0325980291236192
2,0.6449396014213562,0.6449396014213562,3.3873379230499268,0.0,0.6449396014213562,0.0,0.6767263253529866,0.6767263253529866,3.475093634923299,0.0,0.6767263253529866,0.0,0,0.6513858437538147,0.0010011889971792698,0.00035618292167782784,4.524458199739456e-05,0.0003410433419048786,6,2,0.00016686483286321163,5.936382027963797e-05,0.0001705216709524393
3,0.6333714127540588,0.6333714127540588,3.3628616333007812,0.0,0.6333714127540588,0.0,0.6644344369570414,0.6644344369570414,3.449954954783122,0.0,0.6644344369570414,0.0,0,0.6421793103218079,0.0007759872823953629,0.00028933724388480186,3.754207864403725e-05,0.0003080461174249649,6,2,0.00012933121373256048,4.822287398080031e-05,0.00015402305871248245
4,0.6220277547836304,0.6220277547836304,3.338773012161255,0.0,0.6220277547836304,0.0,0.6523768305778503,0.6523768305778503,3.4252312501271565,0.0,0.6523768305778503,0.0,0,0.631238728761673,0.0007768217474222183,0.00028555793687701225,3.646593540906906e-05,0.0003128889948129654,6,2,0.00012947029123703638,4.7592989479502044e-05,0.0001564444974064827
5,0.6111040115356445,0.6111040115356445,3.315253496170044,0.0,0.6111040115356445,0.0,0.6407139579455058,0.6407139579455058,3.401060438156128,0.0,0.6407139579455058,0.0,0,0.6160620748996735,0.0007525896653532982,0.00027327053248882294,3.383774310350418e-05,0.0003121853806078434,6,2,0.00012543161089221636,4.5545088748137154e-05,0.0001560926903039217
6,0.6005721092224121,0.6005721092224121,3.292320489883423,0.0,0.6005721092224121,0.0,0.6294857700665791,0.6294857700665791,3.3774916807810467,0.0,0.6294857700665791,0.0,0,0.6071670949459076,0.0007493458688259125,0.00026908982545137405,4.103640094399452e-05,0.000300796702504158,6,2,0.00012489097813765207,4.4848304241895676e-05,0.000150398351252079
7,0.590227484703064,0.590227484703064,3.2697205543518066,0.0,0.590227484703064,0.0,0.6184578935305277,0.6184578935305277,3.354272731145223,0.0,0.6184578935305277,0.0,0,0.5971580545107523,0.0007765810005366802,0.0002858871594071388,3.550667315721512e-05,0.0003001769073307514,6,2,0.00012943016675611338,4.7647859901189804e-05,0.0001500884536653757
8,0.5800291895866394,0.5800291895866394,3.2473807334899902,0.0,0.5800291895866394,0.0,0.6075849890708923,0.6075849890708923,3.331330966949463,0.0,0.6075849890708923,0.0,0,0.5835811396439871,0.0007494478486478329,0.000268405769020319,3.642775118350983e-05,0.0002955659292638302,6,2,0.0001249079747746388,4.473429483671983e-05,0.0001477829646319151
9,0.5700305104255676,0.5700305104255676,3.2253971099853516,0.0,0.5700305104255676,0.0,0.5969290773073832,0.5969290773073832,3.308762296040853,0.0,0.5969290773073832,0.0,0,0.5777202447255453,0.0007399800233542919,0.0002638683654367924,3.329990431666374e-05,0.0003031888045370579,6,2,0.000123330003892382,4.3978060906132065e-05,0.00015159440226852894
10,0.560121476650238,0.560121476650238,3.2035574913024902,0.0,0.560121476650238,0.0,0.5863715688387553,0.5863715688387553,3.2863927841186524,0.0,0.5863715688387553,0.0,0,0.5634887019793192,0.0007576639764010906,0.0002689906395971775,3.372272476553917e-05,0.00031381798908114433,6,2,0.00012627732940018177,4.483177326619625e-05,0.00015690899454057217
