Model,50_EXP_TIME_SEC,50_RMSE_TOTAL,50_TRAIN_TIME_SEC,50_VIOL,50_VIOL_NL,71_EXP_TIME_SEC,71_RMSE_TOTAL,71_TRAIN_TIME_SEC,71_VIOL,71_VIOL_NL,85_EXP_TIME_SEC,85_RMSE_TOTAL,85_TRAIN_TIME_SEC,85_VIOL,85_VIOL_NL
NN,0.0053,0.1694126488724317,5.116286933945958,253.17493742204607,354.9785157007888,0.0053,0.1716821680502661,5.9674119600094855,188.02956210632507,166.8674819003675,0.0064,0.1017031546266525,6.919877985026687,44.95089325025835,40.39631688777354
KKThPINN,0.0062,0.1308221712073671,6.824675721989479,0.203450615220899,2.768419797948352,0.0063,0.1023477468596106,8.242181848036125,0.0235166673065358,0.2700104654931314,0.0071,0.09806280590913513,9.931083331990521,0.004330460084241372,0.4099029498836264
