Iteration,NN_Training_Error,NN_Training_Time_sec,KKThPINN_Training_Error,KKThPINN_Training_Time_sec
1,1e-05,18.92920813895762,3e-05,36.296164848143235
2,5e-05,18.800061312969774,1e-05,36.07765539409593
3,5e-05,18.854561056941748,2e-05,36.24504425493069
4,1e-05,18.810423640999943,2e-05,36.3570129009895
5,1e-05,18.841613163007423,1e-05,36.47094358690083
6,1e-05,18.86690657096915,2e-05,36.4153588549234
7,1e-05,18.94713755021803,2e-05,36.20248142699711
8,0.0001,18.89633545698598,1e-05,36.356295911129564
9,8e-05,18.832297642016783,4e-05,35.85394801921211
10,2e-05,18.874142815126106,2e-05,36.337360410019755
11,2e-05,18.98541038413532,3e-05,36.08800409990363
12,2e-05,18.931165928021073,2e-05,36.38973141508177
13,8e-05,19.155241132015362,1e-05,36.379850073950365
14,2e-05,18.844829572131857,2e-05,36.66664964403026
15,2e-05,18.88827316602692,3e-05,36.32800530293025
16,2e-05,19.065462544793263,1e-05,36.45061586005613
17,1e-05,18.993868076941,4e-05,36.19006286398508
18,2e-05,18.967457212042063,1e-05,36.54608244099654
19,3e-05,18.882173692109063,2e-05,36.3526012939401
20,5e-05,18.939563012914732,1e-05,36.21583733893931
21,3e-05,19.119886636035517,2e-05,36.016571985092014
22,0.00021,18.81832139310427,1e-05,36.578144166851416
23,2e-05,18.77076296019368,2e-05,36.30152362911031
24,1e-05,18.921684072120115,0.0,36.40563767985441
25,0.0001,18.920988514088094,2e-05,36.33876482699998
26,3e-05,19.011627587024122,1e-05,36.39533623494208
27,0.00015,18.851469069020823,1e-05,36.44931774795987
28,1e-05,19.01462617283687,1e-05,36.23815467697568
29,9e-05,18.92685694503598,3e-05,36.458727180957794
30,3e-05,18.91510178288445,2e-05,36.442861415911466
31,1e-05,18.941734973108396,1e-05,36.33810961386189
32,0.00028,18.956465259194374,2e-05,36.37981912586838
33,2e-05,18.928648187080398,2e-05,36.25838565896265
34,2e-05,19.024483535205945,4e-05,36.31341626192443
35,1e-05,18.773075476055965,2e-05,36.453324243891984
36,7e-05,18.857392757898197,2e-05,36.548090720083565
37,4e-05,18.900498293107376,4e-05,36.341736827977
38,0.00015,18.790331040974706,1e-05,36.26819546194747
39,1e-05,18.88015565695241,1e-05,36.33347770594992
40,1e-05,18.784476225962862,2e-05,36.22307062102482
41,3e-05,18.81206882908009,2e-05,36.37187071610242
42,0.00015,18.81541795306839,1e-05,36.33283144282177
43,2e-05,18.77832131111063,1e-05,36.13634351501241
44,1e-05,19.16382072493434,2e-05,36.158792118076235
45,1e-05,19.30120171420276,2e-05,36.82279805094004
46,5e-05,18.874257643939927,2e-05,38.04390307189897
47,2e-05,19.15230968920514,1e-05,39.054584610043094
48,1e-05,18.924431583844125,3e-05,37.86073468788527
49,2e-05,18.911749145016074,2e-05,38.339545966126025
50,2e-05,19.07701166300103,1e-05,38.36775346612558
