a,c,d,e,f,g,h,i
-1.5435375856528877,-0.5435375856528877,-0.028648140259396004,11.112310561969178,-100000000000000.0*Ca*Cb**2*exp(-10825.114265095/T) - Ca + 1000000000000.0*(-Ca - Cb + 3)*exp(-9622.32379119557/T) + 1,-2.0870751713057754,-0.05729628051879201,22.224621123938356
